"source_file","interval_id","gamma_L","gamma_U","interval_LB","incumbent_UB","gap_to_cutoff","interval_status","reason","relaxation_time","lower_bound_sources","route_mask_certifying","open_nodes","pricing_calls","pricing_time_seconds","plateau_reason"
"v12_m1_improved_relax_300s.intervals.csv","1","0.119066861069","0.238133722139","0.26841487614","0.357200583208","0.088785707068","replaced_by_children","split_parent_replaced","64.8988353","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"v12_m1_improved_relax_300s.intervals.csv","2","0.238133722139","0.357200583208","0.331296710948","0.357200583208","0.02590387226","replaced_by_children","split_parent_replaced","27.5632203","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"v12_m1_improved_relax_300s.intervals.csv","4","0.178600291604","0.238133722139","0.29506695823","0.357200583208","0.062133624978","replaced_by_children","split_parent_replaced","55.7831064","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"v12_m1_improved_relax_300s.intervals.csv","6","0.208367006872","0.238133722139","0.32954935947","0.357200583208","0.027651223738","replaced_by_children","split_parent_replaced","49.826846","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"v12_m1_improved_relax_300s.intervals.csv","9","0.238133722139","0.297667152674","0.332675660948","0.357200583208","0.02452492226","unresolved","tree_not_started_before_time_limit_or_reserve","14.4274747","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"v12_m1_best_1200s.intervals.csv","1","0.119066861069","0.238133722139","0.26841487614","0.357200583208","0.088785707068","replaced_by_children","split_parent_replaced","64.5923763","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"v12_m1_best_1200s.intervals.csv","2","0.238133722139","0.357200583208","0.331296710948","0.357200583208","0.02590387226","replaced_by_children","split_parent_replaced","27.0205819","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"v12_m1_best_1200s.intervals.csv","4","0.178600291604","0.238133722139","0.29506695823","0.357200583208","0.062133624978","replaced_by_children","split_parent_replaced","55.281393","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"v12_m1_best_1200s.intervals.csv","6","0.208367006872","0.238133722139","0.32954935947","0.357200583208","0.027651223738","replaced_by_children","split_parent_replaced","49.4006714","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"v12_m1_best_1200s.intervals.csv","9","0.238133722139","0.297667152674","0.332675660948","0.357200583208","0.02452492226","replaced_by_children","split_parent_replaced","30.9684686","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"v12_m1_best_1200s.intervals.csv","11","0.238133722139","0.267900437406","0.341121462223","0.357200583208","0.016079120985","replaced_by_children","split_parent_replaced","32.4447459","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"v12_m1_best_1200s.intervals.csv","13","0.238133722139","0.253017079773","0.352109710437","0.357200583208","0.00509087277100001","replaced_by_children","split_parent_replaced","42.4758355","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"v12_m1_best_1200s.intervals.csv","14","0.253017079773","0.267900437406","0.356004819857","0.357200583208","0.00119576335100002","replaced_by_children","split_parent_replaced","31.1490738","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"v12_m1_core_300s.intervals.csv","1","0.119066861069","0.238133722139","0.26841487614","0.357200583208","0.088785707068","replaced_by_children","split_parent_replaced","64.6384681","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"v12_m1_core_300s.intervals.csv","2","0.238133722139","0.357200583208","0.331296710948","0.357200583208","0.02590387226","replaced_by_children","split_parent_replaced","27.1501795","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"v12_m1_core_300s.intervals.csv","4","0.178600291604","0.238133722139","0.29506695823","0.357200583208","0.062133624978","replaced_by_children","split_parent_replaced","55.4667454","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"v12_m1_core_300s.intervals.csv","6","0.208367006872","0.238133722139","0.32954935947","0.357200583208","0.027651223738","replaced_by_children","split_parent_replaced","49.5013831","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"v12_m1_core_300s.intervals.csv","9","0.238133722139","0.297667152674","0.332675660948","0.357200583208","0.02452492226","replaced_by_children","split_parent_replaced","14.4879216","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"v12_m1_core_300s.intervals.csv","11","0.238133722139","0.267900437406","0.332675660948","0.357200583208","0.02452492226","unresolved","tree_not_started_before_time_limit_or_reserve","11.7595998","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"v12_m1_core_300s.intervals.csv","12","0.267900437406","0.297667152674","0.332675660948","0.357200583208","0.02452492226","unresolved","tree_not_started_before_time_limit_or_reserve","0","gamma_floor|adaptive_split_inherited_parent_lb",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3201_core_native_300s.intervals.csv","1","0.316666666667","0.633333333333","2.11629979572","2.44340319194","0.32710339622","replaced_by_children","split_parent_replaced","116.6003662","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3201_core_native_300s.intervals.csv","2","0.633333333333","0.95","2.39779076214","2.44340319194","0.0456124297999998","unresolved","tree_not_started_before_time_limit_or_reserve","113.6531892","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3201_core_native_300s.intervals.csv","3","0.316666666667","0.475","2.1396388383","2.44340319194","0.30376435364","unresolved","tree_not_started_before_time_limit_or_reserve","58.0584272","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3201_core_native_300s.intervals.csv","4","0.475","0.633333333333","2.11629979572","2.44340319194","0.32710339622","unresolved","tree_not_started_before_time_limit_or_reserve","0","gamma_floor|adaptive_split_inherited_parent_lb",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_core_native_300s.intervals.csv","1","0.316666666667","0.633333333333","1.46940951067","1.74931345205","0.27990394138","replaced_by_children","split_parent_replaced","71.3690663","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_core_native_300s.intervals.csv","2","0.633333333333","0.95","1.70490802999","1.74931345205","0.0444054220600001","unresolved","tree_not_started_before_time_limit_or_reserve","65.9674724","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_core_native_300s.intervals.csv","3","0.316666666667","0.475","1.53248146717","1.74931345205","0.21683198488","unresolved","tree_not_started_before_time_limit_or_reserve","71.0497378","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_core_native_300s.intervals.csv","4","0.475","0.633333333333","1.54657469666","1.74931345205","0.20273875539","unresolved","tree_not_started_before_time_limit_or_reserve","68.52999","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3301_core_native_300s.intervals.csv","0","0","0.0163841842216","0.0426751738296","0.0491525526647","0.0064773788351","replaced_by_children","split_parent_replaced","39.5520617","gamma_floor|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3301_core_native_300s.intervals.csv","1","0.0163841842216","0.0327683684432","0.0440604552058","0.0491525526647","0.0050920974589","unresolved","tree_not_started_before_time_limit_or_reserve","38.549116","gamma_floor|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3301_core_native_300s.intervals.csv","3","0","0.00819209211079","0.0451527186163","0.0491525526647","0.0039998340484","unresolved","tree_not_started_before_time_limit_or_reserve","39.339769","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3301_core_native_300s.intervals.csv","4","0.00819209211079","0.0163841842216","0.0427477151184","0.0491525526647","0.0064048375463","replaced_by_children","split_parent_replaced","38.9158306","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3301_core_native_300s.intervals.csv","5","0.00819209211079","0.0122881381662","0.0427477151184","0.0491525526647","0.0064048375463","replaced_by_children","split_parent_replaced","38.8381477","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3301_core_native_300s.intervals.csv","6","0.0122881381662","0.0163841842216","0.0430233632327","0.0491525526647","0.006129189432","unresolved","tree_not_started_before_time_limit_or_reserve","38.833901","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3301_core_native_300s.intervals.csv","7","0.00819209211079","0.0102401151385","0.0436699901104","0.0491525526647","0.0054825625543","unresolved","tree_not_started_before_time_limit_or_reserve","38.7860512","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3301_core_native_300s.intervals.csv","8","0.0102401151385","0.0122881381662","0.0427477151184","0.0491525526647","0.0064048375463","unresolved","tree_not_started_before_time_limit_or_reserve","0","gamma_floor|adaptive_split_inherited_parent_lb",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3301_core_repair_300s.intervals.csv","0","0","0.0163841842216","0.0426751738296","0.0491525526647","0.0064773788351","replaced_by_children","split_parent_replaced","39.546153","gamma_floor|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3301_core_repair_300s.intervals.csv","1","0.0163841842216","0.0327683684432","0.0440604552058","0.0491525526647","0.0050920974589","unresolved","tree_not_started_before_time_limit_or_reserve","38.6603821","gamma_floor|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3301_core_repair_300s.intervals.csv","3","0","0.00819209211079","0.0451527186163","0.0491525526647","0.0039998340484","unresolved","tree_not_started_before_time_limit_or_reserve","39.5978181","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3301_core_repair_300s.intervals.csv","4","0.00819209211079","0.0163841842216","0.0427477151184","0.0491525526647","0.0064048375463","replaced_by_children","split_parent_replaced","38.9927959","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3301_core_repair_300s.intervals.csv","5","0.00819209211079","0.0122881381662","0.0427477151184","0.0491525526647","0.0064048375463","replaced_by_children","split_parent_replaced","38.7527024","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3301_core_repair_300s.intervals.csv","6","0.0122881381662","0.0163841842216","0.0430233632327","0.0491525526647","0.006129189432","unresolved","tree_not_started_before_time_limit_or_reserve","38.7856605","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3301_core_repair_300s.intervals.csv","7","0.00819209211079","0.0102401151385","0.0436699901104","0.0491525526647","0.0054825625543","unresolved","tree_not_started_before_time_limit_or_reserve","19.4697851","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
