query,vehicle,model_reused,work_limit,time_limit,columns,rows
0,0,0,10,8.4838676999999993,18,39
query,vehicle,model_reused,work_limit,time_limit,columns,rows
1,0,1,10,8.4771337500000001,18,39
query,vehicle,model_reused,work_limit,time_limit,columns,rows
2,0,1,10,8.4702208500000005,18,39
