row,variant,budget_seconds,json_path,selected_for_summary,certified_original_problem,row_certificate_source_class,leaf_solver_row,compact_bc_called_this_row,compact_bc_called_any_child,parent_row_compact_bc_called_any_leaf,compact_bc_called_any_leaf,compact_bc_contributed_to_certificate,compact_bc_diagnostic_only,paper_certificate_contamination,inconsistent_source_label_detected,audit_passed,failures
low_gini_1,plain_fixed_interval_mip,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_300s.json,false,false,benchmark_only,false,false,false,false,false,false,true,false,false,True,
low_gini_1,plain_fixed_interval_mip_telemetry_only,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_300s.json,false,false,benchmark_only,false,false,false,false,false,false,true,false,false,True,
low_gini_1,static_tailored_compact_bc,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_static_tailored_compact_bc_300s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,current_best_new_combined_paper_safe,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_300s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,bucket_integer_inventory_domain,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_bucket_integer_inventory_domain_300s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,bucket_required_movement,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_bucket_required_movement_300s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,sp_h_coupled_estimator,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_sp_h_coupled_estimator_300s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,all_new_paper_safe_cuts,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_all_new_paper_safe_cuts_300s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,plain_fixed_interval_mip,1200,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_1200s.json,false,false,benchmark_only,false,false,false,false,false,false,true,false,false,True,
low_gini_1,plain_fixed_interval_mip_telemetry_only,1200,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_1200s.json,false,false,benchmark_only,false,false,false,false,false,false,true,false,false,True,
low_gini_1,static_tailored_compact_bc,1200,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_static_tailored_compact_bc_1200s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,current_best_new_combined_paper_safe,1200,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_1200s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,bucket_integer_inventory_domain,1200,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_bucket_integer_inventory_domain_1200s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,bucket_required_movement,1200,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_bucket_required_movement_1200s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,sp_h_coupled_estimator,1200,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_sp_h_coupled_estimator_1200s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,all_new_paper_safe_cuts,1200,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_all_new_paper_safe_cuts_1200s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,plain_fixed_interval_mip,3600,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_3600s.json,false,false,benchmark_only,false,false,false,false,false,false,true,false,false,True,
low_gini_1,plain_fixed_interval_mip_telemetry_only,3600,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_3600s.json,false,false,benchmark_only,false,false,false,false,false,false,true,false,false,True,
low_gini_1,static_tailored_compact_bc,3600,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_static_tailored_compact_bc_3600s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,current_best_new_combined_paper_safe,3600,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_3600s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,bucket_integer_inventory_domain,3600,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_bucket_integer_inventory_domain_3600s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,bucket_required_movement,3600,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_bucket_required_movement_3600s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,sp_h_coupled_estimator,3600,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_sp_h_coupled_estimator_3600s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,all_new_paper_safe_cuts,3600,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_all_new_paper_safe_cuts_3600s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,plain_fixed_interval_mip,10800,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_10800s.json,false,false,benchmark_only,false,false,false,false,false,false,true,false,false,True,
low_gini_1,plain_fixed_interval_mip_telemetry_only,10800,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_telemetry_only_10800s.json,false,false,benchmark_only,false,false,false,false,false,false,true,false,false,True,
low_gini_1,static_tailored_compact_bc,10800,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_static_tailored_compact_bc_10800s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,current_best_new_combined_paper_safe,10800,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_10800s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,all_new_paper_safe_cuts,10800,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_all_new_paper_safe_cuts_10800s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,plain_fixed_interval_mip,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_300s.json,false,false,benchmark_only,false,false,false,false,false,false,true,false,false,True,
low_gini_1,current_best_new_combined_paper_safe,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\adaptive_child_low_gini_1_current_best_new_combined_paper_safe_300s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,all_new_paper_safe_cuts,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\adaptive_child_low_gini_1_all_new_paper_safe_cuts_300s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,plain_fixed_interval_mip,1200,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_1200s.json,false,false,benchmark_only,false,false,false,false,false,false,true,false,false,True,
low_gini_1,current_best_new_combined_paper_safe,1200,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\adaptive_child_low_gini_1_current_best_new_combined_paper_safe_1200s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,all_new_paper_safe_cuts,1200,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\adaptive_child_low_gini_1_all_new_paper_safe_cuts_1200s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,plain_fixed_interval_mip,3600,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_3600s.json,false,false,benchmark_only,false,false,false,false,false,false,true,false,false,True,
low_gini_1,current_best_new_combined_paper_safe,3600,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\adaptive_child_low_gini_1_current_best_new_combined_paper_safe_3600s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_1,all_new_paper_safe_cuts,3600,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\adaptive_child_low_gini_1_all_new_paper_safe_cuts_3600s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
