bucket_name,variant,budget_seconds,snapshot_source,LB,gap_to_cutoff,tailored_or_plain
dominant_k4,plain_fixed_interval_mip,300,diagnostic_bound_checkpoint_only,0.045204487708,0.003948064956699998,plain
dominant_k4,plain_fixed_interval_mip_telemetry_only,300,diagnostic_bound_checkpoint_only,0.0478387892144,0.0013137634503000012,plain
dominant_k4,static_tailored_compact_bc,300,diagnostic_bound_checkpoint_only,0.048388162834,0.0007643898306999991,tailored
dominant_k4,current_best_new_combined_paper_safe,300,diagnostic_bound_checkpoint_only,0.047307918946,0.0018446337187000006,tailored
dominant_k4,bucket_integer_inventory_domain,300,diagnostic_bound_checkpoint_only,0.0476199227709,0.0015326298938,tailored
dominant_k4,bucket_required_movement,300,diagnostic_bound_checkpoint_only,0.0475991072949,0.0015534453697999967,tailored
dominant_k4,sp_h_coupled_estimator,300,diagnostic_bound_checkpoint_only,0.0472875950403,0.0018649576243999974,tailored
dominant_k4,all_new_paper_safe_cuts,300,diagnostic_bound_checkpoint_only,0.0476195147306,0.0015330379340999997,tailored
dominant_k4,plain_fixed_interval_mip,1200,diagnostic_bound_checkpoint_only,0.048035857993,0.0011166946716999956,plain
dominant_k4,plain_fixed_interval_mip_telemetry_only,1200,diagnostic_bound_checkpoint_only,0.0483429120506,0.0008096406141000004,plain
dominant_k4,static_tailored_compact_bc,1200,diagnostic_bound_checkpoint_only,0.0487233640003,0.0004291886643999973,tailored
dominant_k4,current_best_new_combined_paper_safe,1200,diagnostic_bound_checkpoint_only,0.0487233640003,0.0004291886643999973,tailored
dominant_k4,bucket_integer_inventory_domain,1200,diagnostic_bound_checkpoint_only,0.0486688844887,0.0004836681759999989,tailored
dominant_k4,bucket_required_movement,1200,diagnostic_bound_checkpoint_only,0.0487233640003,0.0004291886643999973,tailored
dominant_k4,sp_h_coupled_estimator,1200,diagnostic_bound_checkpoint_only,0.0487233640003,0.0004291886643999973,tailored
dominant_k4,all_new_paper_safe_cuts,1200,diagnostic_bound_checkpoint_only,0.0487233640003,0.0004291886643999973,tailored
dominant_k4,plain_fixed_interval_mip,3600,diagnostic_bound_checkpoint_only,0.048035857993,0.0011166946716999956,plain
dominant_k4,plain_fixed_interval_mip_telemetry_only,3600,diagnostic_bound_checkpoint_only,0.0483429120506,0.0008096406141000004,plain
dominant_k4,static_tailored_compact_bc,3600,diagnostic_bound_checkpoint_only,0.0487638722254,0.0003886804393000015,tailored
dominant_k4,current_best_new_combined_paper_safe,3600,diagnostic_bound_checkpoint_only,0.0487638722254,0.0003886804393000015,tailored
dominant_k4,bucket_integer_inventory_domain,3600,diagnostic_bound_checkpoint_only,0.0487233640003,0.0004291886643999973,tailored
dominant_k4,bucket_required_movement,3600,diagnostic_bound_checkpoint_only,0.0487638722254,0.0003886804393000015,tailored
dominant_k4,sp_h_coupled_estimator,3600,diagnostic_bound_checkpoint_only,0.0487638722254,0.0003886804393000015,tailored
dominant_k4,all_new_paper_safe_cuts,3600,diagnostic_bound_checkpoint_only,0.0487638722254,0.0003886804393000015,tailored
adaptive_child,plain_fixed_interval_mip,300,diagnostic_bound_checkpoint_only,0.044971943372,0.004180609292699998,plain
adaptive_child,current_best_new_combined_paper_safe,300,diagnostic_bound_checkpoint_only,0.048388162834,0.0007643898306999991,tailored
adaptive_child,all_new_paper_safe_cuts,300,diagnostic_bound_checkpoint_only,0.048388162834,0.0007643898306999991,tailored
adaptive_child,plain_fixed_interval_mip,1200,diagnostic_bound_checkpoint_only,0.04719744437,0.0019551082946999976,plain
adaptive_child,current_best_new_combined_paper_safe,1200,diagnostic_bound_checkpoint_only,0.048388162834,0.0007643898306999991,tailored
adaptive_child,all_new_paper_safe_cuts,1200,diagnostic_bound_checkpoint_only,0.0487233640003,0.0004291886643999973,tailored
adaptive_child,plain_fixed_interval_mip,3600,diagnostic_bound_checkpoint_only,0.048147514854,0.0010050378107000005,plain
adaptive_child,current_best_new_combined_paper_safe,3600,diagnostic_bound_checkpoint_only,0.0487233640003,0.0004291886643999973,tailored
adaptive_child,all_new_paper_safe_cuts,3600,diagnostic_bound_checkpoint_only,0.0487233640003,0.0004291886643999973,tailored
dominant_k4,plain_fixed_interval_mip,10800,diagnostic_bound_checkpoint_only,0.048310474908,0.0008420777566999979,plain
dominant_k4,plain_fixed_interval_mip_telemetry_only,10800,diagnostic_bound_checkpoint_only,0.0484679856754,0.0006845669893000006,plain
dominant_k4,static_tailored_compact_bc,10800,diagnostic_bound_checkpoint_only,0.049002141816,0.00015041084869999582,tailored
dominant_k4,current_best_new_combined_paper_safe,10800,diagnostic_bound_checkpoint_only,0.0488918805666,0.00026067209809999686,tailored
dominant_k4,all_new_paper_safe_cuts,10800,diagnostic_bound_checkpoint_only,0.0487820084447,0.0003705442199999978,tailored
