file,method,instance_name,finalization_source,lower_bound,best_valid_lb_seen,gap,best_valid_gap_seen,audit_passed,failures
results\gf_tailored_bc_lp_pattern_strengthening_round\raw\adaptive_child_low_gini_1_all_new_paper_safe_cuts_1200s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.0487233640003,0.0487233640003,0.00873176755158,0.00873176755158,True,
results\gf_tailored_bc_lp_pattern_strengthening_round\raw\adaptive_child_low_gini_1_all_new_paper_safe_cuts_300s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.048388162834,0.048388162834,0.0155513760578,0.0155513760578,True,
results\gf_tailored_bc_lp_pattern_strengthening_round\raw\adaptive_child_low_gini_1_all_new_paper_safe_cuts_3600s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.0487233640003,0.0487233640003,0.00873176755155,0.00873176755155,True,
results\gf_tailored_bc_lp_pattern_strengthening_round\raw\adaptive_child_low_gini_1_current_best_new_combined_paper_safe_1200s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.048388162834,0.048388162834,0.0155513760571,0.0155513760571,True,
results\gf_tailored_bc_lp_pattern_strengthening_round\raw\adaptive_child_low_gini_1_current_best_new_combined_paper_safe_300s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.048388162834,0.048388162834,0.0155513760571,0.0155513760571,True,
results\gf_tailored_bc_lp_pattern_strengthening_round\raw\adaptive_child_low_gini_1_current_best_new_combined_paper_safe_3600s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.0487233640003,0.0487233640003,0.00873176755078,0.00873176755078,True,
results\gf_tailored_bc_lp_pattern_strengthening_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_1200s.json,interval-cutoff-oracle,moderate_seed3301.txt,solver_final_json,0.04719744437,0.04719744437,0.0397763328395,0.0397763328395,True,
results\gf_tailored_bc_lp_pattern_strengthening_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,moderate_seed3301.txt,solver_final_json,0.044971943372,0.044971943372,0.0850537574563,0.0850537574563,True,
results\gf_tailored_bc_lp_pattern_strengthening_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_3600s.json,interval-cutoff-oracle,moderate_seed3301.txt,solver_final_json,0.048147514854,0.048147514854,0.0204473166949,0.0204473166949,True,
results\gf_tailored_bc_lp_pattern_strengthening_round\raw\dominant_k4_low_gini_1_all_new_paper_safe_cuts_10800s.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_time_limit_with_valid_best_bound,0.0487820084447,0.0487820084447,0.00753865668949,0.00753865668949,True,
