budget_seconds,plain_no_callback_LB,plain_telemetry_LB,LB_delta_telemetry_minus_plain,plain_no_callback_runtime,plain_telemetry_runtime,telemetry_only_callback_changes_behavior_materially,paper_certificate_role
10800,0.048310474908,0.0484679856754,0.0001575107673999973,10801.4454149,10813.5080741,True,benchmark_diagnostic_only
