snapshot_source,snapshot_scope,paper_certificate_role,bucket_name,leaf,variant,budget_seconds,time_seconds,best_bound,node_count,S,P,H,G,G_variable,objective_estimator_value,true_reconstructed_objective,W_SP,S_times_P,SP_McCormick_slack,objective_estimator_slack,bucket_S_L,bucket_S_U,gamma_L,gamma_U,r_min,r_max,top20_r_i,top20_Y_i,top20_e_i,top_fractional_z,top_fractional_p,top_fractional_d
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,plain_fixed_interval_mip,300,300.1176299,0.045204487708,3926,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,plain_fixed_interval_mip_telemetry_only,300,300.0699628,0.0478387892144,11873,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,static_tailored_compact_bc,300,300.1078796,0.048388162834,13492,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,current_best_new_combined_paper_safe,300,300.073296,0.047307918946,11053,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,bucket_integer_inventory_domain,300,300.0674195,0.0476199227709,8305,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,bucket_required_movement,300,330.1145936,0.0475991072949,10947,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,sp_h_coupled_estimator,300,330.0802766,0.0472875950403,10948,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,all_new_paper_safe_cuts,300,300.0879159,0.0476195147306,11125,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,plain_fixed_interval_mip,1200,1200.1269062,0.048035857993,28417,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,plain_fixed_interval_mip_telemetry_only,1200,1200.282521,0.0483429120506,68514,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
