snapshot_source,snapshot_scope,paper_certificate_role,bucket_name,leaf,variant,budget_seconds,time_seconds,best_bound,node_count,S,P,H,G,G_variable,objective_estimator_value,true_reconstructed_objective,W_SP,S_times_P,SP_McCormick_slack,objective_estimator_slack,bucket_S_L,bucket_S_U,gamma_L,gamma_U,r_min,r_max,top20_r_i,top20_Y_i,top20_e_i,top_fractional_z,top_fractional_p,top_fractional_d
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,static_tailored_compact_bc,1200,1200.3370381,0.0487233640003,37765,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,current_best_new_combined_paper_safe,1200,1200.2695924,0.0487233640003,38172,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,bucket_integer_inventory_domain,1200,1200.2873281,0.0486688844887,25600,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,bucket_required_movement,1200,1200.3379475,0.0487233640003,39452,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,sp_h_coupled_estimator,1200,1200.3151382,0.0487233640003,38336,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,all_new_paper_safe_cuts,1200,1200.3579189,0.0487233640003,38539,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,plain_fixed_interval_mip,3600,3600.1510223,0.048035857993,141660,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,plain_fixed_interval_mip_telemetry_only,3600,3600.9449019,0.0483429120506,207526,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,static_tailored_compact_bc,3600,3601.0283189,0.0487638722254,123622,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,current_best_new_combined_paper_safe,3600,3600.9524385,0.0487638722254,158669,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,bucket_integer_inventory_domain,3600,3600.8521203,0.0487233640003,92740,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,bucket_required_movement,3600,3601.0145496,0.0487638722254,122385,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,sp_h_coupled_estimator,3600,3600.9988379,0.0487638722254,160143,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,dominant_k4,low_gini_1,all_new_paper_safe_cuts,3600,3601.0324258,0.0487638722254,122106,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,16.59546103547,23.272821182835,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,adaptive_child,low_gini_1,plain_fixed_interval_mip,300,300.1273499,0.044971943372,3071,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,18.26480107231125,19.9341411091525,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,adaptive_child,low_gini_1,current_best_new_combined_paper_safe,300,330.1225931,0.048388162834,14668,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,18.26480107231125,19.9341411091525,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,adaptive_child,low_gini_1,all_new_paper_safe_cuts,300,330.0677765,0.048388162834,12333,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,18.26480107231125,19.9341411091525,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,adaptive_child,low_gini_1,plain_fixed_interval_mip,1200,1200.117706,0.04719744437,9776,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,18.26480107231125,19.9341411091525,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
nearest_relaxation_callback_unavailable_bound_checkpoint_only,nearest_relaxation_callback_unavailable_bound_checkpoint_only,diagnostic_only,adaptive_child,low_gini_1,current_best_new_combined_paper_safe,1200,1200.2542953,0.048388162834,33379,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,18.26480107231125,19.9341411091525,0.0122881381662,0.0245762763324,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback
