row_type,path,proof_status,paper_safe,diagnostic_contamination,audit_passed,failures
built_in_transfer_validity_test,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\validity_transfer-cutset-validity-test.json,paper_safe_guard,True,False,True,
