leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,model_sha256,in_memory_model_reused,integer_domain_restored,basis_reuse_status,native_log
L0,LP,"INFEASIBLE",0,3584.94,0.0439999,0.111457,0,695,0,0.0104068,19cfb46e519f31f5629b0c2ca0ff94f6fb6d22904f4312c191d87e749157be84,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_tight_T_M2_Q20_seed2085634706__c6_simple_start__3600s\external\native_logs\L0_lp.gurobi.log"
L1,LP,"OPTIMAL",0,3584.83,0.0580001,0.174635,0,1233,0,0.0110547,1acb770bfbf909817aa8e47ac9df759a3bbe6442dd45fb12f067407d94d9eece,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_tight_T_M2_Q20_seed2085634706__c6_simple_start__3600s\external\native_logs\L1_lp.gurobi.log"
L2,LP,"OPTIMAL",0,3584.71,0.0469999,0.129601,0,911,0,0.0117978,8e0579e4e1ec759cb7e6b883b45b7e32da9a26878f9c5b4b6548237faf0dc265,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_tight_T_M2_Q20_seed2085634706__c6_simple_start__3600s\external\native_logs\L2_lp.gurobi.log"
L1,NEXT_LEAF_TARGET_MIP,"INTERRUPTED",0,3584.64,9.541,17.9686,910,121479,0,0.0342988,1acb770bfbf909817aa8e47ac9df759a3bbe6442dd45fb12f067407d94d9eece,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_tight_T_M2_Q20_seed2085634706__c6_simple_start__3600s\external\native_logs\L1_c6_1_next_leaf_target_mip.gurobi.log"
L3,LP,"INFEASIBLE",0,3575.04,0.049,0.14567,0,1100,0,0.0342988,8638f2caee97e1bb5a648197a38c40bcc7b5fd12bcc548f384f96c2c9542a1dd,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_tight_T_M2_Q20_seed2085634706__c6_simple_start__3600s\external\native_logs\L3_lp.gurobi.log"
L1.0,LP,"OPTIMAL",0,3574.92,0.053,0.165695,0,1162,0,0.0342988,76daaca28851bfae16f9c1c57f684cb2cfc62386ccc844924e56614fa6d14588,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_tight_T_M2_Q20_seed2085634706__c6_simple_start__3600s\external\native_logs\L1.0_lp.gurobi.log"
L1.1,LP,"OPTIMAL",0,3574.81,0.049,0.150242,0,1096,0,0.0342988,78ba8dfd91eca2843939d46c1a431d73456b3e5d10172eb4791c48ebf7e233a2,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_tight_T_M2_Q20_seed2085634706__c6_simple_start__3600s\external\native_logs\L1.1_lp.gurobi.log"
L1,MIP,"OPTIMAL",0,3574.74,10.556,21.9228,2595,323832,0,0.0345159,1acb770bfbf909817aa8e47ac9df759a3bbe6442dd45fb12f067407d94d9eece,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_tight_T_M2_Q20_seed2085634706__c6_simple_start__3600s\external\native_logs\L1_terminal_mip.gurobi.log"
L2.0,LP,"OPTIMAL",0,3564.13,0.0450001,0.1302,0,924,0,0.0345159,5af6aee49962ead93eca4d2538a01706dd9f30ff6ae83c99a0f1e4c4084cda22,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_tight_T_M2_Q20_seed2085634706__c6_simple_start__3600s\external\native_logs\L2.0_lp.gurobi.log"
L2.1,LP,"OPTIMAL",0,3564.01,0.033,0.10165,0,652,0,0.0345159,6af79c611acf7c32acc237676316203f47818d7117a63f5c9a27ae37d5779e1d,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_tight_T_M2_Q20_seed2085634706__c6_simple_start__3600s\external\native_logs\L2.1_lp.gurobi.log"
L2,MIP,"OPTIMAL",0,3563.96,2.385,3.46043,375,20716,0,0.0345159,8e0579e4e1ec759cb7e6b883b45b7e32da9a26878f9c5b4b6548237faf0dc265,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_c6_documentation_hga_round34\runs\v10__round33_v10_tight_T_M2_Q20_seed2085634706__c6_simple_start__3600s\external\native_logs\L2_terminal_mip.gurobi.log"
