"instance","variant","method","status","objective","lower_bound","upper_bound","gap","runtime_seconds","wall_time_seconds","verifier_passed","certified_original_problem","incumbent_best_source","incumbent_best_objective","route_pool_columns_raw","route_pool_columns_after_dominance","route_pool_incumbent_found","route_pool_incumbent_objective","vehicle_indexed_operation_relaxation_enabled","vehicle_indexed_y_variables","vehicle_indexed_pickup_variables","vehicle_indexed_drop_variables","vehicle_indexed_linking_constraints","vehicle_indexed_balance_constraints","vehicle_indexed_operation_budget_constraints","vehicle_transfer_flow_variables","vehicle_transfer_depot_unload_variables","vehicle_transfer_flow_balance_constraints","vehicle_transfer_mask_linking_constraints","vehicle_transfer_pairs_zero_cap","vehicle_transfer_pairs_capacity_limited","route_mask_operation_budget_cuts_added","route_mask_operation_budget_tightened_masks","adaptive_split_enabled","adaptive_split_intervals_created","adaptive_split_lb_improvements","focused_intensification_passes","focused_intensification_split_triggered","focused_intensification_operation_budget_enabled","focused_intensification_lb_before","focused_intensification_lb_after","focused_intensification_lb_improvements","focus_interval_id","focus_interval_range","focus_interval_lb_before","focus_interval_lb_after","focus_interval_closed","focus_interval_certificate_scope","unresolved_intervals","invalid_bound_intervals","open_nodes","frontier_min_interval_lower_bound","frontier_lower_bound_source","bound_time_seconds","route_mask_time_seconds","master_time_seconds","pricing_time_seconds","cuts_added","nodes","columns","progress_log","result_file","log_file","notes"
"ablation_v12_m1_average_focus_interval_only","ablation_v12_m1_average_focus_interval_only","gcap-frontier","gcap_frontier_not_closed","0.368581603155","0.188729194434","0.368581603155","0.487958181257","49.2772945","49.2772945","True","False","BPC-owned portfolio","0.368581603155","8","4","True","0.368581603155","True","12","12","12","48","2","1","132","12","24","144","0","45","1","4095","True","0","0","0","False","True","","","0","0","[0,0.184291]","0.00515451203429","0.368581603155","True","diagnostic_interval_only","1","0","0","0.188729194434","cheap_projection_bound","29.1383566","29.1383566","0","0","0","53214359","1047090","results\optimization_update_round8\raw\progress_v12_m1_average_focus_interval_only.csv","E:\codes\ExactEBRP\results\optimization_update_round8\raw\ablation_v12_m1_average_focus_interval_only.json","","parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, frontier_adaptive_split=true, frontier_adaptive_max_depth=3, frontier_adaptive_min_width=0.000100, frontier_adaptive_split_factor=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, vehicle_indexed_operation_relaxation=true, vehicle_indexed_relaxation_audit=false, vehicle_indexed_transfer_flow=true, support_duration_pruning=true, route_mask_support_duration_pruning=true, route_mask_operation_budget_cuts=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=4, frontier_column_cache=false"
"ablation_v12_m1_average_improved_full","ablation_v12_m1_average_improved_full","gcap-frontier","gcap_frontier_not_closed","0.368581603155","0.276436202366","0.368581603155","0.25","70.2110535","70.2110535","True","False","BPC-owned portfolio","0.368581603155","8","4","True","0.368581603155","True","24","24","24","96","4","2","264","24","48","288","0","90","2","8190","True","2","1","0","False","True","","","0","-1","","0","0","False","","2","0","2","0.276436202366","gamma_floor","50.0752701","50.0752701","0","0","0","53238857","1047680","results\optimization_update_round8\raw\progress_v12_m1_average_improved_full.csv","E:\codes\ExactEBRP\results\optimization_update_round8\raw\ablation_v12_m1_average_improved_full.json","","parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, frontier_adaptive_split=true, frontier_adaptive_max_depth=3, frontier_adaptive_min_width=0.000100, frontier_adaptive_split_factor=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, vehicle_indexed_operation_relaxation=true, vehicle_indexed_relaxation_audit=false, vehicle_indexed_transfer_flow=true, support_duration_pruning=true, route_mask_support_duration_pruning=true, route_mask_operation_budget_cuts=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=4, frontier_column_cache=false"
"ablation_v12_m1_average_improved_full_300s","ablation_v12_m1_average_improved_full_300s","gcap-frontier","gcap_frontier_not_closed","0.368581603155","0.284563809518","0.368581603155","0.227948961416","305.5334976","305.5334976","True","False","BPC-owned portfolio","0.368581603155","2184","600","True","0.368581603155","True","60","60","60","240","10","5","528","48","96","576","0","180","5","20475","True","4","3","0","False","True","","","0","-1","","0","0","False","","2","0","2","0.284563809518","gamma_floor","105.6311529","105.6311529","62.7109711","116.9929949","0","52940058","1045966","results\optimization_update_round8\raw\progress_v12_m1_average_improved_full_300s.csv","E:\codes\ExactEBRP\results\optimization_update_round8\raw\ablation_v12_m1_average_improved_full_300s.json","","parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, frontier_adaptive_split=true, frontier_adaptive_max_depth=3, frontier_adaptive_min_width=0.000100, frontier_adaptive_split_factor=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, vehicle_indexed_operation_relaxation=true, vehicle_indexed_relaxation_audit=false, vehicle_indexed_transfer_flow=true, support_duration_pruning=true, route_mask_support_duration_pruning=true, route_mask_operation_budget_cuts=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=4, frontier_column_cache=false"
"ablation_v12_m1_average_round7_baseline","ablation_v12_m1_average_round7_baseline","gcap-frontier","gcap_frontier_not_closed","0.368581603155","0.276436202366","0.368581603155","0.25","70.3012218","70.3012218","True","False","BPC-owned portfolio","0.368581603155","8","5","True","0.368581603155","False","0","0","0","0","0","0","0","0","0","0","0","0","2","8190","True","2","1","0","False","True","","","0","-1","","0","0","False","","2","0","2","0.276436202366","gamma_floor","50.1652055","50.1652055","0","0","0","52518125","1035825","results\optimization_update_round8\raw\progress_v12_m1_average_round7_baseline.csv","E:\codes\ExactEBRP\results\optimization_update_round8\raw\ablation_v12_m1_average_round7_baseline.json","","parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, frontier_adaptive_split=true, frontier_adaptive_max_depth=3, frontier_adaptive_min_width=0.000100, frontier_adaptive_split_factor=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, vehicle_indexed_operation_relaxation=false, vehicle_indexed_relaxation_audit=false, vehicle_indexed_transfer_flow=false, support_duration_pruning=true, route_mask_support_duration_pruning=true, route_mask_operation_budget_cuts=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=4, frontier_column_cache=false"
"ablation_v12_m1_average_vehicle_indexed_ops_only","ablation_v12_m1_average_vehicle_indexed_ops_only","gcap-frontier","gcap_frontier_not_closed","0.368581603155","0.276436202366","0.368581603155","0.25","70.1212759","70.1212759","True","False","BPC-owned portfolio","0.368581603155","8","4","True","0.368581603155","True","24","24","24","96","4","2","0","0","0","0","0","0","2","8190","True","2","1","0","False","True","","","0","-1","","0","0","False","","2","0","2","0.276436202366","gamma_floor","49.9683296","49.9683296","0","0","0","53344501","1048378","results\optimization_update_round8\raw\progress_v12_m1_average_vehicle_indexed_ops_only.csv","E:\codes\ExactEBRP\results\optimization_update_round8\raw\ablation_v12_m1_average_vehicle_indexed_ops_only.json","","parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, frontier_adaptive_split=true, frontier_adaptive_max_depth=3, frontier_adaptive_min_width=0.000100, frontier_adaptive_split_factor=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, vehicle_indexed_operation_relaxation=true, vehicle_indexed_relaxation_audit=false, vehicle_indexed_transfer_flow=false, support_duration_pruning=true, route_mask_support_duration_pruning=true, route_mask_operation_budget_cuts=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=4, frontier_column_cache=false"
"ablation_v12_m1_average_vehicle_transfer_flow_only","ablation_v12_m1_average_vehicle_transfer_flow_only","gcap-frontier","gcap_frontier_not_closed","0.368581603155","0.276436202366","0.368581603155","0.25","70.2979973","70.2979973","True","False","BPC-owned portfolio","0.368581603155","8","4","True","0.368581603155","True","24","24","24","96","4","2","264","24","48","288","0","90","2","8190","True","2","1","0","False","True","","","0","-1","","0","0","False","","2","0","2","0.276436202366","gamma_floor","50.1670718","50.1670718","0","0","0","52876231","1040356","results\optimization_update_round8\raw\progress_v12_m1_average_vehicle_transfer_flow_only.csv","E:\codes\ExactEBRP\results\optimization_update_round8\raw\ablation_v12_m1_average_vehicle_transfer_flow_only.json","","parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, frontier_adaptive_split=true, frontier_adaptive_max_depth=3, frontier_adaptive_min_width=0.000100, frontier_adaptive_split_factor=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, vehicle_indexed_operation_relaxation=true, vehicle_indexed_relaxation_audit=false, vehicle_indexed_transfer_flow=true, support_duration_pruning=true, route_mask_support_duration_pruning=true, route_mask_operation_budget_cuts=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=4, frontier_column_cache=false"
"ablation_v12_m2_average_focus_interval_only","ablation_v12_m2_average_focus_interval_only","gcap-frontier","gcap_frontier_not_closed","0.745474506024","0.403808527679","0.745474506024","0.458320137824","41.4036132","41.4036132","True","False","BPC-owned portfolio","0.745474506024","17","9","True","0.745474506024","True","24","24","24","84","4","2","264","24","48","288","0","70","2","8190","True","0","0","0","False","True","","","0","0","[0,0.372737]","0.0655870045173","0.745474506024","True","diagnostic_interval_only","1","0","0","0.403808527679","cheap_projection_bound","21.20791","21.20791","0","0","0","61462272","1888180","results\optimization_update_round8\raw\progress_v12_m2_average_focus_interval_only.csv","E:\codes\ExactEBRP\results\optimization_update_round8\raw\ablation_v12_m2_average_focus_interval_only.json","","parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, frontier_adaptive_split=true, frontier_adaptive_max_depth=3, frontier_adaptive_min_width=0.000100, frontier_adaptive_split_factor=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, vehicle_indexed_operation_relaxation=true, vehicle_indexed_relaxation_audit=false, vehicle_indexed_transfer_flow=true, support_duration_pruning=true, route_mask_support_duration_pruning=true, route_mask_operation_budget_cuts=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=4, frontier_column_cache=false"
"ablation_v12_m2_average_improved_full","ablation_v12_m2_average_improved_full","gcap-frontier","gcap_frontier_not_closed","0.745474506024","0.58507401067","0.745474506024","0.215165634851","63.4162282","63.4162282","True","False","BPC-owned portfolio","0.745474506024","17","9","True","0.745474506024","True","48","48","48","168","8","4","264","24","48","288","0","70","4","16380","True","0","0","0","False","True","","","0","-1","","0","0","False","","1","0","0","0.58507401067","inventory_route_gini_relaxation","43.2228536","43.2228536","0","0","0","62538149","1903308","results\optimization_update_round8\raw\progress_v12_m2_average_improved_full.csv","E:\codes\ExactEBRP\results\optimization_update_round8\raw\ablation_v12_m2_average_improved_full.json","","parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, frontier_adaptive_split=true, frontier_adaptive_max_depth=3, frontier_adaptive_min_width=0.000100, frontier_adaptive_split_factor=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, vehicle_indexed_operation_relaxation=true, vehicle_indexed_relaxation_audit=false, vehicle_indexed_transfer_flow=true, support_duration_pruning=true, route_mask_support_duration_pruning=true, route_mask_operation_budget_cuts=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=4, frontier_column_cache=false"
"ablation_v12_m2_average_improved_full_1200s","ablation_v12_m2_average_improved_full_1200s","gcap-frontier","gcap_frontier_not_closed","0.719065249476","0.689651961258","0.719065249476","0.0409048945689","1119.9377119","1119.9377119","True","False","BPC-owned portfolio","0.745474506024","13347","1341","True","0.719065249476","True","216","216","216","756","36","18","2112","192","384","2304","0","560","18","73710","True","6","6","1","False","True","0.689652","0.689652","0","-1","","0","0","False","","1","0","10","0.689651961258","inventory_route_gini_relaxation","178.1981771","157.5358937","402.2875408","507.7271629","3","91128881","2421941","results\optimization_update_round8\raw\progress_v12_m2_average_improved_full_1200s.csv","E:\codes\ExactEBRP\results\optimization_update_round8\raw\ablation_v12_m2_average_improved_full_1200s.json","","parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=6.000000, frontier_focused_max_passes=2, frontier_adaptive_split=true, frontier_adaptive_max_depth=3, frontier_adaptive_min_width=0.000100, frontier_adaptive_split_factor=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, vehicle_indexed_operation_relaxation=true, vehicle_indexed_relaxation_audit=false, vehicle_indexed_transfer_flow=true, support_duration_pruning=true, route_mask_support_duration_pruning=true, route_mask_operation_budget_cuts=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=4, frontier_column_cache=false"
"ablation_v12_m2_average_improved_full_300s","ablation_v12_m2_average_improved_full_300s","gcap-frontier","gcap_frontier_not_closed","0.719065249476","0.689651961258","0.719065249476","0.0409048945689","295.7118626","295.7118626","True","False","BPC-owned portfolio","0.745474506024","5774","1020","True","0.719065249476","True","216","216","216","756","36","18","1848","168","336","2016","0","490","18","73710","True","6","6","1","False","True","0.689652","0.689652","0","-1","","0","0","False","","1","0","1","0.689651961258","inventory_route_gini_relaxation","172.3809449","152.7124618","42.2055188","79.7025746","0","61539464","1891675","results\optimization_update_round8\raw\progress_v12_m2_average_improved_full_300s.csv","E:\codes\ExactEBRP\results\optimization_update_round8\raw\ablation_v12_m2_average_improved_full_300s.json","","parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, frontier_adaptive_split=true, frontier_adaptive_max_depth=3, frontier_adaptive_min_width=0.000100, frontier_adaptive_split_factor=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, vehicle_indexed_operation_relaxation=true, vehicle_indexed_relaxation_audit=false, vehicle_indexed_transfer_flow=true, support_duration_pruning=true, route_mask_support_duration_pruning=true, route_mask_operation_budget_cuts=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=4, frontier_column_cache=false"
