"instance","variant","method","status","objective","lower_bound","upper_bound","gap","runtime_seconds","wall_time_seconds","verifier_passed","certified_original_problem","incumbent_best_source","incumbent_best_objective","route_pool_columns_raw","route_pool_columns_after_dominance","route_pool_incumbent_found","route_pool_incumbent_objective","vehicle_indexed_operation_relaxation_enabled","vehicle_indexed_y_variables","vehicle_indexed_pickup_variables","vehicle_indexed_drop_variables","vehicle_indexed_linking_constraints","vehicle_indexed_balance_constraints","vehicle_indexed_operation_budget_constraints","vehicle_transfer_flow_variables","vehicle_transfer_depot_unload_variables","vehicle_transfer_flow_balance_constraints","vehicle_transfer_mask_linking_constraints","vehicle_transfer_pairs_zero_cap","vehicle_transfer_pairs_capacity_limited","route_mask_operation_budget_cuts_added","route_mask_operation_budget_tightened_masks","adaptive_split_enabled","adaptive_split_intervals_created","adaptive_split_lb_improvements","focused_intensification_passes","focused_intensification_split_triggered","focused_intensification_operation_budget_enabled","focused_intensification_lb_before","focused_intensification_lb_after","focused_intensification_lb_improvements","focus_interval_id","focus_interval_range","focus_interval_lb_before","focus_interval_lb_after","focus_interval_closed","focus_interval_certificate_scope","unresolved_intervals","invalid_bound_intervals","open_nodes","frontier_min_interval_lower_bound","frontier_lower_bound_source","bound_time_seconds","route_mask_time_seconds","master_time_seconds","pricing_time_seconds","cuts_added","nodes","columns","progress_log","result_file","log_file","notes"
"ablation_v12_m2_average_round7_baseline","ablation_v12_m2_average_round7_baseline","gcap-frontier","gcap_frontier_not_closed","0.745474506024","0.585987841514","0.745474506024","0.213939797031","62.6261875","62.6261875","True","False","BPC-owned portfolio","0.745474506024","17","9","True","0.745474506024","False","0","0","0","0","0","0","0","0","0","0","0","0","4","16380","True","0","0","0","False","True","","","0","-1","","0","0","False","","1","0","0","0.585987841514","inventory_route_gini_relaxation","42.4507907","42.4507907","0","0","0","62038411","1895461","results\optimization_update_round8\raw\progress_v12_m2_average_round7_baseline.csv","E:\codes\ExactEBRP\results\optimization_update_round8\raw\ablation_v12_m2_average_round7_baseline.json","","parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, frontier_adaptive_split=true, frontier_adaptive_max_depth=3, frontier_adaptive_min_width=0.000100, frontier_adaptive_split_factor=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, vehicle_indexed_operation_relaxation=false, vehicle_indexed_relaxation_audit=false, vehicle_indexed_transfer_flow=false, support_duration_pruning=true, route_mask_support_duration_pruning=true, route_mask_operation_budget_cuts=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=4, frontier_column_cache=false"
"ablation_v12_m2_average_vehicle_indexed_ops_only","ablation_v12_m2_average_vehicle_indexed_ops_only","gcap-frontier","gcap_frontier_not_closed","0.745474506024","0.585987841514","0.745474506024","0.213939797031","61.7086714","61.7086714","True","False","BPC-owned portfolio","0.745474506024","17","9","True","0.745474506024","True","48","48","48","168","8","4","0","0","0","0","0","0","4","16380","True","0","0","0","False","True","","","0","-1","","0","0","False","","1","0","0","0.585987841514","inventory_route_gini_relaxation","41.5113909","41.5113909","0","0","0","62790859","1907623","results\optimization_update_round8\raw\progress_v12_m2_average_vehicle_indexed_ops_only.csv","E:\codes\ExactEBRP\results\optimization_update_round8\raw\ablation_v12_m2_average_vehicle_indexed_ops_only.json","","parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, frontier_adaptive_split=true, frontier_adaptive_max_depth=3, frontier_adaptive_min_width=0.000100, frontier_adaptive_split_factor=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, vehicle_indexed_operation_relaxation=true, vehicle_indexed_relaxation_audit=false, vehicle_indexed_transfer_flow=false, support_duration_pruning=true, route_mask_support_duration_pruning=true, route_mask_operation_budget_cuts=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=4, frontier_column_cache=false"
"ablation_v12_m2_average_vehicle_transfer_flow_only","ablation_v12_m2_average_vehicle_transfer_flow_only","gcap-frontier","gcap_frontier_not_closed","0.745474506024","0.58507401067","0.745474506024","0.215165634851","63.4930906","63.4930906","True","False","BPC-owned portfolio","0.745474506024","17","9","True","0.745474506024","True","48","48","48","168","8","4","264","24","48","288","0","70","4","16380","True","0","0","0","False","True","","","0","-1","","0","0","False","","1","0","0","0.58507401067","inventory_route_gini_relaxation","43.3173894","43.3173894","0","0","0","63515555","1919556","results\optimization_update_round8\raw\progress_v12_m2_average_vehicle_transfer_flow_only.csv","E:\codes\ExactEBRP\results\optimization_update_round8\raw\ablation_v12_m2_average_vehicle_transfer_flow_only.json","","parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, frontier_adaptive_split=true, frontier_adaptive_max_depth=3, frontier_adaptive_min_width=0.000100, frontier_adaptive_split_factor=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, vehicle_indexed_operation_relaxation=true, vehicle_indexed_relaxation_audit=false, vehicle_indexed_transfer_flow=true, support_duration_pruning=true, route_mask_support_duration_pruning=true, route_mask_operation_budget_cuts=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=4, frontier_column_cache=false"
"generated_regen_V10_M1_average_improved_full_60s","generated_regen_V10_M1_average_improved_full_60s","gcap-frontier","gcap_frontier_not_closed","0.718440682126","0.689582781094","0.718440682126","0.0401674094327","56.8673996","56.8673996","True","False","BPC-owned local","0.718440682126","2033","369","True","0.718440682126","True","90","90","90","360","18","9","810","90","180","900","0","108","9","9207","True","6","6","1","False","True","0.689583","0.689583","0","-1","","0","0","False","","2","0","4","0.689582781094","inventory_route_gini_relaxation","8.574557","7.1807385","2.7346157","33.4288824","0","19967385","675487","results\optimization_update_round8\raw\progress_generated_regen_V10_M1_average_improved_full_60s.csv","E:\codes\ExactEBRP\results\optimization_update_round8\raw\generated_regen_V10_M1_average_improved_full_60s.json","","parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, frontier_adaptive_split=true, frontier_adaptive_max_depth=3, frontier_adaptive_min_width=0.000100, frontier_adaptive_split_factor=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, vehicle_indexed_operation_relaxation=true, vehicle_indexed_relaxation_audit=false, vehicle_indexed_transfer_flow=true, support_duration_pruning=true, route_mask_support_duration_pruning=true, route_mask_operation_budget_cuts=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=4, frontier_column_cache=false"
"generated_regen_V10_M2_average_improved_full_60s","generated_regen_V10_M2_average_improved_full_60s","gcap-frontier","optimal","0.0601270957314","0.0601270957314","0.0601270957314","0","23.211454","23.211454","True","True","compact tailored seed","0.0601270957314","17","7","True","0.0601270957314","True","80","80","80","280","16","8","720","80","160","800","0","0","8","1944","True","0","0","0","False","True","","","0","-1","","0","0","False","","0","0","0","0.0601270957314","incumbent_cutoff","3.1011863","3.1011863","0","0","0","68904671","2250675","results\optimization_update_round8\raw\progress_generated_regen_V10_M2_average_improved_full_60s.csv","E:\codes\ExactEBRP\results\optimization_update_round8\raw\generated_regen_V10_M2_average_improved_full_60s.json","logs\optimization_update_round8\generated_regen_V10_M2_average_improved_full_60s.log","parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=5.000000, frontier_focused_max_passes=2, frontier_adaptive_split=true, frontier_adaptive_max_depth=3, frontier_adaptive_min_width=0.000100, frontier_adaptive_split_factor=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, vehicle_indexed_operation_relaxation=true, vehicle_indexed_relaxation_audit=false, vehicle_indexed_transfer_flow=true, support_duration_pruning=true, route_mask_support_duration_pruning=true, route_mask_operation_budget_cuts=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=4, frontier_column_cache=false"
"generated_regen_V10_M2_low_improved_full_60s","generated_regen_V10_M2_low_improved_full_60s","gcap-frontier","optimal","0.163171713361","0.163171713361","0.163171713361","0","23.5421313","23.5421313","True","True","compact tailored seed","0.163171713361","17","7","True","0.163171713361","True","80","80","80","280","16","8","720","80","160","800","0","0","8","640","True","0","0","0","False","True","","","0","-1","","0","0","False","","0","0","0","0.163171713361","incumbent_cutoff","3.4387348","3.4387348","0","0","0","65608842","1918385","results\optimization_update_round8\raw\progress_generated_regen_V10_M2_low_improved_full_60s.csv","E:\codes\ExactEBRP\results\optimization_update_round8\raw\generated_regen_V10_M2_low_improved_full_60s.json","logs\optimization_update_round8\generated_regen_V10_M2_low_improved_full_60s.log","parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=5.000000, frontier_focused_max_passes=2, frontier_adaptive_split=true, frontier_adaptive_max_depth=3, frontier_adaptive_min_width=0.000100, frontier_adaptive_split_factor=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, vehicle_indexed_operation_relaxation=true, vehicle_indexed_relaxation_audit=false, vehicle_indexed_transfer_flow=true, support_duration_pruning=true, route_mask_support_duration_pruning=true, route_mask_operation_budget_cuts=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=4, frontier_column_cache=false"
"generated_regen_V8_M2_average_improved_full_60s","generated_regen_V8_M2_average_improved_full_60s","gcap-frontier","gcap_frontier_not_closed","0.0838928997927","0.08319861214","0.0838928997927","0.00827588096832","58.0971271","58.0971271","True","False","compact tailored seed","0.0838928997927","9293","676","True","0.0838928997927","True","144","144","144","504","36","18","1008","144","288","1152","0","0","18","1044","True","6","5","1","False","True","0.083199","0.083199","0","-1","","0","0","False","","1","0","26","0.08319861214","inventory_route_gini_relaxation","5.3026678","4.7690323","13.108354","32.6929316","113","35197552","1739260","results\optimization_update_round8\raw\progress_generated_regen_V8_M2_average_improved_full_60s.csv","E:\codes\ExactEBRP\results\optimization_update_round8\raw\generated_regen_V8_M2_average_improved_full_60s.json","","parsed Hybrid GA text format; distances rebuilt from points at speed factor 1.5 | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=4.000000, frontier_focused_max_passes=2, frontier_adaptive_split=true, frontier_adaptive_max_depth=3, frontier_adaptive_min_width=0.000100, frontier_adaptive_split_factor=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, vehicle_indexed_operation_relaxation=true, vehicle_indexed_relaxation_audit=false, vehicle_indexed_transfer_flow=true, support_duration_pruning=true, route_mask_support_duration_pruning=true, route_mask_operation_budget_cuts=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=4, frontier_column_cache=false"
"smoke_adaptive-frontier-split-test","smoke_adaptive-frontier-split-test","adaptive-frontier-split-test","diagnostic_complete","0.49","0","0.49","0","2.32E-05","2.32E-05","True","False","","0","0","0","False","0","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","True","2","0","0","False","False","","","0","-1","","0","0","False","","0","0","0","0","","0","0","0","0","0","0","0","","E:\codes\ExactEBRP\results\optimization_update_round8\raw\smoke_adaptive-frontier-split-test.json","","adaptive_split_child parent=0, child=0, range=[0.000000,0.250000], inherited_parent_lb=0 | adaptive_split_child parent=0, child=1, range=[0.250000,0.500000], inherited_parent_lb=0 | adaptive_split_coverage=exact"
"smoke_branching","smoke_branching","branching","branching_diagnostic_complete","0.49","0.49","0.49","0","5.55E-05","5.55E-05","True","False","","0","0","0","False","0","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","0","0","0","False","False","","","0","-1","","0","0","False","","0","0","0","0","","0","0","0","0","0","6","2","","E:\codes\ExactEBRP\results\optimization_update_round8\raw\smoke_branching.json","","parsed Hybrid GA text format; distances read from serialized matrix | Ryan-Foster diagnostic builds feasible pair columns and selects a fractional co-route station pair. | diagnostic triple=(1,2,3), z=0.5 on columns {1,2} and {1,3}"
"smoke_cg","smoke_cg","cg","cg_not_closed","0","0","0","0","0.0741594","0.0741594","True","False","","0","0","0","False","0","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","0","0","0","False","False","","","0","-1","","0","0","False","","0","0","0","0","","0","0","0","0","0","0","0","","E:\codes\ExactEBRP\results\optimization_update_round8\raw\smoke_cg.json","","parsed Hybrid GA text format; distances read from serialized matrix | Column-generation diagnostic solves a simple required-pair coverage LP, extracts CPLEX duals, and calls exact route-load pricing. | iteration 0 LP status=infeasible, objective=0, columns=2"
"smoke_cuts","smoke_cuts","cuts","cuts_diagnostic_complete","0.49","0.49","0.49","0","6.32E-05","6.32E-05","True","False","","0","0","0","False","0","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","0","0","0","False","False","","","0","-1","","0","0","False","","0","0","0","0","","0","0","0","0","1","4","3","","E:\codes\ExactEBRP\results\optimization_update_round8\raw\smoke_cuts.json","","parsed Hybrid GA text format; distances read from serialized matrix | 3-subset-row cut diagnostic builds a feasible fractional pair-column triangle with z=0.5 on each pair. | diagnostic triple=(1,2,3), fractional z=0.5 on pair columns, generated_columns=3"
"smoke_dominance-test","smoke_dominance-test","dominance-test","diagnostic_complete","0.49","0","0.49","0","0","0","True","False","","0","0","0","False","0","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","0","0","0","False","False","","","0","-1","","0","0","False","","0","0","0","0","","0","0","0","0","0","0","0","","E:\codes\ExactEBRP\results\optimization_update_round8\raw\smoke_dominance-test.json","","dominance diagnostic: exact duplicate input columns removed=1, existing projection removals=1, filtered_new_columns=1"
"smoke_gcap-cg","smoke_gcap-cg","gcap-cg","gcap_cg_root_complete","0.49","0.250000001","0.250000001","0","0.2168517","0.2168517","True","False","","0","0","0","False","0","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","0","0","0","False","False","","","0","-1","","0","0","False","","0","0","0","0","","0","0","0","0","0","8152","2","","E:\codes\ExactEBRP\results\optimization_update_round8\raw\smoke_gcap-cg.json","","parsed Hybrid GA text format; distances read from serialized matrix | Fixed-Gini-cap EBRP column-generation diagnostic solves the continuous root master with inventory, ratios, satisfaction penalty, pairwise Gini numerator rows, and H <= V*gamma*S. | no --gini-cap supplied; using empty-solution gamma=0.25 from initial G=0.25"
"smoke_gcap-frontier","smoke_gcap-frontier","gcap-frontier","optimal","0","0","0","0","0.0887424","0.0887424","True","True","BPC-owned greedy","0","8","1","True","0","True","0","0","0","0","0","0","0","0","0","0","0","0","0","0","True","0","0","0","False","True","","","0","-1","","0","0","False","","0","0","0","0","","0","0","0","0","0","27454","5366","results\optimization_update_round8\raw\progress_smoke_gcap-frontier.csv","E:\codes\ExactEBRP\results\optimization_update_round8\raw\smoke_gcap-frontier.json","","parsed Hybrid GA text format; distances read from serialized matrix | Gamma-frontier diagnostic covers Gini intervals with fixed-Gini interval branch-price trees. It reports optimal only if every relevant interval is closed or bound-fathomed and the aggregated lower bound reaches the incumbent. Each interval also uses the valid trivial bound objective>=G>=interval_floor and a final-inventory pickup/route/Gini relaxation bound when it solves. | Optimization flags: column_dominance=true, column_dominance_mode=exact, projection_bound=true, penalty_domain_tightening=true, movement_domain_tightening=true, movement_bound_audit=false, frontier_best_bound_scheduling=true, frontier_relaxation_cache=true, frontier_focused_min_lb_retry=true, frontier_focused_intensification=true, frontier_focused_reserve_fraction=0.250000, frontier_focused_relax_seconds=5.000000, frontier_focused_max_passes=2, frontier_adaptive_split=true, frontier_adaptive_max_depth=3, frontier_adaptive_min_width=0.000100, frontier_adaptive_split_factor=2, route_pool_incumbent=true, route_pool_max_columns_per_vehicle=5000, pickup_drop_compat_flow=true, pickup_drop_transfer_cap_flow=true, vehicle_indexed_operation_relaxation=true, vehicle_indexed_relaxation_audit=false, vehicle_indexed_transfer_flow=true, support_duration_pruning=true, route_mask_support_duration_pruning=true, route_mask_operation_budget_cuts=true, support_duration_min_pickup_rule=ceil_half_support, support_duration_max_subset_size=5, support_feasibility_oracle=false, gcap_pricing_columns=1, frontier_column_cache=false"
"smoke_gcap-tree","smoke_gcap-tree","gcap-tree","gcap_tree_complete","0","0.250000001","0.250000001","0","1.7741036","1.7741036","True","False","","0","0","0","False","0","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","0","0","0","False","False","","","0","-1","","0","0","False","","0","0","0","0","","0","0","1.7673416","0.0038627","0","9","241","","E:\codes\ExactEBRP\results\optimization_update_round8\raw\smoke_gcap-tree.json","","parsed Hybrid GA text format; distances read from serialized matrix | Fixed-Gini-cap branch-price tree diagnostic runs an open-node Ryan-Foster tree with exact pricing at each solved node. Reported lower bound is for the fixed-cap surrogate gamma+lambda*P. | no --gini-cap supplied; using empty-solution gamma=0.25 from initial G=0.25"
"smoke_incumbent-import-test","smoke_incumbent-import-test","incumbent-import-test","diagnostic_complete","0.49","0","0.49","0","1.74E-05","1.74E-05","True","False","","0","0","0","False","0","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","0","0","0","False","False","","","0","-1","","0","0","False","","0","0","0","0","","0","0","0","0","0","0","0","","E:\codes\ExactEBRP\results\optimization_update_round8\raw\smoke_incumbent-import-test.json","","malformed incumbent rejection verified"
"smoke_master","smoke_master","master","restricted_master_complete","0.341176470588","0.341176470588","0.341176470588","0","4.43E-05","4.43E-05","True","False","","0","0","0","False","0","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","0","0","0","False","False","","","0","-1","","0","0","False","","0","0","0","0","","0","0","0","0","0","14","14","","E:\codes\ExactEBRP\results\optimization_update_round8\raw\smoke_master.json","","parsed Hybrid GA text format; distances read from serialized matrix | Restricted master diagnostic solves the exact integer set-packing master over all feasible one-stop pickup columns. | vehicle 0 one_stop_pickup_columns=14"
