vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,33,40,8,0,0,8,463.6806276436435,480.0,10
0,2,33,40,44,7,0,8,15,162.82325693838968,420.0,11
0,3,40,44,38,0,6,15,9,181.53663244538185,360.0,12
0,4,44,38,46,0,4,9,5,317.3606634125878,240.0,8
0,5,38,46,45,0,4,5,1,914.6863250080706,240.0,8
0,6,46,45,37,9,0,1,10,165.90346725734778,540.0,13
0,7,45,37,32,9,0,10,19,185.52000226621203,540.0,13
0,8,37,32,34,0,7,19,12,1107.9191559205058,420.0,12
0,9,32,34,29,0,7,12,5,320.815553622617,420.0,13
0,10,34,29,25,7,0,5,12,813.6663064603781,420.0,10
0,11,29,25,0,6,0,12,18,152.3221425415899,360.0,8
1,1,0,8,2,8,0,0,8,599.3499763875083,480.0,11
1,2,8,2,30,8,0,8,16,256.88544264020436,480.0,11
1,3,2,30,42,0,5,16,11,1097.8210608179297,300.0,11
1,4,30,42,36,0,5,11,6,440.08518407963146,300.0,9
1,5,42,36,28,6,0,6,12,222.75618400325956,360.0,8
1,6,36,28,23,0,5,12,7,435.11111329203663,300.0,12
1,7,28,23,27,8,0,7,15,224.1456395596781,480.0,13
1,8,23,27,21,0,7,15,8,161.10864866226817,420.0,13
1,9,27,21,26,7,0,8,15,804.5493037905003,420.0,8
1,10,21,26,17,0,5,15,10,236.34860774803965,300.0,9
1,11,26,17,20,8,0,10,18,379.516217223741,480.0,11
1,12,17,20,0,0,4,18,14,210.19011452462436,240.0,9
2,1,0,18,12,7,0,0,7,193.07087049963334,420.0,10
2,2,18,12,9,7,0,7,14,483.75379911753106,420.0,10
2,3,12,9,7,0,4,14,10,368.57902831230825,240.0,9
2,4,9,7,5,8,0,10,18,137.15479809438298,480.0,9
2,5,7,5,6,0,4,18,14,306.67403957586845,240.0,11
2,6,5,6,4,0,5,14,9,115.30161435534215,300.0,10
2,7,6,4,3,0,5,9,4,255.8730617170327,300.0,10
2,8,4,3,1,8,0,4,12,113.9771994392709,480.0,10
2,9,3,1,13,0,5,12,7,223.9160488844201,300.0,11
2,10,1,13,19,0,5,7,2,579.7975493760771,300.0,9
2,11,13,19,14,8,0,2,10,701.841028808988,480.0,11
2,12,19,14,10,7,0,10,17,230.0330202431742,420.0,9
2,13,14,10,15,0,4,17,13,335.2805922103555,240.0,11
2,14,10,15,0,7,0,13,20,229.17083422744363,420.0,10
3,1,0,22,16,7,0,0,7,423.85885579576643,420.0,9
3,2,22,16,11,7,0,7,14,313.80380980995125,420.0,9
3,3,16,11,31,6,0,14,20,194.27870376442021,360.0,9
3,4,11,31,49,0,5,20,15,749.4224769211338,300.0,9
3,5,31,49,43,0,5,15,10,395.0937291267588,300.0,10
3,6,49,43,50,0,7,10,3,249.52726493025503,420.0,15
3,7,43,50,39,9,0,3,12,757.3137618800141,540.0,11
3,8,50,39,35,0,5,12,7,322.47066339252933,300.0,9
3,9,39,35,47,0,5,7,2,513.3645094036051,300.0,8
3,10,35,47,48,9,0,2,11,399.27048496037725,540.0,11
3,11,47,48,41,0,6,11,5,106.29344126308457,360.0,11
3,12,48,41,24,6,0,5,11,129.50829151656123,360.0,9
3,13,41,24,0,0,3,11,8,698.1212195643566,180.0,8
