anchor_cell_index,anchor_lower,anchor_upper,active,active_lower,active_upper,truncated_by_proof_range,U_proof_launch,U_anchor_launch,proof_range_lower,proof_range_upper,normalization_source
0,0,0.97999999999999998,1,0,0.97999999999999998,0,1.5423858798368388,1.5423858798368388,0,0.97999999999999998,"proof"
