"time_seconds","source","objective","G","P","improvement_over_previous","verifier_passed","route_count","served_station_count","total_pickup","total_drop","depot_unload","incumbent_hash","exported_incumbent_path","paper_reproducible","contributes_lower_bound","accepted"
"0.0007366","other","0.789342396801","0.493359056471","1.97322226887","0.218880813051","true","2","5","48","20","28","0dad76f142d5141c","","true","false","true"
"6.7588735","local_redecode_repair","0.718504070755","0.489741389799","1.5250845397","0.0708383260463","true","2","6","46","46","0","b9a9085f6f0dafdc","","true","false","true"
