time_seconds,source,objective,G,P,improvement_over_previous,verifier_passed,route_count,served_station_count,total_pickup,total_drop,depot_unload,incumbent_hash,exported_incumbent_path,paper_reproducible,contributes_lower_bound,accepted
14.7840998,native_hga_tgbc_initial,1.74931345205,0.55290775659,7.97603796974,0,true,3,9,72,72,0,standalone_primal_heuristic,results\exact_primal_stress_round\incumbents\high_imbalance_seed3202_hga_incumbent.json,true,false,true
