time_seconds,source,objective,G,P,improvement_over_previous,verifier_passed,route_count,served_station_count,total_pickup,total_drop,depot_unload,incumbent_hash,exported_incumbent_path,paper_reproducible,contributes_lower_bound,accepted
5.8408498,native_hga_tgbc_initial,0.617830412041,0.289573108594,2.18838202298,0,true,3,7,41,24,17,standalone_primal_heuristic,results\exact_primal_stress_round\incumbents\tight_T_seed3101_hga_incumbent.json,true,false,true
