time_seconds,source,objective,G,P,improvement_over_previous,verifier_passed,route_count,served_station_count,total_pickup,total_drop,depot_unload,incumbent_hash,exported_incumbent_path,paper_reproducible,contributes_lower_bound,accepted
20.0055323,native_hga_tgbc_initial,0.196836224675,0.0763315290514,0.803364637493,0,true,3,19,68,68,0,standalone_primal_heuristic,results\exact_primal_stress_round\incumbents\moderate_seed3302_hga_incumbent.json,true,false,true
