time_seconds,source,objective,G,P,improvement_over_previous,verifier_passed,route_count,served_station_count,total_pickup,total_drop,depot_unload,incumbent_hash,exported_incumbent_path,paper_reproducible,contributes_lower_bound,accepted
10.2089891,native_hga_tgbc_initial,1.57552584458,0.334477399518,8.27365630039,2.44261072982,true,3,8,46,41,5,cd63b7800396e93b,,true,false,true
