phase_index,leaf_id,target_kind,current_bound,target_bound,other_open_min_bound,verified_cutoff,status,native_status,native_bound,target_reached,exact_closure,requeued,solver_runtime,work,nodes,event_source
1,L2,next_leaf,2.09124,2.23834,2.23834,2.50117,target_reached_requeue,"INTERRUPTED",2.28726,1,0,1,0.0970001,0.147497,1,"c6_next_strict_frontier_bound_reached_requeue"
1,L3,next_leaf,2.23834,2.28726,2.28726,2.50117,exact_closure,"INFEASIBLE",1e+100,0,1,0,0.0339999,0.0463657,0,"c6_next_strict_frontier_bound_reached_requeue"
