duplicate_row_group_id,file,instance_name,row_certificate_source_class,row_quality_rank,selected_for_summary,duplicate_row_resolution_reason,command_hash,comparable_setting_hash
fa0f0e2ff8a05f3a,results\gf_compact_bc_effectiveness_round3\raw\cplex_high_imbalance_seed3201_1200s.json,high_imbalance_seed3201.txt,benchmark_only,9,True,selected best audited comparable row,16b689c08b4533cf,fa0f0e2ff8a05f3a
1329852d11d13050,results\gf_compact_bc_effectiveness_round3\raw\cplex_high_imbalance_seed3201_300s.json,high_imbalance_seed3201.txt,benchmark_only,9,True,selected best audited comparable row,48f5b313f17c3e9c,1329852d11d13050
d50dc4b319720bc6,results\gf_compact_bc_effectiveness_round3\raw\cplex_high_imbalance_seed3202_300s.json,high_imbalance_seed3202.txt,benchmark_only,9,True,selected best audited comparable row,040a51b5a81249f4,d50dc4b319720bc6
c9e857546b368bbe,results\gf_compact_bc_effectiveness_round3\raw\cplex_moderate_seed3301_1200s.json,moderate_seed3301.txt,benchmark_only,9,True,selected best audited comparable row,a97ec3b327a80231,c9e857546b368bbe
55ec8b36ebb86dbf,results\gf_compact_bc_effectiveness_round3\raw\cplex_moderate_seed3301_300s.json,moderate_seed3301.txt,benchmark_only,9,True,selected best audited comparable row,8303a7cdde9b862d,55ec8b36ebb86dbf
35f2b504dbc79090,results\gf_compact_bc_effectiveness_round3\raw\cplex_moderate_seed3302_300s.json,moderate_seed3302.txt,benchmark_only,9,True,selected best audited comparable row,a306265271858eee,35f2b504dbc79090
766096f07382e713,results\gf_compact_bc_effectiveness_round3\raw\cplex_tight_T_seed3101_300s.json,tight_T_seed3101.txt,benchmark_only,9,True,selected best audited comparable row,2897cdcc427d626c,766096f07382e713
3a93b5c2cf697ed8,results\gf_compact_bc_effectiveness_round3\raw\cplex_tight_T_seed3102_300s.json,tight_T_seed3102.txt,benchmark_only,9,True,selected best audited comparable row,a4e841ba22212d81,3a93b5c2cf697ed8
cb10ea31c298a90a,results\gf_compact_bc_effectiveness_round3\raw\cplex_V100_M5_high_imbalance_300s.json,V100_M5_high_imbalance_seed6201.txt,benchmark_only,9,True,selected best audited comparable row,98adb486ae634f9b,cb10ea31c298a90a
58da9a131dea546b,results\gf_compact_bc_effectiveness_round3\raw\cplex_V100_M5_moderate_300s.json,V100_M5_moderate_seed6101.txt,benchmark_only,9,True,selected best audited comparable row,1f80a8e58f260b4b,58da9a131dea546b
c4b24afe9b2810ca,results\gf_compact_bc_effectiveness_round3\raw\cplex_V12_M1_300s.json,regen_candidate_V12_M1_average.txt,benchmark_only,9,True,selected best audited comparable row,cfef548d5e0e6d85,c4b24afe9b2810ca
4eb6a908bb48be6f,results\gf_compact_bc_effectiveness_round3\raw\cplex_V12_M2_300s.json,regen_candidate_V12_M2_average.txt,benchmark_only,9,True,selected best audited comparable row,119af8c4562f56cb,4eb6a908bb48be6f
aed35ba09893ba3d,results\gf_compact_bc_effectiveness_round3\raw\cplex_V50_M3_high_imbalance_300s.json,V50_M3_high_imbalance_seed5201.txt,benchmark_only,9,True,selected best audited comparable row,2c34187373399d5b,aed35ba09893ba3d
5a40314926544069,results\gf_compact_bc_effectiveness_round3\raw\cplex_V50_M3_moderate_300s.json,V50_M3_moderate_seed5101.txt,benchmark_only,9,True,selected best audited comparable row,59b6c96f0ea8728a,5a40314926544069
cbf4bc3c608f34b0,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\high_imbalance_seed3201_hard_tailored_60s.json,high_imbalance_seed3201.txt,compact_bc_leaf_diagnostic,9,True,selected best audited comparable row,2149cf702c78b3fa,cbf4bc3c608f34b0
cbf4bc3c608f34b0,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\high_imbalance_seed3201_hard_plain_60s.json,high_imbalance_seed3201.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,c40bc0fc7a929a7e,cbf4bc3c608f34b0
5ee7fb4e055259e7,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_hard_low_gini_tailored_20s.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,True,selected best audited comparable row,cb76479320efa74c,5ee7fb4e055259e7
5ee7fb4e055259e7,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_hard_low_gini_plain_20s.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,ad509fa9b9fbc5fa,5ee7fb4e055259e7
e7536dedb9c90ada,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_300s_auto_oracle\interval_3.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,True,selected best audited comparable row,8dfea37b7a06405f,e7536dedb9c90ada
e7536dedb9c90ada,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_10.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,27ac8c421fe0c1ff,e7536dedb9c90ada
e7536dedb9c90ada,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_11.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,66555a816fdad502,e7536dedb9c90ada
e7536dedb9c90ada,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_3.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,2a42ff30a92e1cc2,e7536dedb9c90ada
e7536dedb9c90ada,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_7.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,6cfacfc875c46745,e7536dedb9c90ada
e7536dedb9c90ada,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_300s_auto_oracle\interval_2.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,38f9eded2105b6ac,e7536dedb9c90ada
e7536dedb9c90ada,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_2.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,85e5c8c64e464967,e7536dedb9c90ada
e7536dedb9c90ada,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_low_gini_1_plain_300s.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,00da70cf43e6a453,e7536dedb9c90ada
e7536dedb9c90ada,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_low_gini_1_tailored_300s.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,b6f7667e8d4fb2d3,e7536dedb9c90ada
e7536dedb9c90ada,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_1.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,21540999b8be5c03,e7536dedb9c90ada
513603f326bde0f4,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_low_gini_2_plain_60s.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,True,selected best audited comparable row,34e293ef74addb4e,513603f326bde0f4
513603f326bde0f4,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_low_gini_2_tailored_60s.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,ea5c2205fdf3a08c,513603f326bde0f4
513603f326bde0f4,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_low_gini_1_plain_60s.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,0ac523e12abae919,513603f326bde0f4
513603f326bde0f4,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_low_gini_1_tailored_60s.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,391acd9f69709a37,513603f326bde0f4
07fe3a0599743d6e,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\tight_T_seed3102_hard_tailored_300s.json,tight_T_seed3102.txt,compact_bc_leaf_diagnostic,9,True,selected best audited comparable row,cbd98fd86a2520b0,07fe3a0599743d6e
07fe3a0599743d6e,results\gf_compact_bc_effectiveness_round3\raw\exact_tight_T_seed3102_300s_auto_oracle\interval_1.json,tight_T_seed3102.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,07596477f100a75f,07fe3a0599743d6e
07fe3a0599743d6e,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\tight_T_seed3102_hard_plain_300s.json,tight_T_seed3102.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,3eaf2829ca180100,07fe3a0599743d6e
6a2cb20192a905cd,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\tight_T_seed3102_hard_tailored_60s.json,tight_T_seed3102.txt,compact_bc_leaf_diagnostic,9,True,selected best audited comparable row,168f4c5ffbf84e6e,6a2cb20192a905cd
6a2cb20192a905cd,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\tight_T_seed3102_hard_plain_60s.json,tight_T_seed3102.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,c94920d4d33d1a29,6a2cb20192a905cd
11c50badce334678,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\v12_m1_easy_tailored_20s.json,regen_candidate_V12_M1_average.txt,compact_bc_leaf_diagnostic,9,True,selected best audited comparable row,0726847da7a1fea0,11c50badce334678
11c50badce334678,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\v12_m1_easy_plain_20s.json,regen_candidate_V12_M1_average.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,715f2f27d2ecbc6a,11c50badce334678
3b13054433964b04,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\v12_m1_easy_plain_60s.json,regen_candidate_V12_M1_average.txt,compact_bc_leaf_diagnostic,9,True,selected best audited comparable row,ed3d0b138e12442d,3b13054433964b04
3b13054433964b04,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\v12_m1_easy_tailored_60s.json,regen_candidate_V12_M1_average.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,f74c3b3c89e5d6cf,3b13054433964b04
6d03ddc4c600a07a,results\gf_compact_bc_effectiveness_round3\raw\exact_high_imbalance_seed3201_300s.json,high_imbalance_seed3201.txt,mixed_noncertified,5,True,selected best audited comparable row,3a1f9c8a0359b22c,6d03ddc4c600a07a
0c078a15728ef8a0,results\gf_compact_bc_effectiveness_round3\raw\exact_high_imbalance_seed3201_300s_auto_oracle\interval_7.json,high_imbalance_seed3201.txt,compact_bc_leaf_diagnostic,9,True,selected best audited comparable row,6ac556f78e393d90,0c078a15728ef8a0
0c078a15728ef8a0,results\gf_compact_bc_effectiveness_round3\raw\exact_high_imbalance_seed3201_300s_auto_oracle\interval_6.json,high_imbalance_seed3201.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,ab5707e1e5f1c09c,0c078a15728ef8a0
f7a6f3e23244a719,results\gf_compact_bc_effectiveness_round3\raw\exact_high_imbalance_seed3202_1200s_static.json,high_imbalance_seed3202.txt,relaxation_only_certified,2,True,selected best audited comparable row,1294efbd38ab8d80,f7a6f3e23244a719
aee2779731ce337b,results\gf_compact_bc_effectiveness_round3\raw\exact_high_imbalance_seed3202_300s.json,high_imbalance_seed3202.txt,mixed_noncertified,5,True,selected best audited comparable row,d87a7b589b97e711,aee2779731ce337b
e0706cdcbcdd8750,results\gf_compact_bc_effectiveness_round3\raw\exact_high_imbalance_seed3202_300s_auto_oracle\interval_9.json,high_imbalance_seed3202.txt,compact_bc_leaf_diagnostic,9,True,selected best audited comparable row,d3f3ee2a7d9af350,e0706cdcbcdd8750
df9299579683dc81,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300.json,moderate_seed3301.txt,mixed_noncertified,5,True,selected best audited comparable row,ee2d3dac77ad0584,df9299579683dc81
df9299579683dc81,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s.json,moderate_seed3301.txt,wrapper_checkpoint_only,5,False,not selected; lower quality duplicate or diagnostic/benchmark row,d757202ed32a0937,df9299579683dc81
736d651d9667f4ab,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_11.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,True,selected best audited comparable row,a47d0eae74ae3e0a,736d651d9667f4ab
736d651d9667f4ab,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_16.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,ae87753cd05d3ad0,736d651d9667f4ab
736d651d9667f4ab,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_17.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,c52712372824601a,736d651d9667f4ab
736d651d9667f4ab,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_18.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,b6e9e266f1b2abc3,736d651d9667f4ab
736d651d9667f4ab,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_19.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,260a1f01b6aff3e9,736d651d9667f4ab
736d651d9667f4ab,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_3.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,c51f2c5368a675a8,736d651d9667f4ab
736d651d9667f4ab,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_7.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,5c510651adc1c81c,736d651d9667f4ab
736d651d9667f4ab,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_2.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,148746de09a266ed,736d651d9667f4ab
736d651d9667f4ab,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_1.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,b4f5f671580f9da4,736d651d9667f4ab
087f6643c690dcd6,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_300s_static30.json,moderate_seed3301.txt,mixed_noncertified,5,True,selected best audited comparable row,41f408c41262319c,087f6643c690dcd6
087f6643c690dcd6,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_300s.json,moderate_seed3301.txt,wrapper_checkpoint_only,5,False,not selected; lower quality duplicate or diagnostic/benchmark row,dc912d26c5103d19,087f6643c690dcd6
8bdda5d4d6613299,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3302_300s.json,moderate_seed3302.txt,wrapper_checkpoint_only,5,True,selected best audited comparable row,0c0a9e1e95426c45,8bdda5d4d6613299
3617e974d9fbdce0,results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3302_300s_auto_oracle\interval_1.json,moderate_seed3302.txt,compact_bc_leaf_diagnostic,9,True,selected best audited comparable row,7ac76e860e085363,3617e974d9fbdce0
a5c67ec20dd9c22f,results\gf_compact_bc_effectiveness_round3\raw\exact_tight_T_seed3101_300s.json,tight_T_seed3101.txt,relaxation_only_certified,2,True,selected best audited comparable row,82ba6a115c61ebfc,a5c67ec20dd9c22f
19d4a132a2f1901c,results\gf_compact_bc_effectiveness_round3\raw\exact_tight_T_seed3102_300s.json,tight_T_seed3102.txt,wrapper_checkpoint_only,5,True,selected best audited comparable row,2132ade0cb60e86e,19d4a132a2f1901c
d3d9c9854e6b88b4,results\gf_compact_bc_effectiveness_round3\raw\exact_V100_M5_high_imbalance_300s.json,V100_M5_high_imbalance_seed6201.txt,wrapper_checkpoint_only,5,True,selected best audited comparable row,a490fee9c3ae51df,d3d9c9854e6b88b4
a5daf4a8313023a2,results\gf_compact_bc_effectiveness_round3\raw\exact_V100_M5_moderate_300s.json,V100_M5_moderate_seed6101.txt,wrapper_checkpoint_only,5,True,selected best audited comparable row,e5201ece4c9fb151,a5daf4a8313023a2
6ecdeb6b0ba8a8c3,results\gf_compact_bc_effectiveness_round3\raw\exact_V12_M1_300s.json,regen_candidate_V12_M1_average.txt,mixed_certified,2,True,selected best audited comparable row,8b9f6458f5328d7f,6ecdeb6b0ba8a8c3
4372de3760037f81,results\gf_compact_bc_effectiveness_round3\raw\exact_V12_M1_300s_auto_oracle\interval_12.json,regen_candidate_V12_M1_average.txt,compact_bc_leaf_diagnostic,9,True,selected best audited comparable row,744688a876928241,4372de3760037f81
4372de3760037f81,results\gf_compact_bc_effectiveness_round3\raw\exact_V12_M1_300s_auto_oracle\interval_13.json,regen_candidate_V12_M1_average.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,d68eb6272fb1744b,4372de3760037f81
4372de3760037f81,results\gf_compact_bc_effectiveness_round3\raw\exact_V12_M1_300s_auto_oracle\interval_14.json,regen_candidate_V12_M1_average.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,b8c9645d4077ea6c,4372de3760037f81
4372de3760037f81,results\gf_compact_bc_effectiveness_round3\raw\exact_V12_M1_300s_auto_oracle\interval_16.json,regen_candidate_V12_M1_average.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,88d120f4532bfd7d,4372de3760037f81
4372de3760037f81,results\gf_compact_bc_effectiveness_round3\raw\exact_V12_M1_300s_auto_oracle\interval_17.json,regen_candidate_V12_M1_average.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,4ea67456a085301f,4372de3760037f81
e699e5d97675f6c0,results\gf_compact_bc_effectiveness_round3\raw\exact_V12_M2_300s_static.json,regen_candidate_V12_M2_average.txt,relaxation_only_certified,2,True,selected best audited comparable row,895b0294cf647ff3,e699e5d97675f6c0
e699e5d97675f6c0,results\gf_compact_bc_effectiveness_round3\raw\exact_V12_M2_300s.json,regen_candidate_V12_M2_average.txt,wrapper_checkpoint_only,5,False,not selected; lower quality duplicate or diagnostic/benchmark row,90c52270fdb63fc4,e699e5d97675f6c0
a519113cb4500aa1,results\gf_compact_bc_effectiveness_round3\raw\exact_V50_M3_high_imbalance_300s.json,V50_M3_high_imbalance_seed5201.txt,model_size_limit,5,True,selected best audited comparable row,5d2f24d640403d59,a519113cb4500aa1
01cd59b943abb62c,results\gf_compact_bc_effectiveness_round3\raw\exact_V50_M3_moderate_300s.json,V50_M3_moderate_seed5101.txt,model_size_limit,5,True,selected best audited comparable row,94e11ecb2ba8f575,01cd59b943abb62c
