file,method,algorithm_preset,status,thread_fairness_class,time_budget_seconds,progress_log,compact_bc_enabled_families_effective,compact_bc_diagnostic_force_leaf_solve,compact_bc_low_gini_aggressive_diagnostic,audit_passed,failures
results\gf_compact_bc_effectiveness_round3\raw\cplex_high_imbalance_seed3201_1200s.json,cplex,custom,not_certified,one_thread_fair,1200,,,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\cplex_high_imbalance_seed3201_300s.json,cplex,custom,not_certified,one_thread_fair,300,,,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\cplex_high_imbalance_seed3202_300s.json,cplex,custom,not_certified,one_thread_fair,300,,,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\cplex_moderate_seed3301_1200s.json,cplex,custom,not_certified,one_thread_fair,1200,,,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\cplex_moderate_seed3301_300s.json,cplex,custom,not_certified,one_thread_fair,300,,,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\cplex_moderate_seed3302_300s.json,cplex,custom,not_certified,one_thread_fair,300,,,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\cplex_tight_T_seed3101_300s.json,cplex,custom,not_certified,one_thread_fair,300,,,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\cplex_tight_T_seed3102_300s.json,cplex,custom,not_certified,one_thread_fair,300,,,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\cplex_V100_M5_high_imbalance_300s.json,cplex,custom,not_certified,one_thread_fair,300,,,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\cplex_V100_M5_moderate_300s.json,cplex,custom,not_certified,one_thread_fair,300,,,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\cplex_V12_M1_300s.json,cplex,custom,optimal,one_thread_fair,300,,,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\cplex_V12_M2_300s.json,cplex,custom,not_certified,one_thread_fair,300,,,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\cplex_V50_M3_high_imbalance_300s.json,cplex,custom,not_certified,one_thread_fair,300,,,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\cplex_V50_M3_moderate_300s.json,cplex,custom,not_certified,one_thread_fair,300,,,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\high_imbalance_seed3201_hard_plain_60s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,one_thread_fair,60,,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\high_imbalance_seed3201_hard_tailored_60s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,one_thread_fair,60,,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_hard_low_gini_plain_20s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,one_thread_fair,20,,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_hard_low_gini_tailored_20s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,one_thread_fair,20,,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_low_gini_1_plain_300s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,one_thread_fair,300,,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_low_gini_1_plain_60s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,one_thread_fair,60,,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_low_gini_1_tailored_300s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,one_thread_fair,300,,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_low_gini_1_tailored_60s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,one_thread_fair,60,,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_low_gini_2_plain_60s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,one_thread_fair,60,,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_low_gini_2_tailored_60s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,one_thread_fair,60,,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\tight_T_seed3102_hard_plain_300s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,one_thread_fair,300,,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\tight_T_seed3102_hard_plain_60s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,one_thread_fair,60,,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\tight_T_seed3102_hard_tailored_300s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,one_thread_fair,300,,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\tight_T_seed3102_hard_tailored_60s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,one_thread_fair,60,,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\v12_m1_easy_plain_20s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,one_thread_fair,20,,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\v12_m1_easy_plain_60s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,one_thread_fair,60,,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\v12_m1_easy_tailored_20s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,one_thread_fair,20,,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\v12_m1_easy_tailored_60s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,one_thread_fair,60,,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\exact_high_imbalance_seed3201_300s.json,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,one_thread_fair,300,results\gf_compact_bc_timeprofile_round\progress_traces\exact_high_imbalance_seed3201_300s.progress.csv,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\exact_high_imbalance_seed3201_300s_auto_oracle\interval_6.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,one_thread_fair,300,,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\exact_high_imbalance_seed3201_300s_auto_oracle\interval_7.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,one_thread_fair,300,,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\exact_high_imbalance_seed3202_1200s_static.json,gcap-frontier,paper-gf-compact-bc,optimal,one_thread_fair,1200,results\gf_compact_bc_timeprofile_round\progress_traces\exact_high_imbalance_seed3202_1200s_static.progress.csv,,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\exact_high_imbalance_seed3202_300s.json,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,one_thread_fair,300,results\gf_compact_bc_timeprofile_round\progress_traces\exact_high_imbalance_seed3202_300s.progress.csv,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\exact_high_imbalance_seed3202_300s_auto_oracle\interval_9.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,one_thread_fair,300,,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s.json,gcap-frontier,paper-gf-compact-bc,interrupted_noncertified,one_thread_fair,1200,results\gf_compact_bc_timeprofile_round\progress_traces\exact_moderate_seed3301_1200s.progress.csv,,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300.json,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,one_thread_fair,1200,results\gf_compact_bc_timeprofile_round\progress_traces\exact_moderate_seed3301_1200s_static300.progress.csv,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_1.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,one_thread_fair,1200,,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_11.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,one_thread_fair,1200,,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_16.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,one_thread_fair,1200,,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,False,False,True,
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_17.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,one_thread_fair,1200,,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,False,False,True,
