leaf_label,variant,file,time_budget_seconds,gamma_L,gamma_U,status,LB,UB,gap,gap_to_cutoff,runtime_seconds,nodes,root_LP_bound,root_bound_before_cuts,root_bound_after_static_cuts,root_bound_after_dynamic_cuts,root_bound_after_cuts,final_MIP_bound,cut_counts,domain_tightening,compact_bc_low_gini_strengthening,compact_bc_denominator_bound_mode,compact_bc_objective_estimator_mode,thread_fairness_class,diagnostic_only
high_imbalance_seed3201_hard,plain,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\high_imbalance_seed3201_hard_plain_60s.json,60,0.475,0.59375,interval_unresolved_timeout,2.1372240288,2.44340319194,0.125308489467,0.30617915314,60.1085647,2899,,,,,2.1372240288,2.1372240288,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0;dynamic_root_total=0,penalty_domains=1;movement_reachability=0;domain_width_before=685;domain_width_after=668,off,basic,single,one_thread_fair,True
high_imbalance_seed3201_hard,tailored,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\high_imbalance_seed3201_hard_tailored_60s.json,60,0.475,0.59375,interval_unresolved_timeout,2.3155068261,2.44340319194,0.0523435371869,0.12789635584,60.4133612,3335,,,,,2.3155068261,2.3155068261,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=448;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=1;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,penalty_domains=1;movement_reachability=12;domain_width_before=685;domain_width_after=536,safe,tight,adaptive,one_thread_fair,True
moderate_seed3301_hard_low_gini,plain,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_hard_low_gini_plain_20s.json,20,0.0122881381662,0.0245762763324,interval_unresolved_timeout,0.043497604232,0.0491525526647,0.115048926783,0.0056549384327,20.1120006,1062,,,,,0.043497604232,0.043497604232,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0;dynamic_root_total=0,penalty_domains=10;movement_reachability=0;domain_width_before=684;domain_width_after=574,,,,one_thread_fair,True
moderate_seed3301_hard_low_gini,tailored,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_hard_low_gini_tailored_20s.json,20,0.0122881381662,0.0245762763324,interval_unresolved_timeout,0.044390657922,0.0491525526647,0.0968799072387,0.0047618847427,20.4247497,1154,,,,,0.044390657922,0.044390657922,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,penalty_domains=10;movement_reachability=5;domain_width_before=684;domain_width_after=557,,,,one_thread_fair,True
moderate_seed3301_low_gini_1,plain,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_low_gini_1_plain_300s.json,300,0.0122881381662,0.0245762763324,interval_unresolved_timeout,0.045576864488,0.0491525526647,0.0727467442249,0.0035756781767,300.1132815,4597,,,,,0.045576864488,0.045576864488,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0;dynamic_root_total=0,penalty_domains=10;movement_reachability=0;domain_width_before=684;domain_width_after=574,off,basic,single,one_thread_fair,True
moderate_seed3301_low_gini_1,plain,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_low_gini_1_plain_60s.json,60,0.0122881381662,0.0245762763324,interval_unresolved_timeout,0.044912876975,0.0491525526647,0.0862554528678,0.0042396656897,60.1152608,1968,,,,,0.044912876975,0.044912876975,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0;dynamic_root_total=0,penalty_domains=10;movement_reachability=0;domain_width_before=684;domain_width_after=574,off,basic,single,one_thread_fair,True
moderate_seed3301_low_gini_1,tailored,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_low_gini_1_tailored_300s.json,300,0.0122881381662,0.0245762763324,interval_unresolved_timeout,0.045328040302,0.0491525526647,0.0778090283284,0.0038245023627,300.4396869,3545,,,,,0.045328040302,0.045328040302,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,penalty_domains=10;movement_reachability=5;domain_width_before=684;domain_width_after=557,safe,tight,adaptive,one_thread_fair,True
moderate_seed3301_low_gini_1,tailored,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_low_gini_1_tailored_60s.json,60,0.0122881381662,0.0245762763324,interval_unresolved_timeout,0.044542850351,0.0491525526647,0.0937835791591,0.0046096923137,60.4220287,1947,,,,,0.044542850351,0.044542850351,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,penalty_domains=10;movement_reachability=5;domain_width_before=684;domain_width_after=557,safe,tight,adaptive,one_thread_fair,True
moderate_seed3301_low_gini_2,plain,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_low_gini_2_plain_60s.json,60,0.0245762763324,0.0368644144986,interval_unresolved_timeout,0.048865350278,0.0491525526647,0.0058430818163,0.0002871923867,60.1160061,3467,,,,,0.048865350278,0.048865350278,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0;dynamic_root_total=0,penalty_domains=17;movement_reachability=0;domain_width_before=684;domain_width_after=530,off,basic,single,one_thread_fair,True
moderate_seed3301_low_gini_2,tailored,results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\moderate_seed3301_low_gini_2_tailored_60s.json,60,0.0245762763324,0.0368644144986,interval_unresolved_timeout,0.048809709088,0.0491525526647,0.00697509199652,0.0003428335767,60.423904,2460,,,,,0.048809709088,0.048809709088,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=5;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,penalty_domains=17;movement_reachability=4;domain_width_before=684;domain_width_after=518,safe,tight,adaptive,one_thread_fair,True
