file,method,instance_name,finalization_source,lower_bound,best_valid_lb_seen,gap,best_valid_gap_seen,audit_passed,failures
results\gf_compact_bc_effectiveness_round2\raw\cplex_high_imbalance_seed3201_1200s.json,cplex,high_imbalance_seed3201.txt,solver_final_json,2.0475894187,2.0475894187,0.162092241915,0.162092241915,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_high_imbalance_seed3201_300s.json,cplex,high_imbalance_seed3201.txt,solver_final_json,1.9775993942,1.9775993942,0.225923879082,0.225923879082,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_high_imbalance_seed3202_300s.json,cplex,high_imbalance_seed3202.txt,solver_final_json,1.0653727442,1.0653727442,0.648494523703,0.648494523703,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_moderate_seed3301_1200s.json,cplex,moderate_seed3301.txt,solver_final_json,0.040849762435,0.040849762435,0.17735502905,0.17735502905,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_moderate_seed3301_300s.json,cplex,moderate_seed3301.txt,solver_final_json,0.037866383531,0.037866383531,0.479376638002,0.479376638002,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_moderate_seed3302_300s.json,cplex,moderate_seed3302.txt,solver_final_json,0.1144912295,0.1144912295,0.463484964416,0.463484964416,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_tight_T_seed3101_300s.json,cplex,tight_T_seed3101.txt,solver_final_json,0.015915009814,0.015915009814,0.881554626291,0.881554626291,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_tight_T_seed3102_300s.json,cplex,tight_T_seed3102.txt,solver_final_json,0.46597690239,0.46597690239,0.242780166519,0.242780166519,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_V100_M5_high_imbalance_300s.json,cplex,V100_M5_high_imbalance_seed6201.txt,solver_final_json,4.8324940135,4.8324940135,0.526887737115,0.526887737115,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_V100_M5_moderate_300s.json,cplex,V100_M5_moderate_seed6101.txt,solver_final_json,0.26390305929,0.26390305929,0.831499465338,0.831499465338,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_V12_M1_300s.json,cplex,regen_candidate_V12_M1_average.txt,solver_final_json,0.357200583208,0.357200583208,0.0,0.0,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_V12_M2_300s.json,cplex,regen_candidate_V12_M2_average.txt,solver_final_json,0.6235216628,0.6235216628,0.132194669204,0.132194669204,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_V50_M3_high_imbalance_300s.json,cplex,V50_M3_high_imbalance_seed5201.txt,solver_final_json,2.1860327089,2.1860327089,0.533110343572,0.533110343572,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_V50_M3_moderate_300s.json,cplex,V50_M3_moderate_seed5101.txt,solver_final_json,0.23958431171,0.23958431171,0.825313657644,0.825313657644,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3201_300s.json,gcap-frontier,high_imbalance_seed3201.txt,solver_final_json,2.315507,2.315507,0.052343466017,0.052343466017,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_1200s_static.json,gcap-frontier,high_imbalance_seed3202.txt,solver_final_json,1.74931345205,1.74931345205,0.0,0.0,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.json,gcap-frontier,high_imbalance_seed3202.txt,solver_final_json,1.711009,1.711009,0.0218968487356,0.0218968487356,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s.json,gcap-frontier,moderate_seed3301.txt,wrapper_best_checkpoint,0.0122881381662,0.0122881381662,0.7499999999994913,0.7499999999994913,True,
