leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,model_sha256,in_memory_model_reused,integer_domain_restored,basis_reuse_status,native_log
L0,LP,"INFEASIBLE",0,1784.89,0.0810001,0.21407,0,982,0,0.0213427,b85486038b6490f36ea9e96a81362d795e41dcb7de313222ad28714b6c91783d,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\matrix1800__round32_multi_m_tight_T_V20_M2_seed89001413__c6_simple_start__1800s\external\native_logs\L0_lp.gurobi.log"
L1,LP,"OPTIMAL",0,1784.68,0.121,0.339652,0,2217,0,0.0221097,e535be4c1933c92da05799ed7f7aef9767326c4942b4f27557ba9eadf5f540ac,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\matrix1800__round32_multi_m_tight_T_V20_M2_seed89001413__c6_simple_start__1800s\external\native_logs\L1_lp.gurobi.log"
L1,NEXT_LEAF_TARGET_MIP,"INTERRUPTED",0,1784.53,0.853,1.27215,1,3867,0,0.0462553,e535be4c1933c92da05799ed7f7aef9767326c4942b4f27557ba9eadf5f540ac,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\matrix1800__round32_multi_m_tight_T_V20_M2_seed89001413__c6_simple_start__1800s\external\native_logs\L1_c6_1_next_leaf_target_mip.gurobi.log"
L2,LP,"OPTIMAL",0,1783.57,0.124,0.312719,0,2437,0,0.0462553,c410ba7320984cc3e6c9f36b549f6efd2bc2b6306f6b3dd3e0f5983af7b3dbac,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\matrix1800__round32_multi_m_tight_T_V20_M2_seed89001413__c6_simple_start__1800s\external\native_logs\L2_lp.gurobi.log"
L1.0,LP,"OPTIMAL",0,1783.32,0.116,0.341475,0,1960,0,0.0462553,b87a874de7ef93856b453206ef2e8ff8c1539ada724ac819af23b726d8179cec,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\matrix1800__round32_multi_m_tight_T_V20_M2_seed89001413__c6_simple_start__1800s\external\native_logs\L1.0_lp.gurobi.log"
L1.1,LP,"OPTIMAL",0,1783.09,0.109,0.312291,0,1871,0,0.0462553,01059ac02685917acc56b88fe6313e4f88d0820822fd57989f17dfed82a069f2,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\matrix1800__round32_multi_m_tight_T_V20_M2_seed89001413__c6_simple_start__1800s\external\native_logs\L1.1_lp.gurobi.log"
L1,MIP,"INFEASIBLE",0,1782.95,294.942,507.719,9738,1.64977e+06,0,0.102864,e535be4c1933c92da05799ed7f7aef9767326c4942b4f27557ba9eadf5f540ac,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\matrix1800__round32_multi_m_tight_T_V20_M2_seed89001413__c6_simple_start__1800s\external\native_logs\L1_terminal_mip.gurobi.log"
L2,NEXT_LEAF_TARGET_MIP,"INTERRUPTED",0,1487.98,3.44,4.74976,1,9189,0,0.102864,c410ba7320984cc3e6c9f36b549f6efd2bc2b6306f6b3dd3e0f5983af7b3dbac,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\matrix1800__round32_multi_m_tight_T_V20_M2_seed89001413__c6_simple_start__1800s\external\native_logs\L2_c6_1_next_leaf_target_mip.gurobi.log"
L3,LP,"OPTIMAL",0,1484.43,0.116,0.318228,0,2283,0,0.102864,158773a71d68ced423e8d5fe518161ee02ac0e8f3aef3bf93abe0071c0d849a3,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\matrix1800__round32_multi_m_tight_T_V20_M2_seed89001413__c6_simple_start__1800s\external\native_logs\L3_lp.gurobi.log"
L2.0,LP,"OPTIMAL",0,1484.19,0.115,0.321026,0,2390,0,0.102864,93066068796e8e42e1bf612561d95b29b230b964af6b0cfcc577847114403c5e,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\matrix1800__round32_multi_m_tight_T_V20_M2_seed89001413__c6_simple_start__1800s\external\native_logs\L2.0_lp.gurobi.log"
L2.1,LP,"OPTIMAL",0,1483.96,0.117,0.33581,0,2525,0,0.102864,9e3badf7cb7a4cb98b149ea493c241c39d31293b6a57f36c5b84f52e117fe4de,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\matrix1800__round32_multi_m_tight_T_V20_M2_seed89001413__c6_simple_start__1800s\external\native_logs\L2.1_lp.gurobi.log"
L2,MIP,"OPTIMAL",0,1483.82,32.022,52.451,1617,206799,0,0.107498,c410ba7320984cc3e6c9f36b549f6efd2bc2b6306f6b3dd3e0f5983af7b3dbac,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_simple_start_qualification_round35\runs\matrix1800__round32_multi_m_tight_T_V20_M2_seed89001413__c6_simple_start__1800s\external\native_logs\L2_terminal_mip.gurobi.log"
