leaf_id,attempt,time_limit_seconds,solver_runtime_seconds,work,nodes,simplex_iterations,barrier_iterations,cumulative_runtime,cumulative_work,cumulative_nodes,cumulative_simplex_iterations,cumulative_barrier_iterations,optimize_return_code
L0,0,30,13.159,0,261,0,0,0,0,0,0,0,0
L1,0,30,30.1117,0,566,0,0,0,0,0,0,0,0
L1,1,49.0794,49.2973,0,1219,0,0,0,0,0,0,0,0
