candidate,row_count,all_correctness_gates,major_candidate_over_pgrb_work,major_gate,strong_control_candidate_over_c6_work,strong_control_work_gate,strong_control_shifted_exact_time,strong_control_time_gate,worst_material_candidate_over_pgrb_work,material_tail_gate,geomean_candidate_over_pgrb_work,geomean_candidate_over_c6_work,material_wins,material_losses,material_ties,material_win_loss_gate,worst_joint_work_time_ratio,joint_work_time_gate,pgrb_aggregate_gate,c6_aggregate_gate,development_passed
"A(4,2,0.1)",10,True,0.8584411135333273,True,1.5218564950218516,False,1.7145309618976736,False,22.465555326642583,False,0.04136062479455975,1.2653946859177747,5,4,0,True,22.465555326642583,False,True,False,False
"A(1,2,0.1)",10,True,0.9858626520541109,True,1.7268373812302216,False,1.9079506949426042,False,17.98242184916779,False,0.038294328558098834,1.1715838457203689,5,3,1,True,17.98242184916779,False,True,False,False
