depth,row_count,all_contraction_constant,C_min,C_max,C_cv,D_min,D_max,D_cv,D_median,tau_min,tau_max,tau_median,spearman_D_vs_old,all_lp_profiles_valid,D_structurally_admissible,C_structurally_admissible
1,6,True,0.5,0.5,0.0,0.11211533886574558,0.22028172176520974,0.24594649671319302,0.1359381184908577,0.4999999999999999,0.689373553396815,0.5190011174839878,-0.4058397249567139,True,True,False
2,6,True,0.75,0.75,0.0,0.08219458235087752,0.20981398138226623,0.36359078978858433,0.10413829524095164,0.7402488534097379,0.8486730092262258,0.7472675765409496,0.02857142857142857,True,True,False
