run_id,run_dir,artifact_count,published_file_count,artifact_manifest_sha256,completion_marker_sha256,command_sha256,result_sha256,executable_sha256,input_sha256,strict_certificate,verifier_passed,retention
stage2-development__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__algorithm__K1__d2__rho0.01__no-adaptive__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-development__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__algorithm__K1__d2__rho0.01__no-adaptive__single,20,49,1a41d920a4937e16c49964d633e592f9a862d8d4034b7d02f8877ff0f770a5e9,d9564add4376c20e1e6832f715d1a5345032ac2fd9fe2fd26b198dbd7326015f,a274622dadda4ea538a536c9158cb0d0442fc4419a832483bad9c186baa5e54a,d6516cc45c26cd6119481f93a6dcf94d7343e947c875bd54a3b358721752a478,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,065d0f472f63fb8fe2f6e82c0834e9622db12c64af879f96bd576660c39272c9,True,True,raw_run_local_compact_manifest_committed
stage2-development__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__algorithm__K1__d2__rho0.01__no-adaptive__constant,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-development__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__algorithm__K1__d2__rho0.01__no-adaptive__constant,20,49,61b80c52bdf6e60ac5b74b37c1f5919b3bdd589ddb082cafcfa7a3381890acec,63029cb9dd26b25420423b078bf13818c623d5a103170b8c71b0e9c12bab5e54,e65d175198399fb466c4bb583828be6e96df7443cc4a79141cd0d3c52a8e19c7,4c96e4422ac70af5b22e57cd30a6c2e0b68f1ace7e376883c1697481f2ba307f,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,fcbe294480dcacf0303cc2dc12c948335d8d8c8f4f875de2feb58ae21ed83bbb,True,True,raw_run_local_compact_manifest_committed
stage2-development__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__algorithm__K1__d2__rho0.01__no-adaptive__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-development__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__algorithm__K1__d2__rho0.01__no-adaptive__single,20,49,1e02b75557a9bd6bc7d24246a3561dc1b6a753768bf8468118a0aed935da39e0,2fd2af3bc4c5a1a8a7b02d9b131e25ff279613f021e801ee1ec5c915de828870,38c099ae6cb353e0272c0b52e1babcdc3bd49fd060c65d1c746daf1fc948f5db,54df0598627a4ae8ab20f4f6ac3331d995166b970e47dbea88b6545ed1061537,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,fcbe294480dcacf0303cc2dc12c948335d8d8c8f4f875de2feb58ae21ed83bbb,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__constant,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__constant,20,49,bd41f50f32339ccdcefadef4e6ca28d6932c6ad08dfec9719720360cd686895e,7f58f6367ba8d3a032cb7df475b7d03f02fa517b0bba2b3a9978b77f5d287381,f37fd150a03e5b302d907a7da920c70c93c6fa89bec286a13003b194658d0aa3,b1715e84d0e96ae9803f75b924dda81967a9d6f928dfe3f17a8f1ec8157c3b9a,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,08cc363f365dec28647189686a8f1d7081f922d88e40c1ccac9c42e1b696893c,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__iterated,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__iterated,20,59,7db3620dd5eb640db0909bc34770524a4fef8a8f167d87e4937258064526f8bb,2f19b00245d9a675e619462ca9bd9d61bcc12923b6ba467cef964f784befb69d,879c930b02fed29f83d7fdc3d4c5c1a842def207c3ffbe71fd79d6771e89b0ff,d11360e4e9a69a2d08a55affe7f4b6554f8e7bbeed1e3eed734cec6587c4c4d6,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,08cc363f365dec28647189686a8f1d7081f922d88e40c1ccac9c42e1b696893c,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__none,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__none,20,49,833fdd970fd7292e6e4614d8245fc3cf0a3e9a6c6e6caa8986a8212afb690eb8,cba433ab97ddcef834595b535018c3998ce7ad00c170c5ced9cd3fd2ea44db68,ec01ce3413d9402694c803c73b473e477d5e84731f35a4b30240a5da171baa76,7f6618c10803af2fe8bd81778268059a3fd48aed3e959710667655941de21b94,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,08cc363f365dec28647189686a8f1d7081f922d88e40c1ccac9c42e1b696893c,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__single,20,49,2eedeba1f8c7225c574854261a08c1a07139bb73dde92372a3ec95f3b90582e2,95b26b13a71cd36ef003edf0935fc8c3b4057dbb0321c525425cd0244a06ac24,250ba3879555313370274288b7ab410c09ecd0144452138001dcc8c8c34727c2,0c5f8183a31628b0b1837cbf95264c31bbe2bee1299501f322a640ec0e2cb1df,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,08cc363f365dec28647189686a8f1d7081f922d88e40c1ccac9c42e1b696893c,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.01__no-adaptive__constant,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.01__no-adaptive__constant,20,49,5755752cef5493522c6afa2e21b017e1bedc3ecc28eff8447665388d2fa02f41,325e1246bc1c3a589c499b62f7555e34577678c6915e06773bac4663ad4b8166,695970e3ac35b54706e5f390dd048958ddf1f084bab8396d6df8d1265fb792dc,971f53627a94c9cd4711e02c7004ed4391e60565ff1cbf4f120404a95df74fed,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,7c4b46a1932e53e6ae193d01085bcc226236ffdc01c03a27bdbb6ebb483455a8,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.01__no-adaptive__iterated,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.01__no-adaptive__iterated,20,59,94f9f25bafc515c780d3a98a0d3ad226d77fee188f4d2bb70583028c984a7270,e73e94818a83bbe16c5ac2deede6772de0cefaffc31875dd206a9609aad5268f,81d877364937a27174e4a40fa8259eb4fd8e61e5d549160f86048581d857b074,987f187ddfbcd3dea5a2a3d387c99b5ccb383b583e5f090d6e71c1ddf81236ea,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,7c4b46a1932e53e6ae193d01085bcc226236ffdc01c03a27bdbb6ebb483455a8,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.01__no-adaptive__none,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.01__no-adaptive__none,20,49,df7de4786365c460fc853166043d928a4c2b110f5fbb80e64d8972ad0644850c,3082c5eff66aa4e5ddae62201491fac64f97457b2de05149393c6e2217cec756,a5b5f6e522c1e61ea868f07cfcc90791b9cf33e09848966450d5d6db43468a47,c2a914ecfcb07c6969f8f5445cd53771552b0966b6c67a4813190fddae4b5269,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,7c4b46a1932e53e6ae193d01085bcc226236ffdc01c03a27bdbb6ebb483455a8,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.01__no-adaptive__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.01__no-adaptive__single,20,49,d5498aaab5d1d9af394879eda0a10cbe9e99bd7bdc1829fb3262ec5cd7e6d24b,ad1e3e0b0f881e879499aedbd03b7f3411d76d26012f89eb42fc6a71f31b23ca,3c2edcc013553f03068b846a88d2ec4e5e7fbf22ab655eb95081b5150f74885b,52af4af38131f925b186596db3a1566e069c9f243a68dbf0fd82aec980499a2f,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,7c4b46a1932e53e6ae193d01085bcc226236ffdc01c03a27bdbb6ebb483455a8,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_hard_V12_M3_Q20_slot07_seed621538683__algorithm__K1__d2__rho0.01__no-adaptive__constant,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q20_slot07_seed621538683__algorithm__K1__d2__rho0.01__no-adaptive__constant,20,49,ede34d90f33fcbd60d36a95b9ec416f56eb6240382795c255062b7328f9bd921,a475e8816786f55b422b38d536f1f2ea3d6dc6de21d5d6e3467a18d93911e472,18bb9187742f80e3dfe77429c7ba153b438814c6211493007ff769e72a22074e,8b0db37bca8f880ad5246851b65480ced2a072d74a0a65484dcf144e12a7a690,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_hard_V12_M3_Q20_slot07_seed621538683__algorithm__K1__d2__rho0.01__no-adaptive__iterated,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q20_slot07_seed621538683__algorithm__K1__d2__rho0.01__no-adaptive__iterated,20,49,73f9636ab39da6bfd62c2e5f4417d6c44118dc34e8004a2dde284ea8aa5914a3,1b8cdb96acec2f03c6d3c3e81818404cc1b4b1caade5e3c69d70ca09189f021c,b7d3d85e57a1e159c56b7c8f43fb1e1d75ea98fe0336ce67a326def2236f2f33,d1f26597f3699278ed54805ed5442e2c00a53ba56c8d046fecf701ed28eb9a8f,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,False,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_hard_V12_M3_Q20_slot07_seed621538683__algorithm__K1__d2__rho0.01__no-adaptive__none,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q20_slot07_seed621538683__algorithm__K1__d2__rho0.01__no-adaptive__none,20,49,217fb9e387f6f7306a67ed4f9e7e56b99b20e6be49b602f287910aea5217e914,e58377b09639ce5d56ab8f137de8a677f03ec3bd5d65ad32d234bd37cdf9967c,151e60dc7346b8579e6927073aaab5c6a98270e5a6a60fadc2a559363f18e9bb,925491b2b0f02c2623d16763019c14643ff2e5f039cb38c3e36a7c6faf402205,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,False,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_hard_V12_M3_Q20_slot07_seed621538683__algorithm__K1__d2__rho0.01__no-adaptive__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q20_slot07_seed621538683__algorithm__K1__d2__rho0.01__no-adaptive__single,20,49,34439a7a57e013b7709e9e79492ad9f2fa960531309c96e88fa44628aac3a863,8d9e82a05c965ead1702050ba59d5e4fefbd420164905cfc3aa5023f193a1638,35e88a91f101812f68cfa9aecaf498f836670fefb529f5ef495768d8f6bb1e5c,7b737a05510c86b3e5819777df70a1c53a2e5484d326f908bc056dff795bf8d8,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__constant,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__constant,20,49,c88ff905851279c1404f482d4b1b2c890311928f3edc5585adb974179c743bba,b25eb2204e53549a3a006d6246812c520761a1e562521a2ebeb264dc63142e8d,dafc5b48da151ef9d6b7186915cfb9904d2fe779baee678feaa621926fe138fc,4a8652fff4c273f46e742a74b04bf4434f0c880b58dce073f973d850691428d4,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__iterated,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__iterated,20,49,2bf8d94a9050b7759f0dd48a7490d8dd88baf6d039f64eae24a6b9deca64042f,60d28347d96c71425d52886d03a0fa3ef8f6e97ffd54f693729f0a19cfb8f1b5,9995be74052f4ce7a03241428d838e693f3b24e1045ea9d0fb9bee6e4bb6c64a,ef14c19997d7f709d4c674b2e2642e993a456c7a672f66b4baa6388a0dd338ee,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__none,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__none,20,49,e31b9cafb4e60e6fca6d789615de411069ef7c4ecf693e9ddf7de018849d9d73,11c02baf67ecebe5897ea53cb502bc53cececa52952966e8ea6a00d043f9fe1f,f1369544ed3f2add4f6ce164d65433b5a914b25dbe5dc9b00b1978e2a39acfc4,36ac5493468743737daa9e3b8752566e7d0c0bb2fef5ef1ee9d7568b9a9e480f,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__single,20,49,a260ad0faafb3f82cb57f2543a1a5beef40265c7c47ff16277cbab2cf3ff1572,e4e1f0760be9d598cc90785b62c86a7390817f25f97bae08132e28f386558255,f7f8b456db21f41e33a74c4ebd88495510399886de41ade5b0336e4f66835847,8fcc434a6d4e549ac70e83355ed82d1d9efe7d2c301cedf7f30fd8ac4300ea16,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__constant,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__constant,20,49,85e55169266082e8e1aaedf30c97bcf5d0c0c6123c97bf3f58c199210777a8ae,3909fa1f3590b05f0439573a2dc3edfa0de52d4e219c7212a97e32b07ada345b,9994663ba77a6148fc5ba2faf75fbb65fd186d92634f9501706edcfe131f64fd,9f4278851204f41ac9042036f677f7e248c4ee8a8952e428e398315397182f5a,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,26d880932532ff3cff9602b44f5451acc7c47d6642a0faa5c23392bc77c83e4a,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__iterated,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__iterated,20,59,f44dee20746d91c6a3c681bc98bd1b6e4a88737b6c98941ed341de96d4c66b43,c2d7b04e02dfc609860378dd326b9278428de93973a694d6c1bdc4a92fd4ed61,d49e9646aa60618bcfb0d6962ea28bbb7b76a6e804aa69e41a5cef9aa8080c07,ce7fda2112c53c3c4bb4780706f06c13729ec8fcd1ec2998bc30ebcc46923f59,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,26d880932532ff3cff9602b44f5451acc7c47d6642a0faa5c23392bc77c83e4a,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__none,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__none,20,49,ecf2b21d287f2e886cfc23f9f7f142f433785f4a07bc926ae4afac55e528bf60,40031e3733bf98e8575026b0ee62d52517e34c015f63cf26fc25f4db8856447e,6245e0d3b26eeb68eeb4325809e9ac5b1b085266188198144d6cf73595b84708,f4c06a0ff23eb53e7e01c3e8722ebeedfc1659d16d30772c425b1d0736eb1ac5,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,26d880932532ff3cff9602b44f5451acc7c47d6642a0faa5c23392bc77c83e4a,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__single,20,49,6a6e065a6a6d838fad1cf31dc8ed0a7318fab98c5f6222530988b589af038b38,bdbb9b08d5eb217b52dc7caedcc8f74bb6fc0f09e62d5f66ee40c8a4c4de4565,bbd13a933927d86a02bea0e4954482ed80be29fc9f2a1b867db56f3750bfbc3c,6f88ffa23bfa2daf7f1f28180d8bafe63359609a8c23fbc5ea37ee600deae4ac,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,26d880932532ff3cff9602b44f5451acc7c47d6642a0faa5c23392bc77c83e4a,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__constant,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__constant,20,49,f9234307f0e43bd55345532aefccc53941927ca5d1762c95088a634fd6064c89,ca33bf023df5aca29fcacc3d066da24cc2cb442855fb7fe92feebc62ec3805dd,555c4242ad6a1c56f94bb9dadb531c56a5f69c16ae83363ddef2ad4ad40731e6,6fe99b39844902d25dbd46f48e9157a3b7267c222bc72d9cc10a8f71c2c37713,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__iterated,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__iterated,20,59,650546f721998e35ca40c25cb1e145fd815ac76f2dcda433d1e9442f6cacdd2c,7ced70285393146a3c54c7861d2d8ee7876dd165731017e94073ef50527dd9f5,d428a55b0433b7022cb43b61ec72c4a9454c6d03ac4d7dece0578678e31bd768,24ad6e29f48b76c03db6336b60a477d5630f7a85336410f065df4e9af8d4e292,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__none,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__none,20,49,6f979635d6b4428b478b9fc1ba0ac823065aafce654ffa4341761d52694d90ec,67fb5148decccfbbb11bfeea0743bded803f399baa80e2f383f7e6884050bf65,85308fff97592964582b3f76ad914eaec6da7f869f29c3fcbfe81502fcaf514b,f6a21603f7c5ad86bd7afad7b10853172cf6ef129bf475d12012d2f5c785780a,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,True,True,raw_run_local_compact_manifest_committed
stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__single,20,49,b6de608e4f7457a0fb047b829f3f18494ccfb39975df61b8b64b23d3b817efd6,f0e16239f864eedbe16dfd36fc21fb20f3ea0260c8287e953cd63a1e47c1a657,b40a55bb0a0639484c2ebd72bcbb27ec432b94254b89bdf14f74e7b3dbe0dd11,8f2ea5f1f55b5ca4cfc6e89133ce117585e68579d4d574b917272d26b45b5ebc,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,True,True,raw_run_local_compact_manifest_committed
stage3-ablation-old-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.1__old__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage3-ablation-old-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.1__old__single,20,70,8f6eee25500759bf22599f060ace7fd2f2491f4112c67b8f382746be3f4bb4a5,125b7116106e481d255139bea7082be4671db52c6dd877924280e189d11466de,9dfc6df00b81ab6e751b0aa1b553517ccdf44eacf552333d7d0ef471f9321ac4,02a20eac9ea995898ae1e57cf926cc1772893374d65c94c2e820c92ff7888d38,52fa775e9be5d3b37686d95aaffc3d965d107ae7a3692dd1a9521df3d5877fe1,08cc363f365dec28647189686a8f1d7081f922d88e40c1ccac9c42e1b696893c,True,True,raw_run_local_compact_manifest_committed
stage3-ablation-old-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.1__old__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage3-ablation-old-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.1__old__single,20,49,4017cc3865dc2ebd9c1a66da97c32a6645577d8c70e47423810f55beef4f130f,14f51731fd89bd1910a2d6a033a1d5ec3b4d166187a7b34efecceb8ca20ef6a9,0b28995c87be300096ea76ebf31b8b6d8505dab1ff7fec9a95910729d0b361b7,645811fcfdc215d7c4537d7da812593671f8e106ae5be99f3333b6c969d425e2,52fa775e9be5d3b37686d95aaffc3d965d107ae7a3692dd1a9521df3d5877fe1,7c4b46a1932e53e6ae193d01085bcc226236ffdc01c03a27bdbb6ebb483455a8,True,True,raw_run_local_compact_manifest_committed
stage3-ablation-old-envelope__round39_small_hard_V12_M3_Q20_slot07_seed621538683__algorithm__K1__d2__rho0.1__old__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage3-ablation-old-envelope__round39_small_hard_V12_M3_Q20_slot07_seed621538683__algorithm__K1__d2__rho0.1__old__single,20,49,0ccfd4cfbab8a9d747b910b49107c20520bc1c33197ae86248373b1c88b352c9,5efabca86ab3be5c5942108500a585eb4ae6f83c10fb8f4c66234564ac760ce3,6f209efc78025fa7377e3d00ba69912f0026b8fde89db91d0cde07bf31c28d5e,bc8dfe4bc59e702202b711876c2b86271171ba9b9b0a42469091c2afe0993b10,52fa775e9be5d3b37686d95aaffc3d965d107ae7a3692dd1a9521df3d5877fe1,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,True,True,raw_run_local_compact_manifest_committed
stage3-ablation-old-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.1__old__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage3-ablation-old-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.1__old__single,20,49,368c8109fa57de2b0b5558fe971b0473185eac48401227237e15ff8b8e766b3a,af29d5d71a7d24bee3e3ea82cb634ec64c66948016266433e9dcd65f1d2e0562,83a9387fe7f1dfa55755c0237b598323d51aa422a7712a6d49db2753a85787bd,28b5a601443734db5275a7c37d04da6b8b706ba5e7ac99b4e988a9ea7980563a,52fa775e9be5d3b37686d95aaffc3d965d107ae7a3692dd1a9521df3d5877fe1,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,True,True,raw_run_local_compact_manifest_committed
