instance_id,deterministic_field_count,mismatch_count,mismatched_fields,implicit_round43_flags_absent,explicit_round43_mode_off,implicit_sha256,explicit_sha256,both_strict_certificates,both_original_verifiers,both_parameter_roundtrips,default_off_equivalence_passed
round39_small_easy_V10_M1_Q30_slot04_seed1099392856,13,0,,True,True,5e429a635371e54b35eb65a4ce0716c3fff86c4be44f532d69d6591350e14619,5e429a635371e54b35eb65a4ce0716c3fff86c4be44f532d69d6591350e14619,True,True,True,True
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,13,0,,True,True,d32cc7115561d13c29db0b9199c9f1e0366124dfe98a8a11b79977d61e7eb118,d32cc7115561d13c29db0b9199c9f1e0366124dfe98a8a11b79977d61e7eb118,True,True,True,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,13,0,,True,True,936776c67478b19f214b649c58511abf73abf96596499848ac6e8042b0ceb745,936776c67478b19f214b649c58511abf73abf96596499848ac6e8042b0ceb745,True,True,True,True
