instance_id,mechanism_role,mode,K1_parent_lp_bound,mode_first_native_root_bound,E0_first_native_root_bound,root_bound_improvement_over_E0,fixed_K4_global_initial_lp_bound,fixed_K4_minus_K1_transfer_gap,chi_denominator_material,chi,model_rows,model_columns,model_nonzeros,general_constraints,presolved_rows,presolved_columns,presolved_nonzeros,accepted_facet_rows,work,work_ratio_vs_E0,solver_seconds,process_seconds,strict_certificate,major_fragmentation_advantage_preserved,strong_control_work_reduced_vs_E0,run_dir
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,none,0.0209774956074392,0.0209774956074392,0.0209774956074392,0.0,0.028210692227058676,0.007233196619619478,True,0.0,16430,1406,167542,0,14992,1332,188409,0,3053.8595463855745,1.0,1488.3239996433258,1491.7779642,True,True,False,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__none
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,constant,0.0209774956074392,0.0209774956074392,0.0209774956074392,0.0,0.028210692227058676,0.007233196619619478,True,0.0,16431,1406,167555,0,14988,1330,185954,1,2170.7063735243414,0.7108075340575182,1082.8340003490448,1086.6115958,True,True,False,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__constant
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,single,0.0209774956074392,0.0209774956074392,0.0209774956074392,0.0,0.028210692227058676,0.007233196619619478,True,0.0,16434,1406,167594,0,14992,1330,186526,4,1545.8494704354425,0.5061953396858241,778.7539999485016,782.5297337,True,True,False,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__single
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,iterated,0.0209774956074392,0.0209774956074392,0.0209774956074392,0.0,0.028210692227058676,0.007233196619619478,True,0.0,16433,1406,167581,0,14991,1330,185699,3,2636.698583220382,0.8633987723309254,1294.3709993362427,1299.6029579,True,True,False,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__iterated
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,none,0.09394825539359326,0.09394825539359326,0.09394825539359326,0.0,0.09394825539359326,0.0,False,0.0,16421,1404,166961,0,6690,1350,86408,0,741.5409461581623,1.0,413.34800004959106,416.7449959,True,True,False,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__none
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,constant,0.09394825539359326,0.09394825539359326,0.09394825539359326,0.0,0.09394825539359326,0.0,False,0.0,16422,1404,166974,0,6691,1350,86422,1,392.30858417126916,0.5290450732407623,233.89800000190735,237.5917872,True,True,True,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__constant
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,single,0.09394825539359326,0.09394825539359326,0.09394825539359326,0.0,0.09394825539359326,0.0,False,0.0,16424,1404,166999,0,6691,1350,86422,3,392.30860746272197,0.5290451046502925,240.23399996757507,243.9743399,True,True,True,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__single
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,iterated,0.09394825539359326,0.09394825539359326,0.09394825539359326,0.0,0.09394825539359326,0.0,False,0.0,16421,1404,166961,0,6690,1350,86408,0,741.5409461581623,1.0,417.2999997138977,420.6675315,True,True,False,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__iterated
round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win_guard,none,0.5007539094489198,0.5007539094489198,0.5007539094489198,0.0,0.6408574353699373,0.1401035259210175,True,0.0,2523,475,16607,0,821,331,4840,0,1.010629693262142,1.0,0.9529998302459717,1.6674772,True,True,False,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__none
round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win_guard,constant,0.5007539094489198,0.5007539094489198,0.5007539094489198,0.0,0.6408574353699373,0.1401035259210175,True,0.0,2524,475,16618,0,822,331,4852,1,0.7732175917864988,0.7650849732018887,0.6990001201629639,1.4093566,True,True,False,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__constant
round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win_guard,single,0.5007539094489198,0.5007539094489198,0.5007539094489198,0.0,0.6408574353699373,0.1401035259210175,True,0.0,2526,475,16640,0,824,331,4858,3,0.7923224495557765,0.7839888881537742,0.7569999694824219,1.5563219,True,True,False,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__single
round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win_guard,iterated,0.5007539094489198,0.5007539094489198,0.5007539094489198,0.0,0.6408574353699373,0.1401035259210175,True,0.0,2525,475,16629,0,823,331,4843,2,1.1335270519844833,1.1216047376617735,0.9190001487731934,1.8441856,True,True,False,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__iterated
round39_small_medium_V10_M2_Q20_slot05_seed968549317,medium_c6_win_guard,none,0.03534687444018795,0.03534687444018795,0.03534687444018795,0.0,0.048439634117466955,0.013092759677279006,True,0.0,4289,767,30559,0,3536,734,34740,0,37.50624669730142,1.0,21.435999870300293,23.075062,True,True,False,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__none
round39_small_medium_V10_M2_Q20_slot05_seed968549317,medium_c6_win_guard,constant,0.03534687444018795,0.03534687444018795,0.03534687444018795,0.0,0.048439634117466955,0.013092759677279006,True,0.0,4290,767,30570,0,3536,734,34723,1,49.19208716906926,1.3115705116025016,27.371000289916992,29.0894878,True,True,False,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__constant
round39_small_medium_V10_M2_Q20_slot05_seed968549317,medium_c6_win_guard,single,0.03534687444018795,0.03534687444018795,0.03534687444018795,0.0,0.048439634117466955,0.013092759677279006,True,0.0,4293,767,30603,0,3537,734,34771,4,66.98362238615394,1.7859324321826482,40.01600003242493,41.7686261,True,True,False,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__single
round39_small_medium_V10_M2_Q20_slot05_seed968549317,medium_c6_win_guard,iterated,0.03534687444018795,0.03534687444018795,0.03534687444018795,0.0,0.048439634117466955,0.013092759677279006,True,0.0,4291,767,30581,0,3536,734,34783,2,123.47232826071044,3.292047035716701,60.661999464035034,62.6889384,True,True,False,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__iterated
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,hard_c6_win_guard,none,0.1585879001582244,0.1585879001582244,0.1585879001582244,0.0,0.16198301142887575,0.003395111270651341,True,0.0,5985,1039,42964,0,1863,752,10863,0,9.342954561935022,1.0,5.861000299453735,7.2002273,True,True,False,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.01__no-adaptive__none
