instance_id,mechanism_role,run_id,atlas_path,parent_id,parent_depth,K0,d,rho,score_mode,envelope_mode,parent_lower,parent_upper,parent_lp_bound,parent_lp_G,parent_lp_objective,parent_A,weighted_descendant_A,C_d,C_d_constant,lookahead_cells,lookahead_bounds,lookahead_infeasible,lookahead_work,total_lp_work,Vlocal,Venvelope,Vresidual,tau_d,D_d,old_score,score,split,reason
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,stage1-atlas__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__atlas__K1__d1__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__atlas__K1__d1__rho0.01__d__single/external/round43_structural_atlas.csv,L0,0,1,1,0.01,d,single,0,0.049468682614419446,0.020977495607439198,0.011133745607439198,0.020977495607439198,69,1.7066695501974709,0.5,1,"[0,0.024734341307209723];[0.024734341307209723,0.049468682614419446]",0.0248723;0.0376495,0;0,0.35719591430043318;0.36792631579250562,1.0910405613579699,0.00050870674209361783,0.00035068897443399447,0.00015801776765962336,0.68937355339681505,0.11211533886574558,0.13670233390279926,0.11211533886574558,1,score_greater_than_or_equal_to_frozen_rho
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,stage1-atlas__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__atlas__K1__d1__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__atlas__K1__d1__rho0.01__d__single/external/round43_structural_atlas.csv,L0,0,1,1,0.01,d,single,0,0.50642278922416295,0.093948255393593263,0.021335320705686157,0.093948255393593263,68,17.218374833621539,0.5,1,"[0,0.25321139461208148];[0.25321139461208148,0.50642278922416295]",0.0939483;0.324969,0;0,0.41652007267706936;0.43364773496897469,1.2460599785197581,0.058497169230794809,0.029248584615397401,0.029248584615397408,0.49999999999999994,0.1400214186575765,0,0.1400214186575765,1,score_greater_than_or_equal_to_frozen_rho
round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win_guard,stage1-atlas__round39_small_hard_V10_M1_Q20_slot01_seed561355351__atlas__K1__d1__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_hard_V10_M1_Q20_slot01_seed561355351__atlas__K1__d1__rho0.01__d__single/external/round43_structural_atlas.csv,L0,0,1,1,0.01,d,single,0,0.85851746132560547,0.50075390944891984,0.093001515390541009,0.50075390944891984,53.999999999999993,23.179971455791346,0.5,1,"[0,0.42925873066280273];[0.42925873066280273,0.85851746132560547]",0.517048;0.832283,0;0,0.040173702046170399;0.037010939079327038,0.1156960993327199,0.14930576020434005,0.081647054030193456,0.067658706174146599,0.54684463558841401,0.22028172176520974,0.045542954109254262,0.22028172176520974,1,score_greater_than_or_equal_to_frozen_rho
round39_small_medium_V10_M2_Q20_slot05_seed968549317,medium_c6_win_guard,stage1-atlas__round39_small_medium_V10_M2_Q20_slot05_seed968549317__atlas__K1__d1__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_medium_V10_M2_Q20_slot05_seed968549317__atlas__K1__d1__rho0.01__d__single/external/round43_structural_atlas.csv,L0,0,1,1,0.01,d,single,0,0.13561306168269485,0.035346874440187949,0.018346874440187951,0.035346874440187949,60.000000000000007,4.0683918504808458,0.5,1,"[0,0.067806530841347426];[0.067806530841347426,0.13561306168269485]",0.0372952;0.0846678,0;0,0.10037856640727044;0.087549158593465376,0.27443102959430776,0.0034763942012842755,0.0018703078499206511,0.0016060863513636245,0.53800223496797572,0.11811712561712753,0.019431759636901413,0.11811712561712753,1,score_greater_than_or_equal_to_frozen_rho
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,hard_c6_win_guard,stage1-atlas__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__atlas__K1__d1__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__atlas__K1__d1__rho0.01__d__single/external/round43_structural_atlas.csv,L0,0,1,1,0.01,d,single,0,0.50454385216420738,0.15858790015822441,0.034702950683685778,0.15858790015822441,56,14.127227860597806,0.5,1,"[0,0.25227192608210369];[0.25227192608210369,0.50454385216420738]",0.158588;0.374786,0;0,0.17562733314813034;0.14309059531642326,0.47552538071778888,0.054540724684797412,0.027270362342398699,0.027270362342398713,0.49999999999999989,0.1562324282810699,0,0.1562324282810699,1,score_greater_than_or_equal_to_frozen_rho
round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,stage1-atlas__round39_small_hard_V12_M3_Q20_slot07_seed621538683__atlas__K1__d1__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_hard_V12_M3_Q20_slot07_seed621538683__atlas__K1__d1__rho0.01__d__single/external/round43_structural_atlas.csv,L0,0,1,1,0.01,d,single,0,0.64711643345550207,0.051828010205628182,0.0095916291354490937,0.051828010205628182,68,22.001958737487069,0.5,1,"[0,0.32355821672775104];[0.32355821672775104,0.64711643345550207]",0.051828;0.365795,0;0,0.42914060102044288;0.39145851785909536,1.2901082465069633,0.10158646919346213,0.05079323459673106,0.050793234596731074,0.49999999999999994,0.13185481832413892,5.8281781006470289e-17,0.13185481832413892,1,score_greater_than_or_equal_to_frozen_rho
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,stage1-atlas__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__atlas__K1__d2__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__atlas__K1__d2__rho0.01__d__single/external/round43_structural_atlas.csv,L0,0,1,2,0.01,d,single,0,0.049468682614419446,0.020977495607439198,0.011133745607439198,0.020977495607439198,69,0.85333477509873545,0.75,1,"[0,0.012367170653604861];[0.012367170653604861,0.024734341307209723];[0.024734341307209723,0.037101511960814584];[0.037101511960814584,0.049468682614419446]",0.0282107;0.0328522;0.0378028;0.0469453,0;0;0;0,0.34282813574306203;0.35570539746263696;0.35142806136133503;0.39004241811584583,1.8059223439479108,0.00076553964310831257,0.00064969283259870255,0.00011584681050961002,0.84867300922622579,0.082194582350877524,0.25387487779457446,0.082194582350877524,1,score_greater_than_or_equal_to_frozen_rho
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,stage1-atlas__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__atlas__K1__d2__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__atlas__K1__d2__rho0.01__d__single/external/round43_structural_atlas.csv,L0,0,1,2,0.01,d,single,0,0.50642278922416295,0.093948255393593263,0.021335320705686157,0.093948255393593263,68,8.6091874168107712,0.75,1,"[0,0.12660569730604074];[0.12660569730604074,0.25321139461208148];[0.25321139461208148,0.37981709191812218];[0.37981709191812218,0.50642278922416295]",0.0939483;0.198364;0.324969;0.451575,0;0;0;0,0.40284897564279282;0.43246634656858651;0.49160000379376095;0.43013053201198487,2.1529380288908393,0.087745753846192237,0.065106960243319106,0.022638793602873131,0.74199556547709178,0.10837844082553028,0,0.10837844082553028,1,score_greater_than_or_equal_to_frozen_rho
round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win_guard,stage1-atlas__round39_small_hard_V10_M1_Q20_slot01_seed561355351__atlas__K1__d2__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_hard_V10_M1_Q20_slot01_seed561355351__atlas__K1__d2__rho0.01__d__single/external/round43_structural_atlas.csv,L0,0,1,2,0.01,d,single,0,0.85851746132560547,0.50075390944891984,0.093001515390541009,0.50075390944891984,53.999999999999993,11.589985727895673,0.75,1,"[0,0.21462936533140137];[0.21462936533140137,0.42925873066280273];[0.42925873066280273,0.64388809599420416];[0.64388809599420416,0.85851746132560547]",;0.640857;0.832283;,1;0;0;1,0.044376311084924361;0.043560572341879232;0.03937201365066198;0.034157644678608302,0.19997799996329632,0.2547992521432797,0.19035567323980018,0.064443578903479515,0.74708097311352639,0.20981398138226623,0.39160927709401921,0.20981398138226623,1,score_greater_than_or_equal_to_frozen_rho
round39_small_medium_V10_M2_Q20_slot05_seed968549317,medium_c6_win_guard,stage1-atlas__round39_small_medium_V10_M2_Q20_slot05_seed968549317__atlas__K1__d2__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_medium_V10_M2_Q20_slot05_seed968549317__atlas__K1__d2__rho0.01__d__single/external/round43_structural_atlas.csv,L0,0,1,2,0.01,d,single,0,0.13561306168269485,0.035346874440187949,0.018346874440187951,0.035346874440187949,60.000000000000007,2.0341959252404229,0.75,1,"[0,0.033903265420673713];[0.033903265420673713,0.067806530841347426];[0.067806530841347426,0.10170979626202115];[0.10170979626202115,0.13561306168269485]",0.0484396;0.0600924;0.0846678;0.11834,0;0;0;0,0.093622507429245272;0.096614048913439846;0.091828037584128885;0.11159573079394562,0.48016362931433154,0.0057687293979219578,0.0045838001525793908,0.0011849292453425669,0.79459441349954663,0.087143780532537823,0.13058000944637949,0.087143780532537823,1,score_greater_than_or_equal_to_frozen_rho
