instance_id,mechanism_role,mode,run_id,executable_sha256,status,certified,right_censored,hard_failure,lifecycle_complete,root_coverage_valid,parent_child_coverage_valid,global_bound_monotone,verified_upper,valid_final_lower,relative_gap,total_work,lp_work,terminal_mip_work,solver_seconds,process_seconds,peak_memory_gb,optimize_count,lp_optimize_count,terminal_mip_optimize_count,envelope_iterations,accepted_facet_rows,run_dir
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,none,stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__none,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.04500155005562836,0.04500155005562837,0.0,3053.8595463855745,1.8059223439479108,3052.053624041627,1488.3239996433258,1491.7779642,0.216099029,6,5,1,0,0,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__none
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,constant,stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__constant,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.04500155005562836,0.04500155005562803,7.247039559315152e-15,2170.7063735243414,1.8059223439479108,2168.9004511803937,1082.8340003490448,1086.6115958,0.215459473,6,5,1,0,1,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__constant
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,single,stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__single,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.04500155005562836,0.0450015500556283,1.2335386483940687e-15,1545.8494704354425,1.8059223439479108,1544.0435480914946,778.7539999485016,782.5297337,0.216291548,6,5,1,0,4,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__single
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,iterated,stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__iterated,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.04500155005562836,0.0450015500556283,1.2335386483940687e-15,2636.698583220382,3.5360590600621693,2633.1625241603197,1294.3709993362427,1299.6029579,0.214918516,11,10,1,1,3,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__iterated
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,none,stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__none,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.506343307565206,0.5063432868918758,4.0828682536125e-08,741.5409461581623,2.1529380288908393,739.3880081292715,413.34800004959106,416.7449959,0.182082559,6,5,1,0,0,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__none
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,constant,stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__constant,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.506343307565206,0.506343307565206,0.0,392.30858417126916,2.1529380288908393,390.1556461423783,233.89800000190735,237.5917872,0.172350555,6,5,1,0,1,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__constant
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,single,stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__single,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.506343307565206,0.506343307565206,0.0,392.30860746272197,2.1529380288908393,390.1556694338311,240.23399996757507,243.9743399,0.172351352,6,5,1,0,3,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__single
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,iterated,stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__iterated,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.506343307565206,0.5063432868918758,4.0828682536125e-08,741.5409461581623,2.1529380288908393,739.3880081292715,417.2999997138977,420.6675315,0.182082567,6,5,1,0,0,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__iterated
round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win_guard,none,stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__none,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.8585174613256055,0.8585174613256094,0.0,1.010629693262142,0.19997799996329632,0.8106516932988456,0.9529998302459717,1.6674772,0.013480839,6,5,1,0,0,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__none
round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win_guard,constant,stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__constant,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.8585174613256055,0.8585174613256068,0.0,0.7732175917864988,0.19997799996329632,0.5732395918232025,0.6990001201629639,1.4093566,0.012213925,6,5,1,0,1,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__constant
round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win_guard,single,stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__single,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.8585174613256055,0.8585174613256091,0.0,0.7923224495557765,0.19997799996329632,0.5923444495924801,0.7569999694824219,1.5563219,0.010665324,6,5,1,0,3,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__single
round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win_guard,iterated,stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__iterated,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.8585174613256055,0.8585174613256094,0.0,1.1335270519844833,0.39982329686415713,0.7337037551203262,0.9190001487731934,1.8441856,0.010842754,11,10,1,1,2,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__iterated
round39_small_medium_V10_M2_Q20_slot05_seed968549317,medium_c6_win_guard,none,stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__none,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.1215256536747018,0.12152565318255358,4.0497476052940424e-09,37.50624669730142,0.48016362931433154,37.02608306798709,21.435999870300293,23.075062,0.052342615,6,5,1,0,0,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__none
