run_id,artifact,path,sha256,bytes,retention,required_protocol_artifact,generation_command_sha256,row_signature_source
reference__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6,certificate_ledger.csv,results/gf_k1_k4_envelope_refinement_round43/runs/reference__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6/certificate_ledger.csv,70da46b3c46657327a8f8c36f75fae87bb50a26969827e4857bc85b186aab916,199,local_raw_with_published_hash,True,ce91fe085db3ed9ccfe153ba7eb44367e6cb579610ae609960144343cddd8f0b,
reference__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6,command.json,results/gf_k1_k4_envelope_refinement_round43/runs/reference__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6/command.json,ce91fe085db3ed9ccfe153ba7eb44367e6cb579610ae609960144343cddd8f0b,6445,local_raw_with_published_hash,True,ce91fe085db3ed9ccfe153ba7eb44367e6cb579610ae609960144343cddd8f0b,
reference__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6,completion_marker.json,results/gf_k1_k4_envelope_refinement_round43/runs/reference__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6/completion_marker.json,b2ccc9d6f9ec8d7146f3e7c3a64d9da6af3b8fba91a9c8a1770fdadaa30b1a00,626,local_raw_with_published_hash,True,ce91fe085db3ed9ccfe153ba7eb44367e6cb579610ae609960144343cddd8f0b,
reference__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6,envelope_facet_ledger.csv,results/gf_k1_k4_envelope_refinement_round43/runs/reference__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6/envelope_facet_ledger.csv,305b92eedb98418153a9a0340fab11512a149da4452661f3047344b98791a51d,193,local_raw_with_published_hash,True,ce91fe085db3ed9ccfe153ba7eb44367e6cb579610ae609960144343cddd8f0b,
reference__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6,envelope_integral_ledger.csv,results/gf_k1_k4_envelope_refinement_round43/runs/reference__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6/envelope_integral_ledger.csv,aedd67fc70e70ab130254540692d0e0db68e4d0649bce0b674e394e4cc3a2c0c,196,local_raw_with_published_hash,True,ce91fe085db3ed9ccfe153ba7eb44367e6cb579610ae609960144343cddd8f0b,
reference__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6,external/global_bound_trace.csv,results/gf_k1_k4_envelope_refinement_round43/runs/reference__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6/external/global_bound_trace.csv,b1fdf281dbc00300be6e1a62fa4b1ca69af8fae3a08d746d855e141777c933c7,483,local_raw_with_published_hash,False,ce91fe085db3ed9ccfe153ba7eb44367e6cb579610ae609960144343cddd8f0b,
reference__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6,external/initial_decomposition_ledger.csv,results/gf_k1_k4_envelope_refinement_round43/runs/reference__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6/external/initial_decomposition_ledger.csv,7749e4a37d79ba711551ba8cb44d056df510d35c6c41ced18fff93197a3e2f94,315,local_raw_with_published_hash,False,ce91fe085db3ed9ccfe153ba7eb44367e6cb579610ae609960144343cddd8f0b,
reference__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6,external/lp_status_ledger.csv,results/gf_k1_k4_envelope_refinement_round43/runs/reference__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6/external/lp_status_ledger.csv,28f2982d007e9c8d04e351d7d92950d8eacb57b3b69d1c2aeea6c6f791554310,140,local_raw_with_published_hash,False,ce91fe085db3ed9ccfe153ba7eb44367e6cb579610ae609960144343cddd8f0b,
reference__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6,external/native_target_ledger.csv,results/gf_k1_k4_envelope_refinement_round43/runs/reference__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6/external/native_target_ledger.csv,c28dddda41f5ad1d8f117d429ea2d14de8b3bfa98ef9e87fa1ba41aa924471db,208,local_raw_with_published_hash,False,ce91fe085db3ed9ccfe153ba7eb44367e6cb579610ae609960144343cddd8f0b,
reference__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6,external/paper_leaf_ledger.csv,results/gf_k1_k4_envelope_refinement_round43/runs/reference__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6/external/paper_leaf_ledger.csv,b70f20b2367fc7c81cf17f3fc906b87ce67b3e0bdfe0564f547e7dae2211c6b5,683,local_raw_with_published_hash,False,ce91fe085db3ed9ccfe153ba7eb44367e6cb579610ae609960144343cddd8f0b,
