instance_id,classification,candidate,candidate_certified,candidate_false_certificate,candidate_verifier_passed,candidate_parameter_contract_valid,c6_certified,pgrb_certified,certificate_regression_vs_c6,candidate_work,c6_work,pgrb_work,candidate_over_c6_work,candidate_over_pgrb_work,candidate_exact_seconds,c6_exact_seconds,shifted_exact_time_vs_c6,candidate_process_seconds,pgrb_process_seconds,shifted_total_time_vs_pgrb,joint_work_time_ratio_vs_pgrb,material_result_vs_pgrb,severe_material_regression,split_count,final_intervals,lp_jobs,terminal_mip_jobs
round39_small_easy_V10_M1_Q30_slot04_seed1099392856,startup_dominated,"A(1,2,0.1)",True,False,True,True,True,True,False,0.0,0.0,0.010659155080385264,1.0,0.0,0.009535300000000024,0.010659699999999717,0.9988874593495717,2.6076899,2.6222197,0.9959887027283298,0.9959887027283298,win,False,0,0,0,0
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,material_proof,"A(1,2,0.1)",True,False,True,True,True,True,False,37.41641907787794,47.3035471806965,2.080721906744143,0.7909854822292636,17.98242184916779,18.983949499999998,25.0300728,0.7677254556122486,24.1833729,6.8338031,3.2147058814894134,17.98242184916779,loss,True,0,1,5,1
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,material_proof,"A(1,2,0.1)",True,False,True,True,True,True,False,1545.8494704354425,4373.077783569157,1568.0170733870093,0.35349233353305987,0.9858626520541109,770.1486585,2098.2256727,0.36734909854077646,772.3691769,1108.4856559,0.6970519833108191,0.9858626520541109,tie,False,0,1,5,1
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,material_proof,"A(1,2,0.1)",True,False,True,True,True,True,False,2.9790562526828124,3.407074912530055,7.188283498467557,0.8743735694589114,0.4144322150507706,2.3845387000000002,2.7465428000000003,0.9033764941908577,3.56427,6.8471275,0.5816485076864114,0.5816485076864114,win,False,0,1,5,1
round39_small_medium_V10_M2_Q20_slot05_seed968549317,material_proof,"A(1,2,0.1)",True,False,True,True,True,True,False,66.98362238615394,109.91515934198168,326.4377944170663,0.6094120482302735,0.20519567137061875,39.9509816,64.1180846,0.6288726373256992,41.2768772,217.85053,0.1931769468412985,0.20519567137061875,win,False,0,1,5,1
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,material_proof,"A(1,2,0.1)",True,False,True,True,True,True,False,1.9009640755409485,1.1499275494877275,0.6707323822951633,1.6531163866695728,2.834161769610831,2.9515024,1.4062540000000001,1.6421800857266107,3.2415998,0.885853,2.2491677771279095,2.834161769610831,loss,True,5,6,35,2
round39_small_hard_V10_M1_Q20_slot01_seed561355351,material_proof,"A(1,2,0.1)",True,False,True,True,True,True,False,2.040944750078581,0.989274344317732,0.6229244358140683,2.063072555961359,3.2763921797535107,3.0804198,1.3413479000000001,1.7427652678185925,3.4539202,0.9694369,2.2615196252289174,3.2763921797535107,loss,True,6,7,40,2
round39_small_hard_V12_M3_Q20_slot07_seed621538683,material_proof,"A(1,2,0.1)",True,False,True,True,False,True,False,226.30685306541812,138.4451303784979,4938.029809485076,1.634632091765982,0.04582938171631183,123.8154668,77.4270527,1.5914848576223493,125.9897934,3218.8071995,0.03944018555512271,0.04582938171631183,win,False,0,1,5,1
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,material_proof,"A(1,2,0.1)",True,False,True,True,True,True,False,230.93842781922072,133.73490192498448,3152.2339036687963,1.7268373812302216,0.07326183109395466,152.18345390000002,79.2869038,1.9079506949426042,154.2139515,1980.4077826,0.07833518817430328,0.07833518817430328,win,False,12,13,105,9
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,material_proof,"A(1,2,0.1)",True,False,True,True,True,True,False,35.68105804398642,10.503884558425527,247.29863210454607,3.396939279513065,0.1442832810692708,30.0872962,8.1766734,3.3876433043808665,31.0284602,174.4937639,0.18250483372304033,0.18250483372304033,win,False,23,24,175,12
round39_small_easy_V10_M1_Q30_slot04_seed1099392856,startup_dominated,"A(4,2,0.1)",True,False,True,True,True,True,False,0.0,0.0,0.010659155080385264,1.0,0.0,0.009366099999999822,0.010659699999999717,0.9987200439475326,2.6164348,2.6222197,0.9984029406057285,0.9984029406057285,win,False,0,0,0,0
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,material_proof,"A(4,2,0.1)",True,False,True,True,True,True,False,46.74457311531779,47.3035471806965,2.080721906744143,0.9881832526587602,22.465555326642583,28.287722,25.0300728,1.1251494463741953,33.4782228,6.8338031,4.401211309485172,22.465555326642583,loss,True,0,4,16,3
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,material_proof,"A(4,2,0.1)",True,False,True,True,True,True,False,1346.0503225176133,4373.077783569157,1568.0170733870093,0.30780388301692013,0.8584411135333273,676.0632165000001,2098.2256727,0.3225299810806759,678.314013,1108.4856559,0.6122783195867003,0.8584411135333273,win,False,0,4,16,3
