elapsed_seconds,event,leaf_id,gamma_L,gamma_U,attempt,native_status,native_bound,native_bound_available,incumbent,incumbent_available,global_lb,verified_ub,open_leaf_count,failure_reason
0.40337129999999999,attempt,L0,0,0.23749999999999999,0,INFEASIBLE,1e+100,1,0,0,0.23749999999999999,1.7493134520506337,1,none
1.1303319000000001,attempt,L1,0.23749999999999999,0.47499999999999998,0,INFEASIBLE,1e+100,1,0,0,0.47499999999999998,1.7493134520506337,1,none
31.284173800000001,attempt,L2,0.47499999999999998,0.71249999999999991,0,TIME_LIMIT,1.6812463198987921,1,0,0,0.71249999999999991,1.7493134520506337,1,none
31.764370799999998,attempt,L3,0.71249999999999991,0.94999999999999996,0,INFEASIBLE,1e+100,1,0,0,1.6812463198987921,1.7493134520506337,1,none
91.798690500000006,attempt,L2,0.47499999999999998,0.71249999999999991,1,TIME_LIMIT,1.6887948778019441,1,0,0,1.6887948778019441,1.7493134520506337,1,none
91.798763300000005,split,L2,0.47499999999999998,0.71249999999999991,-1,not_run,0,false,0,false,1.6887948778019441,1.7493134520506337,2,none
121.9392957,attempt,L2.0,0.47499999999999998,0.59375,0,TIME_LIMIT,1.6926626065569321,1,0,0,1.6887948778019441,1.7493134520506337,1,none
124.2713772,attempt,L2.1,0.59375,0.71249999999999991,0,INFEASIBLE,1e+100,1,0,0,1.6926626065569321,1.7493134520506337,1,none
184.29050119999999,attempt,L2.0,0.47499999999999998,0.59375,1,TIME_LIMIT,1.6957368467950471,1,1.7493134520506337,1,1.6957368467950471,1.7493134520506337,1,none
184.2905629,split,L2.0,0.47499999999999998,0.59375,-1,not_run,0,false,0,false,1.6957368467950471,1.7493134520506337,2,none
214.43128429999999,attempt,L2.0.0,0.47499999999999998,0.53437500000000004,0,TIME_LIMIT,1.69613310345644,1,0,0,1.6957368467950471,1.7493134520506337,1,none
244.57141960000001,attempt,L2.0.1,0.53437500000000004,0.59375,0,TIME_LIMIT,1.7336760861364697,1,1.7493134520506337,1,1.69613310345644,1.7493134520506337,1,none
268.53413949999998,attempt,L2.0.0,0.47499999999999998,0.53437500000000004,1,TIME_LIMIT,1.6977171353269032,1,0,0,1.6977171353269032,1.7493134520506337,1,none
