stage,instance,family,V,left_arm,right_arm,common_ub,left_status,right_status,left_strict,right_strict,left_final_lb,right_final_lb,right_minus_left_lb,left_common_gap,right_common_gap,right_minus_left_gap,left_bound_auc,right_bound_auc,right_minus_left_auc,left_wall_seconds,right_wall_seconds,left_work,right_work,right_optimize_count
stage2,V12_M1,v12,12,P-GRB,C3-REPLICA,0.3572005832084155,optimal,cplex_replica_external_gini_tree_time_limit,True,False,0.3572005832084151,0.31663236056917027,-0.04056822263924481,1.2432488375612486e-15,0.11357266630098123,0.11357266630097998,0.9913334562638427,0.8503892013058885,-0.14094425495795426,34.7559244,294.0351589,53.573278258640755,372.43783558610073,334
stage2,V12_M2,v12,12,P-GRB,C3-REPLICA,0.7185040707549709,optimal,cplex_replica_external_gini_tree_time_limit,True,False,0.7185040707549712,0.6552496903260966,-0.06325438042887466,0.0,0.088036217195554,0.088036217195554,0.9742875241695564,0.8820207890249527,-0.0922667351446037,170.7387927,294.0534575,282.0967431295214,467.36481079198614,160
stage2,high_imbalance_seed3202,high_imbalance,20,P-GRB,C3-REPLICA,1.7493134520506337,time_limit,cplex_replica_external_gini_tree_time_limit,False,False,1.074658780762213,1.609967450778375,0.535308670016162,0.385668257737089,0.07965753713773269,-0.3060107205993563,0.6048863996798348,0.8689602451192528,0.26407384543941803,294.078716,294.0469415,581.9976989121426,534.2559880516362,89
stage2,high_imbalance_seed4201,high_imbalance,20,P-GRB,C3-REPLICA,2.784107571242904,time_limit,cplex_replica_external_gini_tree_time_limit,False,False,2.0042580270669403,2.6892378230914074,0.684979796024467,0.2801075476504728,0.0340754607082744,-0.2460320869421984,0.7083994199595923,0.910341549482792,0.20194212952319968,294.0789641,294.048347,549.9724196247716,497.17079370171706,47
stage2,high_imbalance_seed5202,high_imbalance,20,P-GRB,C3-REPLICA,1.1542456900998876,time_limit,cplex_replica_external_gini_tree_time_limit,False,False,0.9252150909251404,1.0151175975564048,0.08990250663126442,0.19842447854834708,0.12053594285584271,-0.07788853569250437,0.7963682531192882,0.8365970966755278,0.04022884355623968,294.0871294,294.0547949,568.7427493162174,484.8874434850693,29
stage2,high_imbalance_seed5203,high_imbalance,20,P-GRB,C3-REPLICA,2.3524097575828193,time_limit,cplex_replica_external_gini_tree_time_limit,False,False,1.9903564132248892,2.0254288773385505,0.03507246411366127,0.15390743181151917,0.1389982672832699,-0.01490916452824928,0.8362318553969615,0.8170679266766249,-0.019163928720336676,294.0782395,294.0534386,545.690867350785,503.0548462068426,69
stage2,high_imbalance_seed6202,high_imbalance,50,P-GRB,C3-REPLICA,9.820664665302525,time_limit,cplex_replica_external_gini_tree_time_limit,False,False,7.8574233767331165,7.487138546071088,-0.3702848306620288,0.1999092073172759,0.23761386818104466,0.03770466086376875,0.7969604064693634,0.6964296549064501,-0.10053075156291325,294.2724327,294.3031945,660.86509954727,561.1188501982878,21
stage2,moderate_seed3302,moderate,20,P-GRB,C3-REPLICA,0.19563620654901237,time_limit,cplex_replica_external_gini_tree_time_limit,False,False,0.12930891517259988,0.1394169181016961,0.010108002929096221,0.3390338248037724,0.2873664820996811,-0.051667342704091346,0.6541242021674638,0.6607598612776651,0.006635659110201253,294.0791413,294.0519246,554.8542866057608,465.9528911258309,133
stage2,moderate_seed4302,moderate,20,P-GRB,C3-REPLICA,0.04854285887126694,time_limit,cplex_replica_external_gini_tree_time_limit,False,False,8.816848156789071e-08,0.006826339528771914,0.006826251360290346,0.9999981836982077,0.859375,-0.1406231836982077,1.7310869663278439e-06,0.09564592379616499,0.09564419270919866,294.0757669,294.0462974,522.0531954320295,463.44684168743464,231
stage2,moderate_seed5301,moderate,20,P-GRB,C3-REPLICA,0.16885733659692667,time_limit,cplex_replica_external_gini_tree_time_limit,False,False,0.07245428297814198,0.08263319999845456,0.01017891702031258,0.5709142141031455,0.5106330487984344,-0.06028116530471106,0.4235040123328847,0.4369620519924121,0.01345803965952741,294.0763388,294.0415581,585.6092026606575,506.82664497636983,409
stage2,moderate_seed5302,moderate,20,P-GRB,C3-REPLICA,0.10573533268303861,time_limit,cplex_replica_external_gini_tree_time_limit,False,False,0.026346485760173625,0.01610829051859732,-0.010238195241576306,0.7508260948196747,0.847654609770937,0.09682851495126232,0.2311816689551336,0.14059801557843532,-0.09058365337669827,294.1057307,294.0478801,539.3320843639573,492.0917824226808,49
stage2,moderate_seed6301,moderate,50,P-GRB,C3-REPLICA,,time_limit,missing,False,False,0.4334604561007951,,,0.5840641946347753,,,0.40563478507297646,,,294.2825587,315.030999999959,723.019940916208,,0
stage2,tight_T_seed3101,tight_T,20,P-GRB,C3-REPLICA,0.10725273413394144,time_limit,cplex_replica_external_gini_tree_time_limit,False,False,0.01937849707503963,0.023431236229689643,0.004052739154650015,0.8193193186959785,0.7815325043329172,-0.037786814363061305,0.16580082160312615,0.1322797033406854,-0.03352111826244075,294.0809834,294.0543783,543.6478897917422,470.5325431608441,535
stage2,tight_T_seed4101,tight_T,20,P-GRB,C3-REPLICA,0.562981400559009,time_limit,cplex_replica_external_gini_tree_time_limit,False,False,0.36326075806486424,0.4194737161392273,0.05621295807436305,0.3547553121574414,0.25490661730083203,-0.09984869485660935,0.627783990534723,0.6982698742733483,0.0704858837386253,294.0800316,294.0479378,545.4948416835063,453.10567644396065,293
stage2,tight_T_seed5102,tight_T,20,P-GRB,C3-REPLICA,0.3623546627845846,time_limit,cplex_replica_external_gini_tree_time_limit,False,False,0.2258845704217254,0.2552055634582377,0.029320993036512283,0.3766202187495763,0.2957022782677582,-0.08091794048181811,0.6123428160429939,0.6226079095066496,0.010265093463655672,294.0809819,294.0437725,550.5497551310665,453.72475685210975,366
stage2,tight_T_seed5103,tight_T,20,P-GRB,C3-REPLICA,0.2849628509699851,time_limit,cplex_replica_external_gini_tree_time_limit,False,False,0.15202339601727297,0.18308999717010382,0.03106660115283086,0.466515036960781,0.3574952084214354,-0.10901982853934561,0.5177135089853537,0.5312456699454555,0.013532160960101791,294.0778026,294.0460783,547.5066858861962,459.2919589958494,393
stage2,tight_T_seed6102,tight_T,50,P-GRB,C3-REPLICA,0.6855974831044359,time_limit,cplex_replica_external_gini_tree_time_limit,False,False,0.5114077669336669,0.5528118497098944,0.041404082776227535,0.25406994696366914,0.193678706043783,-0.060391240919886124,0.7292083483916635,0.527003078531421,-0.20220526986024245,294.2791476,294.3158592,679.1565492215543,279.6960059121118,21
