instance,arm,status,objective,verifier_passed,strict_certificate,root_coverage,all_relevant_closed,known_exhaustive_optimum,passed
toy,P-GRB,optimal,0,True,True,False,False,0.0,True
toy,S0-CPLEX,optimal,0,True,True,False,False,0.0,True
toy,C3-REPLICA,optimal,0,True,True,True,True,0.0,True
