stage,instance,family,V,left_arm,right_arm,common_ub,left_status,right_status,left_strict,right_strict,left_final_lb,right_final_lb,right_minus_left_lb,left_common_gap,right_common_gap,right_minus_left_gap,left_bound_auc,right_bound_auc,right_minus_left_auc,left_wall_seconds,right_wall_seconds,left_work,right_work,right_optimize_count
stage3,V12_M1,v12,12,C2-PAPER,C3-REPLICA,0.3572005832084155,optimal,cplex_replica_external_gini_tree_time_limit,True,False,0.3572005832084146,0.31663236056917027,-0.04056822263924431,2.641903779817653e-15,0.11357266630098123,0.11357266630097859,0.9188039660484268,0.8503973684577487,-0.06840659759067813,143.0560062,294.0375676,172.85109000753008,371.3328704013023,334
stage3,V12_M2,v12,12,C2-PAPER,C3-REPLICA,0.7185040707549709,paper_external_gini_tree_time_limit,cplex_replica_external_gini_tree_time_limit,False,False,0.6552496903260966,0.6552496903260966,0.0,0.088036217195554,0.088036217195554,0.0,0.8805455269267408,0.8817328862712877,0.0011873593445468344,294.0501045,294.0535787,463.02429001084323,459.877124928024,158
stage3,high_imbalance_seed3202,high_imbalance,20,C2-PAPER,C3-REPLICA,1.7493134520506337,paper_external_gini_tree_time_limit,cplex_replica_external_gini_tree_time_limit,False,False,1.6100919655396664,1.609967450778375,-0.00012451476129138328,0.07958635792102603,0.07965753713773269,7.117921670665717e-05,0.8627550581069398,0.8687517907829185,0.005996732675978778,294.0465222,294.0467805,535.2495952313006,534.2129189767437,89
stage3,moderate_seed3302,moderate,20,C2-PAPER,C3-REPLICA,0.19563620654901237,paper_external_gini_tree_time_limit,cplex_replica_external_gini_tree_time_limit,False,False,0.13951573914498416,0.1394169181016961,-9.882104328806651e-05,0.28686135554345077,0.2873664820996811,0.0005051265562303064,0.6583552451533133,0.6605817653356862,0.002226520182372904,294.049427,294.0572794,467.6628563424964,466.0256747428309,133
stage3,tight_T_seed3101,tight_T,20,C2-PAPER,C3-REPLICA,0.10725273413394144,paper_external_gini_tree_time_limit,cplex_replica_external_gini_tree_time_limit,False,False,0.05362636706697072,0.023431236229689643,-0.03019513083728108,0.5,0.7815325043329172,0.2815325043329172,0.24116698577317508,0.13228360854353738,-0.1088833772296377,294.0574524,294.0460517,507.16627283367313,470.6151745367018,535
