leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,presolve_observed,root_relaxation_observed,model_sha256,row_signature,native_log
R,LP,"OPTIMAL",0,261.41,0.247,0.681849,0,3110,0,0.0272088,1,0,f8a5e2235e0f8dce4ad7fc2bdce53fed09b62f783a8aa7c8f212b97861ed7c4b,f8a5e2235e0f8dce4ad7fc2bdce53fed09b62f783a8aa7c8f212b97861ed7c4b,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage2__high_imbalance_seed4201__c3_replica__300s\external\native_logs\R_lp.gurobi.log"
R.0,LP,"OPTIMAL",0,261.012,0.273,0.771579,0,3578,0,0.0272393,1,0,5c4ab08d5fed3ebba46c5d52604dd54ba857879e310d7f7d465d1c793855638b,5c4ab08d5fed3ebba46c5d52604dd54ba857879e310d7f7d465d1c793855638b,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage2__high_imbalance_seed4201__c3_replica__300s\external\native_logs\R.0_lp.gurobi.log"
R.1,LP,"OPTIMAL",0,260.591,0.242,0.666382,0,3365,0,0.0291692,1,0,1699607a6c7c4b22af67f32d50578407a748e764335fe5062efced523bf42e0f,1699607a6c7c4b22af67f32d50578407a748e764335fe5062efced523bf42e0f,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage2__high_imbalance_seed4201__c3_replica__300s\external\native_logs\R.1_lp.gurobi.log"
R.0.0,LP,"INFEASIBLE",0,260.192,0.0539999,0.130634,0,556,0,0.0291692,1,0,f9cbb631200fff744c3904b8dfd10f5898a146bd8eeff27e6addd7c54681eeb9,f9cbb631200fff744c3904b8dfd10f5898a146bd8eeff27e6addd7c54681eeb9,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage2__high_imbalance_seed4201__c3_replica__300s\external\native_logs\R.0.0_lp.gurobi.log"
R.0.1,LP,"OPTIMAL",0,259.986,0.304,0.81965,0,4015,0,0.0291692,1,0,8d582bb68e030c1a7f75dd6faff001541e55c5c45a58e850652c06a44b599252,8d582bb68e030c1a7f75dd6faff001541e55c5c45a58e850652c06a44b599252,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage2__high_imbalance_seed4201__c3_replica__300s\external\native_logs\R.0.1_lp.gurobi.log"
R.0.1.0,LP,"INFEASIBLE",0,259.519,0.062,0.146412,0,945,0,0.0291692,1,0,adcea3c8c23bcc2c2575fb85290409d52ee4415676d45a99d1db872af70f6872,adcea3c8c23bcc2c2575fb85290409d52ee4415676d45a99d1db872af70f6872,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage2__high_imbalance_seed4201__c3_replica__300s\external\native_logs\R.0.1.0_lp.gurobi.log"
R.0.1.1,LP,"OPTIMAL",0,259.305,0.294,0.821959,0,3836,0,0.0291692,1,0,7e7b9fbfbe4b47fb1749956113cbde3d2fcc2735f09b89d4aef83efb1e1331ba,7e7b9fbfbe4b47fb1749956113cbde3d2fcc2735f09b89d4aef83efb1e1331ba,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage2__high_imbalance_seed4201__c3_replica__300s\external\native_logs\R.0.1.1_lp.gurobi.log"
R.1.0,LP,"OPTIMAL",0,258.849,0.232,0.637728,0,3364,0,0.0292104,1,0,3a82b838b2e39aba1f0c4bc865872a8e5dcdc4520de700c97890022a10452258,3a82b838b2e39aba1f0c4bc865872a8e5dcdc4520de700c97890022a10452258,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage2__high_imbalance_seed4201__c3_replica__300s\external\native_logs\R.1.0_lp.gurobi.log"
R.1.1,LP,"INFEASIBLE",0,258.471,0.076,0.17331,0,1010,0,0.0292104,1,0,ed82873ba9b40793140a63d26606e422879a7925b912d3283df267025466890c,ed82873ba9b40793140a63d26606e422879a7925b912d3283df267025466890c,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage2__high_imbalance_seed4201__c3_replica__300s\external\native_logs\R.1.1_lp.gurobi.log"
R.1.0.1,LP,"OPTIMAL",0,258.236,0.218,0.597842,0,3298,0,0.0292311,1,0,689344415757930a01c59e140f93a42804630a60719de878ed9285c76642b2f3,689344415757930a01c59e140f93a42804630a60719de878ed9285c76642b2f3,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage2__high_imbalance_seed4201__c3_replica__300s\external\native_logs\R.1.0.1_lp.gurobi.log"
