telemetry_seconds,event,leaf_id,global_lb,verified_ub
0.0196348,initialize,R,0,2.78411
0.413534,lp_complete,R,2.35078,2.78411
0.41356,atomic_split,R,2.35078,2.78411
0.838104,lp_complete,R.0,2.35078,2.78411
0.838137,atomic_split,R.0,2.35078,2.78411
1.22953,lp_complete,R.1,2.5689,2.78411
1.22956,atomic_split,R.1,2.5689,2.78411
1.43864,lp_infeasible,R.0.0,2.5689,2.78411
1.89586,lp_complete,R.0.1,2.65536,2.78411
1.89589,atomic_split,R.0.1,2.65536,2.78411
2.12047,lp_infeasible,R.0.1.0,2.65536,2.78411
2.56528,lp_complete,R.0.1.1,2.66193,2.78411
2.56531,atomic_split,R.0.1.1,2.66193,2.78411
2.96213,lp_complete,R.1.0,2.66193,2.78411
2.96215,atomic_split,R.1.0,2.66193,2.78411
3.18016,lp_infeasible,R.1.1,2.66222,2.78411
3.5599,lp_complete,R.1.0.1,2.66222,2.78411
3.55992,atomic_split,R.1.0.1,2.66222,2.78411
3.98729,lp_complete,R.1.0.0,2.66373,2.78411
3.98732,atomic_split,R.1.0.0,2.66373,2.78411
4.33071,lp_complete,R.1.0.0.1,2.66373,2.78411
4.33074,atomic_split,R.1.0.0.1,2.66373,2.78411
4.74187,lp_complete,R.1.0.0.0,2.66796,2.78411
4.7419,atomic_split,R.1.0.0.0,2.66796,2.78411
5.13595,lp_complete,R.1.0.0.0.0,2.66796,2.78411
5.13598,atomic_split,R.1.0.0.0.0,2.66796,2.78411
5.52332,lp_complete,R.1.0.0.0.1,2.67731,2.78411
5.52335,atomic_split,R.1.0.0.0.1,2.67731,2.78411
5.95784,lp_complete,R.1.0.0.0.0.0,2.67731,2.78411
5.95786,atomic_split,R.1.0.0.0.0.0,2.67731,2.78411
6.3888,lp_complete,R.1.0.0.0.0.1,2.68364,2.78411
6.38883,atomic_split,R.1.0.0.0.0.1,2.68364,2.78411
6.80991,lp_complete,R.1.0.0.0.0.1.0,2.68364,2.78411
6.80996,atomic_split,R.1.0.0.0.0.1.0,2.68364,2.78411
7.21813,lp_complete,R.1.0.0.0.0.1.1,2.68377,2.78411
7.21815,atomic_split,R.1.0.0.0.0.1.1,2.68377,2.78411
7.69363,lp_complete,R.1.0.0.0.1.0,2.68377,2.78411
7.69366,atomic_split,R.1.0.0.0.1.0,2.68377,2.78411
8.0699,lp_complete,R.1.0.0.0.1.1,2.6853,2.78411
8.06992,atomic_split,R.1.0.0.0.1.1,2.6853,2.78411
8.50284,lp_complete,R.1.0.0.0.1.0.0,2.6853,2.78411
8.5029,atomic_split,R.1.0.0.0.1.0.0,2.6853,2.78411
8.91236,lp_complete,R.1.0.0.0.1.0.1,2.68683,2.78411
8.91239,atomic_split,R.1.0.0.0.1.0.1,2.68683,2.78411
9.30626,lp_complete,R.1.0.0.0.0.1.1.1,2.68683,2.78411
9.30629,atomic_split,R.1.0.0.0.0.1.1.1,2.68683,2.78411
9.71325,lp_complete,R.1.0.0.0.0.1.1.0,2.6874,2.78411
9.71328,atomic_split,R.1.0.0.0.0.1.1.0,2.6874,2.78411
10.1465,lp_complete,R.1.0.0.0.1.0.0.0,2.6874,2.78411
10.1467,atomic_split,R.1.0.0.0.1.0.0.0,2.6874,2.78411
10.573,lp_complete,R.1.0.0.0.1.0.0.1,2.68768,2.78411
10.573,atomic_split,R.1.0.0.0.1.0.0.1,2.68768,2.78411
10.9858,lp_complete,R.1.0.0.0.0.1.0.1,2.68768,2.78411
10.986,atomic_split,R.1.0.0.0.0.1.0.1,2.68768,2.78411
11.4346,lp_complete,R.1.0.0.0.0.1.0.0,2.6883,2.78411
11.4346,atomic_split,R.1.0.0.0.0.1.0.0,2.6883,2.78411
11.8837,lp_complete,R.1.0.0.0.0.0.1,2.6883,2.78411
11.8837,atomic_split,R.1.0.0.0.0.0.1,2.6883,2.78411
12.3056,lp_complete,R.1.0.0.0.0.0.0,2.68842,2.78411
12.3056,atomic_split,R.1.0.0.0.0.0.0,2.68842,2.78411
12.7047,lp_complete,R.1.0.0.0.0.1.1.1.0,2.68842,2.78411
12.7047,atomic_split,R.1.0.0.0.0.1.1.1.0,2.68842,2.78411
13.1152,lp_complete,R.1.0.0.0.0.1.1.1.1,2.68862,2.78411
13.1153,atomic_split,R.1.0.0.0.0.1.1.1.1,2.68862,2.78411
13.518,lp_complete,R.1.0.0.0.1.0.0.0.0,2.68862,2.78411
13.518,atomic_split,R.1.0.0.0.1.0.0.0.0,2.68862,2.78411
13.9466,lp_complete,R.1.0.0.0.1.0.0.0.1,2.68875,2.78411
13.9466,atomic_split,R.1.0.0.0.1.0.0.0.1,2.68875,2.78411
14.3647,lp_complete,R.1.0.0.0.0.1.1.0.0,2.68875,2.78411
14.3647,atomic_split,R.1.0.0.0.0.1.1.0.0,2.68875,2.78411
14.7812,lp_complete,R.1.0.0.0.0.1.1.0.1,2.68896,2.78411
14.7812,atomic_split,R.1.0.0.0.0.1.1.0.1,2.68896,2.78411
15.176,lp_complete,R.1.0.0.0.1.0.1.1,2.68896,2.78411
15.1761,atomic_split,R.1.0.0.0.1.0.1.1,2.68896,2.78411
15.5921,lp_complete,R.1.0.0.0.1.0.1.0,2.68905,2.78411
15.5921,atomic_split,R.1.0.0.0.1.0.1.0,2.68905,2.78411
16.0113,lp_complete,R.1.0.0.0.1.0.0.1.1,2.68905,2.78411
16.0113,atomic_split,R.1.0.0.0.1.0.0.1.1,2.68905,2.78411
16.3946,lp_complete,R.1.0.0.0.1.0.0.1.0,2.68921,2.78411
16.3946,atomic_split,R.1.0.0.0.1.0.0.1.0,2.68921,2.78411
16.7997,lp_complete,R.1.0.0.0.0.1.1.1.1.0,2.68921,2.78411
221.536,terminal_mip_complete,R.1.0.0.0.0.1.1.1.1.0,2.68921,2.78411
221.947,lp_complete,R.1.0.0.0.0.1.1.1.1.1,2.68924,2.78411
257.709,terminal_mip_complete,R.1.0.0.0.0.1.1.1.1.1,2.68924,2.78411
258.103,lp_complete,R.1.0.0.0.1.0.0.0.0.1,2.68924,2.78411
