variant_name,time_limit_seconds,interval_id,pricing_calls,pricing_time_seconds,pricing_engine,final_pricing_engine,labels_generated,labels_kept,labels_expanded,labels_pruned_duration,labels_pruned_load,labels_pruned_station,labels_pruned_support,labels_pruned_reduced_cost,dominance_prunes,operation_dp_prunes,negative_columns_found,columns_inserted,best_reduced_cost,remaining_negative_rc,closure_status
all_improvements_300_v12_m2_forced,300,7,1,298.7868605,exact-label,exact-label,106811911,0,106811911,40574138,0,0,0,0,0,1125635095,0,0,0.0103294366883,0,not_run
