leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,c6_native_phase_count,c6_frontier_milestone_reached,c6_children_ready,closure_source,lower_bound_sources
L0,"",0,-1,0,0.11666332022899091,0,0.46665328091596364,empty,1,0,1,0,0,0,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L1,"",0,-1,0.11666332022899091,0.23332664045798182,0.11666332022899091,0.46434757248188263,closed,1,1,0,0.3363549854942226,1,1,1,0,"native_terminal_mip_optimal","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;valid_next_leaf_target_native_bound;native_terminal_mip_bound"
L2,"",0,-1,0.23332664045798182,0.34998996068697275,0.23332664045798182,0.444086776035302,replaced,1,1,0,0.444086776035302,0,0,0,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L3,"",0,-1,0.34998996068697275,0.46665328091596364,0.34998996068697275,0.46665328091596364,empty,1,0,1,0,0,0,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L2.0,"L2",1,0,0.23332664045798182,0.29165830057247727,0.444086776035302,0.444086776035302,replaced,1,1,0,0.444086776035302,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.1,"L2",1,1,0.29165830057247727,0.34998996068697275,0.444086776035302,0.46434757248188308,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L2.0.0,"L2.0",2,0,0.23332664045798182,0.26249247051522956,0.444086776035302,1e+100,empty,1,1,0,0.444086776035302,1,0,0,0,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L2.0.1,"L2.0",2,1,0.26249247051522956,0.29165830057247727,0.444086776035302,0.46434757248188308,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
