vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,28,15,6,0,0,6,547.7412683998408,360.0,13
0,2,28,15,43,11,0,6,17,322.6220254855665,660.0,19
0,3,15,43,0,0,17,17,0,413.0629371603927,1020.0,30
1,1,0,46,22,14,0,0,14,922.1980484456994,840.0,24
1,2,46,22,0,0,14,14,0,195.5564407403201,840.0,25
2,1,0,35,45,14,0,0,14,876.0874635071685,840.0,28
2,2,35,45,18,0,2,14,12,664.0154071414104,120.0,5
2,3,45,18,0,0,12,12,0,291.8267669422855,720.0,18
3,1,0,14,47,7,0,0,7,415.3612747631737,420.0,16
3,2,14,47,36,0,7,7,0,191.4211456808695,420.0,8
3,3,47,36,33,9,0,0,9,418.81417059877435,540.0,18
3,4,36,33,0,0,8,9,1,369.76272992704577,480.0,9
