leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,closure_source,lower_bound_sources
L0,"",0,-1,0,0.23749999999999999,0,1.1543377051882164,empty,1,0,1,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L1,"",0,-1,0.23749999999999999,0.47499999999999998,0.23749999999999999,0.93730104640418399,replaced,1,1,0,0.93730104640418399,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L2,"",0,-1,0.47499999999999998,0.71249999999999991,0.47499999999999998,1.0967819819487781,replaced,1,1,0,1.0967819819487781,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L3,"",0,-1,0.71249999999999991,0.94999999999999996,0.71249999999999991,1.1543377051882164,empty,1,0,1,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L1.0,"L1",1,0,0.23749999999999999,0.35624999999999996,0.98935413434549191,0.98935413434549191,replaced,1,1,0,0.98935413434549191,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1,"L1",1,1,0.35624999999999996,0.47499999999999998,0.99760429418300012,0.99760429418300012,replaced,1,1,0,0.99760429418300012,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0,"L2",1,0,0.47499999999999998,0.59375,1.0967819819487781,1.0967819819487781,open,1,1,0,1.0967819819487759,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.1,"L2",1,1,0.59375,0.71249999999999991,1.0967819819487781,1.1543377051882164,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.0.0,"L1.0",2,0,0.23749999999999999,0.296875,0.98935413434549191,1.1543377051882164,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.0.1,"L1.0",2,1,0.296875,0.35624999999999996,1.0115067875568946,1.0115067875568946,replaced,1,1,0,1.0115067875568946,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0,"L1.1",2,0,0.35624999999999996,0.41562499999999997,0.9999811874542599,0.9999811874542599,replaced,1,1,0,0.9999811874542599,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.1,"L1.1",2,1,0.41562499999999997,0.47499999999999998,1.0374069819487755,1.0374069819487755,open,1,1,0,1.0374069819487755,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.0,"L1.1.0",3,0,0.35624999999999996,0.38593749999999993,1.0041787491369858,1.0041787491369858,replaced,1,1,0,1.0041787491369858,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.1,"L1.1.0",3,1,0.38593749999999993,0.41562499999999997,1.0155794606188011,1.0155794606188011,open,1,1,0,1.0155794606188011,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.0.0,"L1.1.0.0",4,0,0.35624999999999996,0.37109374999999994,1.0155419140820865,1.0155419140820865,open,1,1,0,1.0155419140820865,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.0.1,"L1.1.0.0",4,1,0.37109374999999994,0.38593749999999993,1.0106877978936502,1.0106877978936502,replaced,1,1,0,1.0106877978936502,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.0.1.0,"L1.1.0.0.1",5,0,0.37109374999999994,0.37851562499999991,1.0134875768006393,1.0134875768006393,replaced,1,1,0,1.0134875768006393,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.0.1.1,"L1.1.0.0.1",5,1,0.37851562499999991,0.38593749999999993,1.0139955977349946,1.0139955977349946,replaced,1,1,0,1.0139955977349946,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.0.1.0,"L1.0.1",3,0,0.296875,0.32656249999999998,1.1408912069663537,1.1408912069663537,open,1,1,0,1.1408912069663537,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.0.1.1,"L1.0.1",3,1,0.32656249999999998,0.35624999999999996,1.0223860034463823,1.0223860034463823,open,1,1,0,1.0223860034463823,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.0.1.0.0,"L1.1.0.0.1.0",6,0,0.37109374999999994,0.37480468749999996,1.016984148262849,1.016984148262849,open,1,1,0,1.016984148262849,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.0.1.0.1,"L1.1.0.0.1.0",6,1,0.37480468749999996,0.37851562499999991,1.014828786211841,1.014828786211841,replaced,1,1,0,1.014828786211841,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.0.1.1.0,"L1.1.0.0.1.1",6,0,0.37851562499999991,0.38222656249999992,1.0145964783029577,1.0145964783029577,replaced,1,1,0,1.0145964783029577,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.0.1.1.1,"L1.1.0.0.1.1",6,1,0.38222656249999992,0.38593749999999993,1.0156520135259548,1.0156520135259548,open,1,1,0,1.0156520135259548,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.0.1.1.0.0,"L1.1.0.0.1.1.0",7,0,0.37851562499999991,0.38037109374999989,1.0151175975564048,1.0151175975564048,replaced,1,1,0,1.0151175975564048,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.0.1.1.0.1,"L1.1.0.0.1.1.0",7,1,0.38037109374999989,0.38222656249999992,1.0154224896330259,1.0154224896330259,replaced,1,1,0,1.0154224896330259,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.0.1.0.1.0,"L1.1.0.0.1.0.1",7,0,0.37480468749999996,0.37666015624999993,1.0165041968538455,1.0165041968538455,open,1,1,0,1.0165041968538455,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.0.1.0.1.1,"L1.1.0.0.1.0.1",7,1,0.37666015624999993,0.37851562499999991,1.015500566435138,1.015500566435138,replaced,1,1,0,1.015500566435138,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.0.1.1.0.0.0,"L1.1.0.0.1.1.0.0",8,0,0.37851562499999991,0.3794433593749999,1.0155489092255199,1.0155489092255199,open,1,1,0,1.0155489092255199,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.0.1.1.0.0.1,"L1.1.0.0.1.1.0.0",8,1,0.3794433593749999,0.38037109374999989,1.0155030830930074,1.1268055221865825,open,1,1,0,1.0155030830930074,1,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L1.1.0.0.1.1.0.1.0,"L1.1.0.0.1.1.0.1",8,0,0.38037109374999989,0.38129882812499993,1.0155935590676528,1.0155935590676528,open,1,1,0,1.0155935590676528,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.0.1.1.0.1.1,"L1.1.0.0.1.1.0.1",8,1,0.38129882812499993,0.38222656249999992,1.0158357804383993,1.0158357804383993,open,1,1,0,1.0158357804383993,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.0.1.0.1.1.0,"L1.1.0.0.1.0.1.1",8,0,0.37666015624999993,0.37758789062499992,1.0162887627194452,1.0162887627194452,open,1,1,0,1.0162887627194452,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.0.1.0.1.1.1,"L1.1.0.0.1.0.1.1",8,1,0.37758789062499992,0.37851562499999991,1.0158370124809943,1.0158370124809943,open,1,1,0,1.0158370124809943,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
