telemetry_seconds,event,leaf_id,gamma_L,gamma_U,status,global_lb,verified_ub,detail
0.220311,lp_complete,L0,0,0.2375,infeasible,0,1.15434,"complete_lp_relaxation"
0.641462,lp_complete,L1,0.2375,0.475,optimal,0.475,1.15434,"complete_lp_relaxation"
1.51073,atomic_split,L1,0.2375,0.475,replaced,0.475,1.15434,"strict_child_lp_bound_improvement"
1.865,lp_complete,L2,0.475,0.7125,optimal,0.7125,1.15434,"complete_lp_relaxation"
2.44741,atomic_split,L2,0.475,0.7125,replaced,0.7125,1.15434,"child_lp_infeasible"
2.6449,lp_complete,L3,0.7125,0.95,infeasible,0.7125,1.15434,"complete_lp_relaxation"
3.32763,atomic_split,L1.0,0.2375,0.35625,replaced,0.997604,1.15434,"child_lp_infeasible"
4.06745,atomic_split,L1.1,0.35625,0.475,replaced,0.999981,1.15434,"strict_child_lp_bound_improvement"
4.9639,atomic_split,L1.1.0,0.35625,0.415625,replaced,1.00418,1.15434,"strict_child_lp_bound_improvement"
5.9448,atomic_split,L1.1.0.0,0.35625,0.385937,replaced,1.01069,1.15434,"strict_child_lp_bound_improvement"
6.74731,atomic_split,L1.1.0.0.1,0.371094,0.385937,replaced,1.01151,1.15434,"strict_child_lp_bound_improvement"
7.55905,atomic_split,L1.0.1,0.296875,0.35625,replaced,1.01349,1.15434,"strict_child_lp_bound_improvement"
8.35383,atomic_split,L1.1.0.0.1.0,0.371094,0.378516,replaced,1.014,1.15434,"strict_child_lp_bound_improvement"
9.1732,atomic_split,L1.1.0.0.1.1,0.378516,0.385937,replaced,1.0146,1.15434,"strict_child_lp_bound_improvement"
9.94097,atomic_split,L1.1.0.0.1.1.0,0.378516,0.382227,replaced,1.01483,1.15434,"strict_child_lp_bound_improvement"
10.7236,atomic_split,L1.1.0.0.1.0.1,0.374805,0.378516,replaced,1.01512,1.15434,"strict_child_lp_bound_improvement"
11.501,atomic_split,L1.1.0.0.1.1.0.0,0.378516,0.380371,replaced,1.01542,1.15434,"strict_child_lp_bound_improvement"
12.2973,atomic_split,L1.1.0.0.1.1.0.1,0.380371,0.382227,replaced,1.0155,1.15434,"strict_child_lp_bound_improvement"
13.0789,atomic_split,L1.1.0.0.1.0.1.1,0.37666,0.378516,replaced,1.0155,1.15434,"strict_child_lp_bound_improvement"
