station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,9,18,18
2,46,28,31
3,7,15,15
4,6,9,9
5,45,28,30
6,17,10,11
7,10,22,22
8,12,23,23
9,6,10,10
10,22,12,13
11,19,10,11
12,22,12,13
