telemetry_seconds,event,leaf_id,global_lb,verified_ub
0.0114157,initialize,R,0,0.718504
0.3029,lp_complete,R,0.318536,0.718504
0.302927,atomic_split,R,0.318536,0.718504
0.604499,lp_infeasible,R.0,0.318536,0.718504
0.888875,lp_complete,R.1,0.581281,0.718504
0.8889,atomic_split,R.1,0.581281,0.718504
1.16671,lp_complete,R.1.0,0.581281,0.718504
1.16673,atomic_split,R.1.0,0.581281,0.718504
1.4367,lp_infeasible,R.1.1,0.589563,0.718504
1.72202,lp_complete,R.1.0.0,0.589563,0.718504
1.72204,atomic_split,R.1.0.0,0.589563,0.718504
1.9908,lp_complete,R.1.0.1,0.595217,0.718504
1.99082,atomic_split,R.1.0.1,0.595217,0.718504
2.41851,lp_infeasible,R.1.0.0.0,0.595217,0.718504
2.69362,lp_complete,R.1.0.0.1,0.625983,0.718504
2.69365,atomic_split,R.1.0.0.1,0.625983,0.718504
2.96634,lp_complete,R.1.0.0.1.0,0.625983,0.718504
2.96636,atomic_split,R.1.0.0.1.0,0.625983,0.718504
3.24692,lp_complete,R.1.0.0.1.1,0.633823,0.718504
3.24695,atomic_split,R.1.0.0.1.1,0.633823,0.718504
3.53898,lp_complete,R.1.0.0.1.0.0,0.633823,0.718504
3.53901,atomic_split,R.1.0.0.1.0.0,0.633823,0.718504
3.81766,lp_complete,R.1.0.0.1.0.1,0.640663,0.718504
3.81769,atomic_split,R.1.0.0.1.0.1,0.640663,0.718504
4.10054,lp_complete,R.1.0.0.1.0.0.1,0.640663,0.718504
4.10057,atomic_split,R.1.0.0.1.0.0.1,0.640663,0.718504
4.46746,lp_infeasible,R.1.0.0.1.0.0.0,0.641252,0.718504
4.7391,lp_complete,R.1.0.0.1.0.1.0,0.641252,0.718504
4.73913,atomic_split,R.1.0.0.1.0.1.0,0.641252,0.718504
5.02074,lp_complete,R.1.0.0.1.0.1.1,0.641917,0.718504
5.02077,atomic_split,R.1.0.0.1.0.1.1,0.641917,0.718504
5.29737,lp_complete,R.1.0.0.1.1.0,0.641917,0.718504
5.29742,atomic_split,R.1.0.0.1.1.0,0.641917,0.718504
5.57308,lp_complete,R.1.0.0.1.1.1,0.643543,0.718504
5.57311,atomic_split,R.1.0.0.1.1.1,0.643543,0.718504
5.84301,lp_complete,R.1.0.0.1.1.0.1,0.643543,0.718504
5.84305,atomic_split,R.1.0.0.1.1.0.1,0.643543,0.718504
6.12595,lp_complete,R.1.0.0.1.1.0.0,0.644371,0.718504
6.12598,atomic_split,R.1.0.0.1.1.0.0,0.644371,0.718504
6.40664,lp_complete,R.1.0.0.1.0.0.1.0,0.644371,0.718504
6.40668,atomic_split,R.1.0.0.1.0.0.1.0,0.644371,0.718504
6.67852,lp_complete,R.1.0.0.1.0.0.1.1,0.644628,0.718504
6.67855,atomic_split,R.1.0.0.1.0.0.1.1,0.644628,0.718504
6.94734,lp_complete,R.1.0.0.1.0.1.0.1,0.644628,0.718504
6.94738,atomic_split,R.1.0.0.1.0.1.0.1,0.644628,0.718504
7.21925,lp_complete,R.1.0.0.1.0.1.0.0,0.644964,0.718504
7.21937,atomic_split,R.1.0.0.1.0.1.0.0,0.644964,0.718504
7.50259,lp_complete,R.1.0.0.1.0.1.1.0,0.644964,0.718504
7.50262,atomic_split,R.1.0.0.1.0.1.1.0,0.644964,0.718504
7.77781,lp_complete,R.1.0.0.1.0.1.1.1,0.645853,0.718504
7.77792,atomic_split,R.1.0.0.1.0.1.1.1,0.645853,0.718504
8.04892,lp_complete,R.1.0.0.1.1.0.0.0,0.645853,0.718504
8.04896,atomic_split,R.1.0.0.1.1.0.0.0,0.645853,0.718504
8.32199,lp_complete,R.1.0.0.1.1.0.0.1,0.646145,0.718504
8.32203,atomic_split,R.1.0.0.1.1.0.0.1,0.646145,0.718504
8.70939,lp_infeasible,R.1.0.0.1.0.0.1.0.0,0.646145,0.718504
8.97273,lp_complete,R.1.0.0.1.0.0.1.0.1,0.646226,0.718504
8.97277,atomic_split,R.1.0.0.1.0.0.1.0.1,0.646226,0.718504
9.24955,lp_complete,R.1.0.0.1.0.0.1.1.1,0.646226,0.718504
9.24958,atomic_split,R.1.0.0.1.0.0.1.1.1,0.646226,0.718504
9.52673,lp_complete,R.1.0.0.1.0.0.1.1.0,0.646353,0.718504
9.52677,atomic_split,R.1.0.0.1.0.0.1.1.0,0.646353,0.718504
9.79867,lp_complete,R.1.0.0.1.0.1.0.0.0,0.646353,0.718504
9.79871,atomic_split,R.1.0.0.1.0.1.0.0.0,0.646353,0.718504
10.0687,lp_complete,R.1.0.0.1.0.1.0.0.1,0.646492,0.718504
10.0688,atomic_split,R.1.0.0.1.0.1.0.0.1,0.646492,0.718504
10.3368,lp_complete,R.1.0.0.1.0.1.0.1.0,0.646492,0.718504
10.3368,atomic_split,R.1.0.0.1.0.1.0.1.0,0.646492,0.718504
10.6134,lp_complete,R.1.0.0.1.0.1.0.1.1,0.64665,0.718504
10.6134,atomic_split,R.1.0.0.1.0.1.0.1.1,0.64665,0.718504
10.8792,lp_complete,R.1.0.0.1.0.1.1.0.1,0.64665,0.718504
10.8793,atomic_split,R.1.0.0.1.0.1.1.0.1,0.64665,0.718504
11.1572,lp_complete,R.1.0.0.1.0.1.1.0.0,0.646819,0.718504
11.1573,atomic_split,R.1.0.0.1.0.1.1.0.0,0.646819,0.718504
11.4335,lp_complete,R.1.0.0.1.0.1.1.1.0,0.646819,0.718504
11.4336,atomic_split,R.1.0.0.1.0.1.1.1.0,0.646819,0.718504
11.7015,lp_complete,R.1.0.0.1.0.1.1.1.1,0.647069,0.718504
11.7015,atomic_split,R.1.0.0.1.0.1.1.1.1,0.647069,0.718504
12.0903,lp_infeasible,R.1.0.0.1.0.0.1.0.1.0,0.647069,0.718504
12.3628,lp_complete,R.1.0.0.1.0.0.1.0.1.1,0.647096,0.718504
12.881,terminal_mip_complete,R.1.0.0.1.0.0.1.0.1.1,0.647096,0.718504
13.1469,lp_complete,R.1.0.0.1.0.0.1.1.0.0,0.647096,0.718504
13.7228,terminal_mip_complete,R.1.0.0.1.0.0.1.1.0.0,0.647096,0.718504
13.9923,lp_complete,R.1.0.0.1.0.0.1.1.0.1,0.647117,0.718504
14.535,terminal_mip_complete,R.1.0.0.1.0.0.1.1.0.1,0.647117,0.718504
14.8081,lp_complete,R.1.0.0.1.1.0.0.0.1,0.647117,0.718504
14.8081,atomic_split,R.1.0.0.1.1.0.0.0.1,0.647117,0.718504
15.0763,lp_complete,R.1.0.0.1.1.0.0.0.0,0.647153,0.718504
15.0763,atomic_split,R.1.0.0.1.1.0.0.0.0,0.647153,0.718504
15.347,lp_complete,R.1.0.0.1.0.0.1.1.1.1,0.647153,0.718504
16.2883,terminal_mip_complete,R.1.0.0.1.0.0.1.1.1.1,0.647153,0.718504
16.5577,lp_complete,R.1.0.0.1.0.0.1.1.1.0,0.647217,0.718504
17.0639,terminal_mip_complete,R.1.0.0.1.0.0.1.1.1.0,0.647217,0.718504
17.3502,lp_complete,R.1.0.0.1.0.1.0.0.0.0,0.647217,0.718504
18.3077,terminal_mip_complete,R.1.0.0.1.0.1.0.0.0.0,0.647217,0.718504
18.5844,lp_complete,R.1.0.0.1.0.1.0.0.0.1,0.647283,0.718504
19.5403,terminal_mip_complete,R.1.0.0.1.0.1.0.0.0.1,0.647283,0.718504
19.809,lp_complete,R.1.0.0.1.0.1.0.0.1.0,0.647283,0.718504
20.796,terminal_mip_complete,R.1.0.0.1.0.1.0.0.1.0,0.647283,0.718504
21.0727,lp_complete,R.1.0.0.1.0.1.0.0.1.1,0.64729,0.718504
22.2594,terminal_mip_complete,R.1.0.0.1.0.1.0.0.1.1,0.64729,0.718504
