parent_id,parent_bound,child_id,child_inherited_bound,inheritance_valid,source
R,0.318536,R.0,0.318536,true,"inherited_complete_parent_lp_bound"
R,0.318536,R.1,0.318536,true,"inherited_complete_parent_lp_bound"
R.1,0.581281,R.1.0,0.581281,true,"inherited_complete_parent_lp_bound"
R.1,0.581281,R.1.1,0.581281,true,"inherited_complete_parent_lp_bound"
R.1.0,0.589563,R.1.0.0,0.589563,true,"inherited_complete_parent_lp_bound"
R.1.0,0.589563,R.1.0.1,0.589563,true,"inherited_complete_parent_lp_bound"
R.1.0.0,0.595217,R.1.0.0.0,0.595217,true,"inherited_complete_parent_lp_bound"
R.1.0.0,0.595217,R.1.0.0.1,0.595217,true,"inherited_complete_parent_lp_bound"
R.1.0.1,0.657203,R.1.0.1.0,0.657203,true,"inherited_complete_parent_lp_bound"
R.1.0.1,0.657203,R.1.0.1.1,0.657203,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1,0.625983,R.1.0.0.1.0,0.625983,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1,0.625983,R.1.0.0.1.1,0.625983,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0,0.633823,R.1.0.0.1.0.0,0.633823,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0,0.633823,R.1.0.0.1.0.1,0.633823,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.1,0.641917,R.1.0.0.1.1.0,0.641917,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.1,0.641917,R.1.0.0.1.1.1,0.641917,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.0,0.640663,R.1.0.0.1.0.0.0,0.640663,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.0,0.640663,R.1.0.0.1.0.0.1,0.640663,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.1,0.641252,R.1.0.0.1.0.1.0,0.641252,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.1,0.641252,R.1.0.0.1.0.1.1,0.641252,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.0.1,0.644371,R.1.0.0.1.0.0.1.0,0.644371,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.0.1,0.644371,R.1.0.0.1.0.0.1.1,0.644371,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.1.0,0.644628,R.1.0.0.1.0.1.0.0,0.644628,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.1.0,0.644628,R.1.0.0.1.0.1.0.1,0.644628,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.1.1,0.644964,R.1.0.0.1.0.1.1.0,0.644964,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.1.1,0.644964,R.1.0.0.1.0.1.1.1,0.644964,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.1.0,0.643543,R.1.0.0.1.1.0.0,0.643543,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.1.0,0.643543,R.1.0.0.1.1.0.1,0.643543,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.1.1,0.650045,R.1.0.0.1.1.1.0,0.650045,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.1.1,0.650045,R.1.0.0.1.1.1.1,0.650045,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.1.0.1,0.64729,R.1.0.0.1.1.0.1.0,0.64729,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.1.0.1,0.64729,R.1.0.0.1.1.0.1.1,0.64729,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.1.0.0,0.645853,R.1.0.0.1.1.0.0.0,0.645853,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.1.0.0,0.645853,R.1.0.0.1.1.0.0.1,0.645853,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.0.1.0,0.646145,R.1.0.0.1.0.0.1.0.0,0.646145,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.0.1.0,0.646145,R.1.0.0.1.0.0.1.0.1,0.646145,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.0.1.1,0.646226,R.1.0.0.1.0.0.1.1.0,0.646226,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.0.1.1,0.646226,R.1.0.0.1.0.0.1.1.1,0.646226,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.1.0.1,0.646492,R.1.0.0.1.0.1.0.1.0,0.646492,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.1.0.1,0.646492,R.1.0.0.1.0.1.0.1.1,0.646492,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.1.0.0,0.646353,R.1.0.0.1.0.1.0.0.0,0.646353,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.1.0.0,0.646353,R.1.0.0.1.0.1.0.0.1,0.646353,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.1.1.0,0.64665,R.1.0.0.1.0.1.1.0.0,0.64665,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.1.1.0,0.64665,R.1.0.0.1.0.1.1.0.1,0.64665,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.1.1.1,0.646819,R.1.0.0.1.0.1.1.1.0,0.646819,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.1.1.1,0.646819,R.1.0.0.1.0.1.1.1.1,0.646819,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.1.0.0.0,0.647117,R.1.0.0.1.1.0.0.0.0,0.647117,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.1.0.0.0,0.647117,R.1.0.0.1.1.0.0.0.1,0.647117,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.1.0.0.1,0.647725,R.1.0.0.1.1.0.0.1.0,0.647725,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.1.0.0.1,0.647725,R.1.0.0.1.1.0.0.1.1,0.647725,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.0.1.0.1,0.647069,R.1.0.0.1.0.0.1.0.1.0,0.647069,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.0.1.0.1,0.647069,R.1.0.0.1.0.0.1.0.1.1,0.647069,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.0.1.1.1,0.647153,R.1.0.0.1.0.0.1.1.1.0,0.647153,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.0.1.1.1,0.647153,R.1.0.0.1.0.0.1.1.1.1,0.647153,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.0.1.1.0,0.647096,R.1.0.0.1.0.0.1.1.0.0,0.647096,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.0.1.1.0,0.647096,R.1.0.0.1.0.0.1.1.0.1,0.647096,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.1.0.0.0,0.647217,R.1.0.0.1.0.1.0.0.0.0,0.647217,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1.0.1.0.0.0,0.647217,R.1.0.0.1.0.1.0.0.0.1,0.647217,true,"inherited_complete_parent_lp_bound"
