decision_sequence,K0,tau,interval_id,parent_id,depth,gamma_L,gamma_U,B_p,B_L,B_R,U,proof_gap,g_L_raw,g_R_raw,g_L,g_R,eta,mu,S_AM,adaptive_rho_I,score_tolerance,selected_action,native_target,deterministic_reason,coverage_update
1,1,0.080000000000000002,"L0","",0,0,0.72314254011986911,0.11406632217227719,0.1145722081740306,0.43332920838976191,0.72314254011986911,0.60907621794759192,0.00083057914074875761,0.52417559052511842,0.00083057914074875761,0.52417559052511842,0.00083057914074875761,0.26250308483293361,0.00021802958664443622,0.30475832331995212,1.6418307164367291e-07,"native-target",0.1145722081740306,"adaptive_mass_score_below_tau_native_target","parent_coverage_retained"
2,1,0.080000000000000002,"L0","",0,0,0.72314254011986911,0.11797015944790615,0.1145722081740306,0.43332920838976191,0.72314254011986911,0.605172380671963,-0.0056148485661268498,0.52110614927880827,0,0.52110614927880827,0,0.26055307463940414,0,0.30703917085114829,1.6524218139131161e-07,"exact-close",,"adaptive_mass_no_strict_child_improvement","parent_coverage_retained"
