snapshot_id,snapshot_source,V,variable_count,unknown_unparsed_count,unknown_unparsed_fraction,family_counts,S,P,H,G,W_SP,W_GS,sum_i_w_i_T_SP_i,reconstructed_S_times_P,reconstructed_H_over_VS,G_gap,SP_gap,root_LP_objective,top_fractional_z,top_fractional_x,top_fractional_p,top_fractional_d,top_r_i,top_Y_i,top_e_i,top_h_i_j,top_T_SP_i,top_q_i,top_route_support_station_sets_by_vehicle,route_fractionality_score,z_fractionality_score,x_fractionality_score,fractional_z_count,fractional_x_count,W_GS_gap,SP_gap_disaggregated,SP_gap_aggregate,GSH_gap,objective_estimator_slack
dominant_k4_low_gini_1_auto_diagnostic_recommended_profile_1200s:first_relaxation_callback,first_relaxation_callback,,2141,0,0.0,G=1;McCormick auxiliary variables=133;W_GS=1;W_SP=1;Y_i=20;bit variables=113;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,20.108056709896946,0.20773116312339396,4.5684713332342906,0.0122881381662,3.4473944234679825,0.22842356666171398,not_available,4.177070008498059,0.01135980318522213,-0.0009283349809778713,0.7296755850300762,,z_2_7:0.484716|z_1_4:0.546536|z_1_3:0.546536|z_1_2:0.546536|z_1_10:0.546536|z_0_4:0.453464|z_0_3:0.453464|z_0_10:0.453464,x_2_7_8:0.484716|x_2_1_7:0.484716|x_0_19_16:0.546536|x_0_19_4:0.453464|x_0_0_16:0.453464|x_1_4_13:0.546536|x_1_3_10:0.546536|x_1_2_3:0.546536,p_0_16:11.5162|p_2_7:1.52707|p_0_10:0.453464|p_2_15:4.60048|p_1_10:10.3059|p_0_2:0.299854|p_2_12:1.27437|p_0_20:2.27437,d_2_8:10.4847|d_1_4:0.546536|d_0_4:0.453464|d_0_3:0.453464|d_0_8:0.409388|d_1_13:9.38869|d_2_5:3.38129|d_0_17:5.66306,r_4:1|r_2:1|r_9:1|r_10:0.936721|r_3:0.915764|r_16:0.915764|r_13:0.915764|r_8:0.915764,Y_13:28.3887|Y_7:27.4729|Y_17:26.5572|Y_20:24.7256|Y_12:24.7256|Y_8:22.8941|Y_6:22.8941|Y_11:19.231,e_5:0.0842358|e_8:0.0842358|e_7:0.0842358|e_6:0.0842358|e_20:0.0842358|e_19:0.0842358|e_18:0.0842358|e_17:0.0842358,h_4_20:0.0842358|h_4_12:0.0842358|h_4_5:0.0842358|h_2_5:0.0842358|h_4_8:0.0842358|h_4_7:0.0842358|h_4_6:0.0842358|h_4_19:0.0842358,,,"k0:z_0_9=1,z_0_19=1,z_0_16=1,z_0_18=0.54654,z_0_4=0.45346,z_0_3=0.45346|k1:z_1_13=0.58478,z_1_4=0.54654,z_1_3=0.54654,z_1_2=0.54654,z_1_10=0.54654,z_1_1=0.36167|k2:z_2_15=0.63833,z_2_1=0.63833,z_2_8=0.59061,z_2_7=0.48472,z_2_14=0.35897,z_2_5=0.15361",22.49462465447836,8.9389041668515,13.555720487626868,26,44,0.018667012443284697,not_available,0.7296755850300762,-0.0009283349809778713,not_available
dominant_k4_low_gini_1_auto_diagnostic_recommended_profile_300s:first_relaxation_callback,first_relaxation_callback,,2141,0,0.0,G=1;McCormick auxiliary variables=133;W_GS=1;W_SP=1;Y_i=20;bit variables=113;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,20.108056709896946,0.20773116312339396,4.5684713332342906,0.0122881381662,3.4473944234679825,0.22842356666171398,not_available,4.177070008498059,0.01135980318522213,-0.0009283349809778713,0.7296755850300762,,z_2_7:0.484716|z_1_4:0.546536|z_1_3:0.546536|z_1_2:0.546536|z_1_10:0.546536|z_0_4:0.453464|z_0_3:0.453464|z_0_10:0.453464,x_2_7_8:0.484716|x_2_1_7:0.484716|x_0_19_16:0.546536|x_0_19_4:0.453464|x_0_0_16:0.453464|x_1_4_13:0.546536|x_1_3_10:0.546536|x_1_2_3:0.546536,p_0_16:11.5162|p_2_7:1.52707|p_0_10:0.453464|p_2_15:4.60048|p_1_10:10.3059|p_0_2:0.299854|p_2_12:1.27437|p_0_20:2.27437,d_2_8:10.4847|d_1_4:0.546536|d_0_4:0.453464|d_0_3:0.453464|d_0_8:0.409388|d_1_13:9.38869|d_2_5:3.38129|d_0_17:5.66306,r_4:1|r_2:1|r_9:1|r_10:0.936721|r_3:0.915764|r_16:0.915764|r_13:0.915764|r_8:0.915764,Y_13:28.3887|Y_7:27.4729|Y_17:26.5572|Y_20:24.7256|Y_12:24.7256|Y_8:22.8941|Y_6:22.8941|Y_11:19.231,e_5:0.0842358|e_8:0.0842358|e_7:0.0842358|e_6:0.0842358|e_20:0.0842358|e_19:0.0842358|e_18:0.0842358|e_17:0.0842358,h_4_20:0.0842358|h_4_12:0.0842358|h_4_5:0.0842358|h_2_5:0.0842358|h_4_8:0.0842358|h_4_7:0.0842358|h_4_6:0.0842358|h_4_19:0.0842358,,,"k0:z_0_9=1,z_0_19=1,z_0_16=1,z_0_18=0.54654,z_0_4=0.45346,z_0_3=0.45346|k1:z_1_13=0.58478,z_1_4=0.54654,z_1_3=0.54654,z_1_2=0.54654,z_1_10=0.54654,z_1_1=0.36167|k2:z_2_15=0.63833,z_2_1=0.63833,z_2_8=0.59061,z_2_7=0.48472,z_2_14=0.35897,z_2_5=0.15361",22.49462465447836,8.9389041668515,13.555720487626868,26,44,0.018667012443284697,not_available,0.7296755850300762,-0.0009283349809778713,not_available
dominant_k4_low_gini_1_combined_route_cuts_limited_1200s:first_relaxation_callback,first_relaxation_callback,,2140,0,0.0,G=1;McCormick auxiliary variables=133;W_SP=1;Y_i=20;bit variables=113;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,20.187451100631584,0.16884315531485783,7.853307835041007,0.016764828795065082,2.802030005133801,not_available,not_available,3.408512941595036,0.019450964353779434,0.0026861355587143518,0.606482936461235,,z_0_1:0.394951|z_1_18:0.38833|z_1_17:0.38833|z_1_16:0.38833|z_2_15:0.381695|z_2_18:0.366667|z_0_14:0.634949|z_2_16:0.351608,x_0_2_14:0.431689|x_0_1_19:0.394951|x_0_19_1:0.394951|x_1_4_0:0.61167|x_1_12_4:0.61167|x_1_4_18:0.38833|x_1_18_17:0.38833|x_1_17_16:0.38833,p_1_7:2.46281|p_0_16:4.54354|p_2_15:4.55684|p_1_16:6.57975|p_2_16:0.351608|p_2_20:1.30576|p_2_10:9.69659|p_1_10:0.303405,d_0_1:5.5251|d_2_13:9.45989|d_0_19:4.56636|d_1_18:0.38833|d_1_5:4.36122|d_1_11:2.27928|d_0_17:0.757631|d_2_19:3.79486,r_4:1|r_2:1|r_10:1|r_3:1|r_9:1|r_8:0.918061|r_6:0.918061|r_5:0.918061,Y_13:28.4599|Y_17:26.6238|Y_7:26.5372|Y_20:23.8835|Y_12:23.8835|Y_8:22.9515|Y_6:22.9515|Y_11:19.2793,e_7:0.115427|e_20:0.115427|e_12:0.115427|e_8:0.081939|e_6:0.081939|e_5:0.081939|e_19:0.081939|e_18:0.081939,h_7_10:0.115427|h_4_7:0.115427|h_4_20:0.115427|h_4_12:0.115427|h_2_7:0.115427|h_2_20:0.115427|h_2_12:0.115427|h_10_20:0.115427,,,"k0:z_0_8=1,z_0_2=1,z_0_19=0.65501,z_0_14=0.63495,z_0_1=0.39495,z_0_16=0.26006|k1:z_1_4=1,z_1_5=0.69659,z_1_12=0.69659,z_1_18=0.38833,z_1_17=0.38833,z_1_16=0.38833|k2:z_2_9=1,z_2_3=1,z_2_10=0.69659,z_2_15=0.38169,z_2_18=0.36667,z_2_16=0.35161",19.7552227242283,7.155236441019002,12.599986283209313,26,44,not_available,not_available,0.606482936461235,0.0026861355587143518,not_available
dominant_k4_low_gini_1_combined_route_cuts_limited_300s:first_relaxation_callback,first_relaxation_callback,,2140,0,0.0,G=1;McCormick auxiliary variables=133;W_SP=1;Y_i=20;bit variables=113;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,20.187451100631584,0.16884315531485783,7.853307835041007,0.016764828795065082,2.802030005133801,not_available,not_available,3.408512941595036,0.019450964353779434,0.0026861355587143518,0.606482936461235,,z_0_1:0.394951|z_1_18:0.38833|z_1_17:0.38833|z_1_16:0.38833|z_2_15:0.381695|z_2_18:0.366667|z_0_14:0.634949|z_2_16:0.351608,x_0_2_14:0.431689|x_0_1_19:0.394951|x_0_19_1:0.394951|x_1_4_0:0.61167|x_1_12_4:0.61167|x_1_4_18:0.38833|x_1_18_17:0.38833|x_1_17_16:0.38833,p_1_7:2.46281|p_0_16:4.54354|p_2_15:4.55684|p_1_16:6.57975|p_2_16:0.351608|p_2_20:1.30576|p_2_10:9.69659|p_1_10:0.303405,d_0_1:5.5251|d_2_13:9.45989|d_0_19:4.56636|d_1_18:0.38833|d_1_5:4.36122|d_1_11:2.27928|d_0_17:0.757631|d_2_19:3.79486,r_4:1|r_2:1|r_10:1|r_3:1|r_9:1|r_8:0.918061|r_6:0.918061|r_5:0.918061,Y_13:28.4599|Y_17:26.6238|Y_7:26.5372|Y_20:23.8835|Y_12:23.8835|Y_8:22.9515|Y_6:22.9515|Y_11:19.2793,e_7:0.115427|e_20:0.115427|e_12:0.115427|e_8:0.081939|e_6:0.081939|e_5:0.081939|e_19:0.081939|e_18:0.081939,h_7_10:0.115427|h_4_7:0.115427|h_4_20:0.115427|h_4_12:0.115427|h_2_7:0.115427|h_2_20:0.115427|h_2_12:0.115427|h_10_20:0.115427,,,"k0:z_0_8=1,z_0_2=1,z_0_19=0.65501,z_0_14=0.63495,z_0_1=0.39495,z_0_16=0.26006|k1:z_1_4=1,z_1_5=0.69659,z_1_12=0.69659,z_1_18=0.38833,z_1_17=0.38833,z_1_16=0.38833|k2:z_2_9=1,z_2_3=1,z_2_10=0.69659,z_2_15=0.38169,z_2_18=0.36667,z_2_16=0.35161",19.7552227242283,7.155236441019002,12.599986283209313,26,44,not_available,not_available,0.606482936461235,0.0026861355587143518,not_available
dominant_k4_low_gini_1_gs_callback_upper_only_10s:first_relaxation_callback,first_relaxation_callback,,2141,0,0.0,G=1;McCormick auxiliary variables=133;W_GS=1;W_SP=1;Y_i=20;bit variables=113;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,20.187451100631574,0.16884315531486102,7.853307835040805,0.016764828795064784,2.8020300051338545,0.30371782984673723,not_available,3.4085129415950988,0.019450964353778945,0.002686135558714161,0.6064829364612443,,z_2_3:0.51556|z_0_18:0.522222|z_0_3:0.444444|z_2_1:0.424573|z_1_1:0.575427|z_2_20:0.325942|z_2_16:0.325942|z_0_16:0.674058,x_0_9_18:0.522222|x_0_18_9:0.522222|x_1_13_1:0.535432|x_1_0_2:0.456614|x_0_3_9:0.444444|x_0_9_3:0.444444|x_2_1_10:0.424573|x_2_10_0:0.424573,p_2_10:9.55367|p_1_10:0.446335|p_1_15:4.55684|p_0_16:6.3429|p_2_7:0.242604|p_1_7:2.2202|p_0_14:7.14715|p_2_16:5.13201,d_1_13:9.45989|d_0_3:0.444444|d_2_1:0.424573|d_2_8:5.57989|d_1_17:5.62377|d_0_8:5.37163|d_0_18:8.36122|d_2_5:4.36122,r_4:1|r_3:1|r_2:1|r_10:1|r_9:1|r_8:0.918061|r_6:0.918061|r_5:0.918061,Y_13:28.4599|Y_17:26.6238|Y_7:26.5372|Y_20:23.8835|Y_12:23.8835|Y_8:22.9515|Y_6:22.9515|Y_11:19.2793,e_7:0.115427|e_20:0.115427|e_12:0.115427|e_8:0.081939|e_6:0.081939|e_5:0.081939|e_19:0.081939|e_18:0.081939,h_7_10:0.115427|h_4_7:0.115427|h_4_20:0.115427|h_4_12:0.115427|h_3_7:0.115427|h_3_20:0.115427|h_3_12:0.115427|h_2_7:0.115427,,,"k0:z_0_9=1,z_0_4=1,z_0_19=1,z_0_8=0.7574,z_0_14=0.7574,z_0_16=0.67406|k1:z_1_2=1,z_1_13=1,z_1_17=0.81254,z_1_1=0.57543,z_1_11=0.27711,z_1_7=0.25744|k2:z_2_10=0.75051,z_2_3=0.51556,z_2_1=0.42457,z_2_20=0.32594,z_2_16=0.32594,z_2_8=0.2426",17.543610403774032,5.976508485446428,11.567101918327594,22,44,0.03472133166409325,not_available,0.6064829364612443,0.002686135558714161,not_available
dominant_k4_low_gini_1_gs_callback_upper_only_1200s:first_relaxation_callback,first_relaxation_callback,,2141,0,0.0,G=1;McCormick auxiliary variables=133;W_GS=1;W_SP=1;Y_i=20;bit variables=113;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,20.187451100631574,0.16884315531486102,7.853307835040805,0.016764828795064784,2.8020300051338545,0.30371782984673723,not_available,3.4085129415950988,0.019450964353778945,0.002686135558714161,0.6064829364612443,,z_2_3:0.51556|z_0_18:0.522222|z_0_3:0.444444|z_2_1:0.424573|z_1_1:0.575427|z_2_20:0.325942|z_2_16:0.325942|z_0_16:0.674058,x_0_9_18:0.522222|x_0_18_9:0.522222|x_1_13_1:0.535432|x_1_0_2:0.456614|x_0_3_9:0.444444|x_0_9_3:0.444444|x_2_1_10:0.424573|x_2_10_0:0.424573,p_2_10:9.55367|p_1_10:0.446335|p_1_15:4.55684|p_0_16:6.3429|p_2_7:0.242604|p_1_7:2.2202|p_0_14:7.14715|p_2_16:5.13201,d_1_13:9.45989|d_0_3:0.444444|d_2_1:0.424573|d_2_8:5.57989|d_1_17:5.62377|d_0_8:5.37163|d_0_18:8.36122|d_2_5:4.36122,r_4:1|r_3:1|r_2:1|r_10:1|r_9:1|r_8:0.918061|r_6:0.918061|r_5:0.918061,Y_13:28.4599|Y_17:26.6238|Y_7:26.5372|Y_20:23.8835|Y_12:23.8835|Y_8:22.9515|Y_6:22.9515|Y_11:19.2793,e_7:0.115427|e_20:0.115427|e_12:0.115427|e_8:0.081939|e_6:0.081939|e_5:0.081939|e_19:0.081939|e_18:0.081939,h_7_10:0.115427|h_4_7:0.115427|h_4_20:0.115427|h_4_12:0.115427|h_3_7:0.115427|h_3_20:0.115427|h_3_12:0.115427|h_2_7:0.115427,,,"k0:z_0_9=1,z_0_4=1,z_0_19=1,z_0_8=0.7574,z_0_14=0.7574,z_0_16=0.67406|k1:z_1_2=1,z_1_13=1,z_1_17=0.81254,z_1_1=0.57543,z_1_11=0.27711,z_1_7=0.25744|k2:z_2_10=0.75051,z_2_3=0.51556,z_2_1=0.42457,z_2_20=0.32594,z_2_16=0.32594,z_2_8=0.2426",17.543610403774032,5.976508485446428,11.567101918327594,22,44,0.03472133166409325,not_available,0.6064829364612443,0.002686135558714161,not_available
dominant_k4_low_gini_1_gs_callback_upper_only_14400s:first_candidate_callback,first_candidate_callback,,2141,0,0.0,G=1;McCormick auxiliary variables=133;W_GS=1;W_SP=1;Y_i=20;bit variables=113;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,20.12718864484596,0.2010272338489447,7.051704833716258,0.01894744691110765,3.747161305824498,0.352585241685813,not_available,4.046113058429273,0.017517858450444873,-0.0014295884606627778,0.29895175260477513,,,,,,r_4:1|r_2:1|r_9:1|r_18:0.95|r_16:0.944444|r_1:0.944444|r_3:0.933333|r_14:0.928571,Y_13:28|Y_7:27|Y_17:26|Y_20:25|Y_12:25|Y_8:23|Y_6:23|Y_18:19,e_15:0.105263|e_17:0.103448|e_7:0.1|e_5:0.1|e_19:0.1|e_13:0.0967742|e_11:0.0952381|e_10:0.0833333,h_4_15:0.105263|h_2_15:0.105263|h_9_15:0.105263|h_4_17:0.103448|h_2_17:0.103448|h_9_17:0.103448|h_4_7:0.1|h_2_7:0.1,,,"k0:z_0_9=1,z_0_5=1,z_0_20=1,z_0_18=1,z_0_17=1,z_0_14=1|k1:z_1_7=1,z_1_4=1,z_1_19=1,z_1_16=1,z_1_13=1,z_1_10=1|k2:z_2_8=1,z_2_3=1,z_2_2=1,z_2_15=1",0.0,0.0,0.0,0,0,0.02877359663225454,not_available,0.29895175260477513,-0.0014295884606627778,not_available
dominant_k4_low_gini_1_gs_callback_upper_only_14400s:first_relaxation_callback,first_relaxation_callback,,2141,0,0.0,G=1;McCormick auxiliary variables=133;W_GS=1;W_SP=1;Y_i=20;bit variables=113;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,20.187451100631574,0.16884315531486102,7.853307835040805,0.016764828795064784,2.8020300051338545,0.30371782984673723,not_available,3.4085129415950988,0.019450964353778945,0.002686135558714161,0.6064829364612443,,z_2_3:0.51556|z_0_18:0.522222|z_0_3:0.444444|z_2_1:0.424573|z_1_1:0.575427|z_2_20:0.325942|z_2_16:0.325942|z_0_16:0.674058,x_0_9_18:0.522222|x_0_18_9:0.522222|x_1_13_1:0.535432|x_1_0_2:0.456614|x_0_3_9:0.444444|x_0_9_3:0.444444|x_2_1_10:0.424573|x_2_10_0:0.424573,p_2_10:9.55367|p_1_10:0.446335|p_1_15:4.55684|p_0_16:6.3429|p_2_7:0.242604|p_1_7:2.2202|p_0_14:7.14715|p_2_16:5.13201,d_1_13:9.45989|d_0_3:0.444444|d_2_1:0.424573|d_2_8:5.57989|d_1_17:5.62377|d_0_8:5.37163|d_0_18:8.36122|d_2_5:4.36122,r_4:1|r_3:1|r_2:1|r_10:1|r_9:1|r_8:0.918061|r_6:0.918061|r_5:0.918061,Y_13:28.4599|Y_17:26.6238|Y_7:26.5372|Y_20:23.8835|Y_12:23.8835|Y_8:22.9515|Y_6:22.9515|Y_11:19.2793,e_7:0.115427|e_20:0.115427|e_12:0.115427|e_8:0.081939|e_6:0.081939|e_5:0.081939|e_19:0.081939|e_18:0.081939,h_7_10:0.115427|h_4_7:0.115427|h_4_20:0.115427|h_4_12:0.115427|h_3_7:0.115427|h_3_20:0.115427|h_3_12:0.115427|h_2_7:0.115427,,,"k0:z_0_9=1,z_0_4=1,z_0_19=1,z_0_8=0.7574,z_0_14=0.7574,z_0_16=0.67406|k1:z_1_2=1,z_1_13=1,z_1_17=0.81254,z_1_1=0.57543,z_1_11=0.27711,z_1_7=0.25744|k2:z_2_10=0.75051,z_2_3=0.51556,z_2_1=0.42457,z_2_20=0.32594,z_2_16=0.32594,z_2_8=0.2426",17.543610403774032,5.976508485446428,11.567101918327594,22,44,0.03472133166409325,not_available,0.6064829364612443,0.002686135558714161,not_available
dominant_k4_low_gini_1_gs_callback_upper_only_300s:first_relaxation_callback,first_relaxation_callback,,2141,0,0.0,G=1;McCormick auxiliary variables=133;W_GS=1;W_SP=1;Y_i=20;bit variables=113;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,20.187451100631574,0.16884315531486102,7.853307835040805,0.016764828795064784,2.8020300051338545,0.30371782984673723,not_available,3.4085129415950988,0.019450964353778945,0.002686135558714161,0.6064829364612443,,z_2_3:0.51556|z_0_18:0.522222|z_0_3:0.444444|z_2_1:0.424573|z_1_1:0.575427|z_2_20:0.325942|z_2_16:0.325942|z_0_16:0.674058,x_0_9_18:0.522222|x_0_18_9:0.522222|x_1_13_1:0.535432|x_1_0_2:0.456614|x_0_3_9:0.444444|x_0_9_3:0.444444|x_2_1_10:0.424573|x_2_10_0:0.424573,p_2_10:9.55367|p_1_10:0.446335|p_1_15:4.55684|p_0_16:6.3429|p_2_7:0.242604|p_1_7:2.2202|p_0_14:7.14715|p_2_16:5.13201,d_1_13:9.45989|d_0_3:0.444444|d_2_1:0.424573|d_2_8:5.57989|d_1_17:5.62377|d_0_8:5.37163|d_0_18:8.36122|d_2_5:4.36122,r_4:1|r_3:1|r_2:1|r_10:1|r_9:1|r_8:0.918061|r_6:0.918061|r_5:0.918061,Y_13:28.4599|Y_17:26.6238|Y_7:26.5372|Y_20:23.8835|Y_12:23.8835|Y_8:22.9515|Y_6:22.9515|Y_11:19.2793,e_7:0.115427|e_20:0.115427|e_12:0.115427|e_8:0.081939|e_6:0.081939|e_5:0.081939|e_19:0.081939|e_18:0.081939,h_7_10:0.115427|h_4_7:0.115427|h_4_20:0.115427|h_4_12:0.115427|h_3_7:0.115427|h_3_20:0.115427|h_3_12:0.115427|h_2_7:0.115427,,,"k0:z_0_9=1,z_0_4=1,z_0_19=1,z_0_8=0.7574,z_0_14=0.7574,z_0_16=0.67406|k1:z_1_2=1,z_1_13=1,z_1_17=0.81254,z_1_1=0.57543,z_1_11=0.27711,z_1_7=0.25744|k2:z_2_10=0.75051,z_2_3=0.51556,z_2_1=0.42457,z_2_20=0.32594,z_2_16=0.32594,z_2_8=0.2426",17.543610403774032,5.976508485446428,11.567101918327594,22,44,0.03472133166409325,not_available,0.6064829364612443,0.002686135558714161,not_available
dominant_k4_low_gini_1_gs_callback_upper_only_3600s:first_relaxation_callback,first_relaxation_callback,,2141,0,0.0,G=1;McCormick auxiliary variables=133;W_GS=1;W_SP=1;Y_i=20;bit variables=113;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,20.187451100631574,0.16884315531486102,7.853307835040805,0.016764828795064784,2.8020300051338545,0.30371782984673723,not_available,3.4085129415950988,0.019450964353778945,0.002686135558714161,0.6064829364612443,,z_2_3:0.51556|z_0_18:0.522222|z_0_3:0.444444|z_2_1:0.424573|z_1_1:0.575427|z_2_20:0.325942|z_2_16:0.325942|z_0_16:0.674058,x_0_9_18:0.522222|x_0_18_9:0.522222|x_1_13_1:0.535432|x_1_0_2:0.456614|x_0_3_9:0.444444|x_0_9_3:0.444444|x_2_1_10:0.424573|x_2_10_0:0.424573,p_2_10:9.55367|p_1_10:0.446335|p_1_15:4.55684|p_0_16:6.3429|p_2_7:0.242604|p_1_7:2.2202|p_0_14:7.14715|p_2_16:5.13201,d_1_13:9.45989|d_0_3:0.444444|d_2_1:0.424573|d_2_8:5.57989|d_1_17:5.62377|d_0_8:5.37163|d_0_18:8.36122|d_2_5:4.36122,r_4:1|r_3:1|r_2:1|r_10:1|r_9:1|r_8:0.918061|r_6:0.918061|r_5:0.918061,Y_13:28.4599|Y_17:26.6238|Y_7:26.5372|Y_20:23.8835|Y_12:23.8835|Y_8:22.9515|Y_6:22.9515|Y_11:19.2793,e_7:0.115427|e_20:0.115427|e_12:0.115427|e_8:0.081939|e_6:0.081939|e_5:0.081939|e_19:0.081939|e_18:0.081939,h_7_10:0.115427|h_4_7:0.115427|h_4_20:0.115427|h_4_12:0.115427|h_3_7:0.115427|h_3_20:0.115427|h_3_12:0.115427|h_2_7:0.115427,,,"k0:z_0_9=1,z_0_4=1,z_0_19=1,z_0_8=0.7574,z_0_14=0.7574,z_0_16=0.67406|k1:z_1_2=1,z_1_13=1,z_1_17=0.81254,z_1_1=0.57543,z_1_11=0.27711,z_1_7=0.25744|k2:z_2_10=0.75051,z_2_3=0.51556,z_2_1=0.42457,z_2_20=0.32594,z_2_16=0.32594,z_2_8=0.2426",17.543610403774032,5.976508485446428,11.567101918327594,22,44,0.03472133166409325,not_available,0.6064829364612443,0.002686135558714161,not_available
