time_seconds,process_tree_memory_mb,pid
0.004,38.582,19568
300.401,122.844,19568
600.773,106.578,19568
901.174,124.008,19568
1201.55,124.789,19568
1501.942,134.227,19568
1802.325,131.941,19568
2102.713,138.5,19568
2403.014,138.52,19568
2703.344,149.273,19568
3003.673,159.402,19568
3304.006,161.41,19568
3604.442,0.0,19568
