time_seconds,process_tree_memory_mb,pid
0.003,38.754,28748
300.316,123.355,28748
600.609,204.031,28748
900.912,288.605,28748
1201.234,360.148,28748
1501.553,425.746,28748
1801.91,503.062,28748
2102.245,586.801,28748
2402.592,670.848,28748
2702.921,740.902,28748
3003.263,808.797,28748
3303.581,877.555,28748
3603.931,0.0,28748
