time_seconds,process_tree_memory_mb,pid
0.009,8.742,50876
300.436,235.875,50876
600.853,530.504,50876
901.273,155.746,50876
1201.691,155.406,50876
1502.092,155.406,50876
1802.396,155.422,50876
2102.718,155.418,50876
2403.053,155.418,50876
2703.375,25.992,50876
3003.693,25.922,50876
3304.015,25.922,50876
3604.36,25.922,50876
3784.764,0.0,50876
