time_seconds,process_tree_memory_mb,pid
0.015,40.633,49972
300.425,560.34,49972
600.786,1050.84,49972
901.107,1768.844,49972
1205.178,2607.449,49972
1505.507,3179.781,49972
1805.875,3549.867,49972
2106.236,3894.367,49972
2406.57,4273.582,49972
2706.931,4495.934,49972
3007.295,4848.957,49972
3307.606,5175.562,49972
3607.978,1977.645,49972
3638.307,0.0,49972
