run_id,record_type,checkpoint_seconds,observation_available,freshness,source_observation_time_seconds,observation_age_seconds,native_best_bound,processed_nodes,open_nodes,simplex_iterations,gini_branch_count,ordinary_branch_count,common_same_run_ub,same_run_project_gap
round23_stage1__tight_T_seed3101__s0m__300s,checkpoint,1,True,fresh,0.69858370000000003,0.30141629999999997,0.0023119870487970859,0,1,6862,0,0,0.10725273413394144,0.9784435607402812
round23_stage1__tight_T_seed3101__s0m__300s,checkpoint,2,True,fresh,1.8797619999999999,0.12023800000000007,0.015309295602691647,0,1,11539,0,0,0.10725273413394144,0.8572596239497933
round23_stage1__tight_T_seed3101__s0m__300s,checkpoint,5,True,stale,2.7634626999999998,2.2365373,0.016086380287779367,0,1,13821,0,0,0.10725273413394144,0.8500142638071113
round23_stage1__tight_T_seed3101__s0m__300s,checkpoint,10,True,fresh,9.8917894999999998,0.10821050000000021,0.016086380287779534,9,6,22226,7,0,0.10725273413394144,0.8500142638071098
round23_stage1__tight_T_seed3101__s0m__300s,checkpoint,15,True,fresh,14.8755328,0.12446719999999978,0.016086380287779534,23,18,24541,12,8,0.10725273413394144,0.8500142638071098
round23_stage1__tight_T_seed3101__s0m__300s,checkpoint,20,True,fresh,19.608865300000001,0.3911346999999985,0.01659546571709114,45,32,34164,26,12,0.10725273413394144,0.8452676675228991
round23_stage1__tight_T_seed3101__s0m__300s,checkpoint,30,True,fresh,29.721586899999998,0.27841310000000163,0.033810390375773547,116,83,64078,43,56,0.10725273413394144,0.6847596413388418
round23_stage1__tight_T_seed3101__s0m__300s,checkpoint,45,True,fresh,44.681700599999999,0.3182994000000008,0.034273862831147521,246,123,134044,54,130,0.10725273413394144,0.6804383300070936
round23_stage1__tight_T_seed3101__s0m__300s,checkpoint,60,True,fresh,59.9703254,0.029674599999999884,0.034683164474258399,385,166,204387,71,204,0.10725273413394144,0.6766220949580204
round23_stage1__tight_T_seed3101__s0m__300s,checkpoint,90,True,fresh,89.987484199999997,0.012515800000002741,0.035621030188796983,589,186,343476,87,300,0.10725273413394144,0.6678776492139394
round23_stage1__tight_T_seed3101__s0m__300s,checkpoint,120,True,fresh,119.7110515,0.2889485000000036,0.036320953887396763,773,214,479364,93,400,0.10725273413394144,0.6613517204881907
round23_stage1__tight_T_seed3101__s0m__300s,checkpoint,180,True,fresh,179.91475399999999,0.08524600000001215,0.037554929760824141,1092,249,743880,102,568,0.10725273413394144,0.6498464112446396
round23_stage1__tight_T_seed3101__s0m__300s,checkpoint,240,True,fresh,239.94001510000001,0.05998489999998924,0.038449157512083339,1489,364,1012797,118,808,0.10725273413394144,0.6415088359046724
round23_stage1__tight_T_seed3101__s0m__300s,checkpoint,300,True,stale,262.01911489999998,37.98088510000002,0.038748802415877304,1607,380,1113736,118,875,0.10725273413394144,0.638715015250928
round23_stage1__tight_T_seed3101__s0m__300s,solver_final,solver_final,True,solver_final,262.01936669999998,0,0.038748802415877304,1607,380,1113736,118,875,0.10725273413394144,0.638715015250928
