row_id,stage,instance,arm,horizon_seconds,lower_bound,verified_upper_bound,relative_gap,normalized_gap_integral,strict_closed_before_horizon,certificate_count,work,nodes,peak_memory_gb,split_count
complex__round32_multi_m_moderate_V50_M2_seed254020866__c6,complex_mandatory_v50_development,round32_multi_m_moderate_V50_M2_seed254020866,c6,3600,0.8218938546780824,0.8493046993899493,0.032274453128018715,0.1308359696165545,False,0,10150.890286004014,3287.0,0.788043164,0
complex__round32_multi_m_moderate_V50_M2_seed254020866__gamma-veto,complex_mandatory_v50_development,round32_multi_m_moderate_V50_M2_seed254020866,gamma-veto,300,0.7956179515032213,0.9269409695906828,0.14167355030757883,0.23061664416307182,False,0,10202.84624393648,3184.0,0.780469104,0
complex__round32_multi_m_moderate_V50_M2_seed254020866__gamma-veto,complex_mandatory_v50_development,round32_multi_m_moderate_V50_M2_seed254020866,gamma-veto,1200,0.8038047977692663,0.9269409695906828,0.13284143851769853,0.1594091445631337,False,0,10202.84624393648,3184.0,0.780469104,0
complex__round32_multi_m_moderate_V50_M2_seed254020866__gamma-veto,complex_mandatory_v50_development,round32_multi_m_moderate_V50_M2_seed254020866,gamma-veto,3600,0.8163900524974661,0.8488889504927619,0.03828403936278226,0.13637309858962643,False,0,10202.84624393648,3184.0,0.780469104,0
complex__round32_multi_m_moderate_V50_M2_seed254020866__no-adaptive,complex_mandatory_v50_development,round32_multi_m_moderate_V50_M2_seed254020866,no-adaptive,300,0.4634704847953414,0.9269409695906828,0.5,0.5391008750833334,False,0,10178.688995945835,3173.0,0.780469105,0
complex__round32_multi_m_moderate_V50_M2_seed254020866__no-adaptive,complex_mandatory_v50_development,round32_multi_m_moderate_V50_M2_seed254020866,no-adaptive,1200,0.4634704847953414,0.9269409695906828,0.5,0.5097752187708333,False,0,10178.688995945835,3173.0,0.780469105,0
complex__round32_multi_m_moderate_V50_M2_seed254020866__no-adaptive,complex_mandatory_v50_development,round32_multi_m_moderate_V50_M2_seed254020866,no-adaptive,3600,0.4634704847953414,0.8488889504927619,0.4540269554382741,0.5030067594053326,False,0,10178.688995945835,3173.0,0.780469105,0
complex__round32_multi_m_moderate_V50_M2_seed254020866__d-r43,complex_secondary_v50_development,round32_multi_m_moderate_V50_M2_seed254020866,d-r43,300,0.8002911085833236,0.9269409695906828,0.13663206737240782,0.22951712485373857,False,0,9346.143388882792,4699.0,0.944473445,1
complex__round32_multi_m_moderate_V50_M2_seed254020866__d-r43,complex_secondary_v50_development,round32_multi_m_moderate_V50_M2_seed254020866,d-r43,1200,0.8224685051554939,0.9269409695906828,0.11270670718257471,0.149848505039222,False,0,9346.143388882792,4699.0,0.944473445,1
complex__round32_multi_m_moderate_V50_M2_seed254020866__d-r43,complex_secondary_v50_development,round32_multi_m_moderate_V50_M2_seed254020866,d-r43,3600,0.8431165774223633,0.8488889504927619,0.006799915427156678,0.06861171664282784,False,0,9346.143388882792,4699.0,0.944473445,1
complex__round32_multi_m_tight_T_V50_M4_seed1562257203__pgrb,complex_mandatory_v50_confirmation,round32_multi_m_tight_T_V50_M4_seed1562257203,pgrb,300,2.0761996454032943,2.955642167766265,0.29754702106839,0.3335425232005086,False,0,691.7431382592309,951.0,0.0,0
complex__round32_multi_m_tight_T_V50_M4_seed1562257203__pgrb,complex_mandatory_v50_confirmation,round32_multi_m_tight_T_V50_M4_seed1562257203,pgrb,1200,2.0776040413908694,2.940291067832859,0.29340191380366737,0.3042222352808119,False,0,2780.1453820505744,6222.0,0.0,0
complex__round32_multi_m_tight_T_V50_M4_seed1562257203__pgrb,complex_mandatory_v50_confirmation,round32_multi_m_tight_T_V50_M4_seed1562257203,pgrb,3600,2.079136971246735,2.928370823170868,0.2900021558760698,0.2955022138845589,False,0,8818.631797936416,11789.0,0.0,0
complex__round32_multi_m_tight_T_V50_M4_seed1562257203__c6,complex_mandatory_v50_confirmation,round32_multi_m_tight_T_V50_M4_seed1562257203,c6,300,2.7827383329271527,2.9498095162436155,0.05663795658548719,0.6751402914590577,False,0,10636.585797224967,770.0,1.202069479,0
complex__round32_multi_m_tight_T_V50_M4_seed1562257203__c6,complex_mandatory_v50_confirmation,round32_multi_m_tight_T_V50_M4_seed1562257203,c6,1200,2.8043400186237157,2.9498095162436155,0.049314878407859176,0.206570595080752,False,0,10636.585797224967,770.0,1.202069479,0
complex__round32_multi_m_tight_T_V50_M4_seed1562257203__c6,complex_mandatory_v50_confirmation,round32_multi_m_tight_T_V50_M4_seed1562257203,c6,3600,2.833838620311517,2.9295504411019535,0.03267116327733702,0.09944589689455881,False,0,10636.585797224967,770.0,1.202069479,0
complex__round32_multi_m_tight_T_V50_M4_seed1562257203__gamma-veto,complex_mandatory_v50_confirmation,round32_multi_m_tight_T_V50_M4_seed1562257203,gamma-veto,300,2.7827383329271527,2.9498095162436155,0.05663795658548719,0.6851903655838223,False,0,10666.182303958754,771.0,1.202069495,0
complex__round32_multi_m_tight_T_V50_M4_seed1562257203__gamma-veto,complex_mandatory_v50_confirmation,round32_multi_m_tight_T_V50_M4_seed1562257203,gamma-veto,1200,2.8043400186237157,2.9498095162436155,0.049314878407859176,0.20909314606590365,False,0,10666.182303958754,771.0,1.202069495,0
complex__round32_multi_m_tight_T_V50_M4_seed1562257203__gamma-veto,complex_mandatory_v50_confirmation,round32_multi_m_tight_T_V50_M4_seed1562257203,gamma-veto,3600,2.8338723696302024,2.9295504411019535,0.03265964297094052,0.10025690927827394,False,0,10666.182303958754,771.0,1.202069495,0
complex__round32_multi_m_tight_T_V50_M4_seed1562257203__no-adaptive,complex_mandatory_v50_confirmation,round32_multi_m_tight_T_V50_M4_seed1562257203,no-adaptive,300,0.49,2.9498095162436155,0.8338875790786715,0.9398806832898492,False,0,10166.49921257998,660.0,0.808935937,0
complex__round32_multi_m_tight_T_V50_M4_seed1562257203__no-adaptive,complex_mandatory_v50_confirmation,round32_multi_m_tight_T_V50_M4_seed1562257203,no-adaptive,1200,0.49,2.9498095162436155,0.8338875790786715,0.8603858551314658,False,0,10166.49921257998,660.0,0.808935937,0
complex__round32_multi_m_tight_T_V50_M4_seed1562257203__no-adaptive,complex_mandatory_v50_confirmation,round32_multi_m_tight_T_V50_M4_seed1562257203,no-adaptive,3600,0.49,2.9498095162436155,0.8338875790786715,0.8427203377629361,False,0,10166.49921257998,660.0,0.808935937,0
complex__round32_multi_m_high_imbalance_V50_M4_seed163456187__pgrb,complex_mandatory_v50_confirmation,round32_multi_m_high_imbalance_V50_M4_seed163456187,pgrb,300,5.850867299461008,7.256156112211752,0.19366849210778586,0.23274106085953283,False,0,534.9110597781602,1171.0,0.0,0
complex__round32_multi_m_high_imbalance_V50_M4_seed163456187__pgrb,complex_mandatory_v50_confirmation,round32_multi_m_high_imbalance_V50_M4_seed163456187,pgrb,1200,5.867697693418528,7.256156112211752,0.19134902795937883,0.20235413902307633,False,0,2201.3182777740503,6277.0,0.0,0
complex__round32_multi_m_high_imbalance_V50_M4_seed163456187__pgrb,complex_mandatory_v50_confirmation,round32_multi_m_high_imbalance_V50_M4_seed163456187,pgrb,3600,5.874001421122496,7.255830940545675,0.1904440071365911,0.19449119652252922,False,0,7575.266320106919,13295.0,0.0,0
complex__round32_multi_m_high_imbalance_V50_M4_seed163456187__c6,complex_mandatory_v50_confirmation,round32_multi_m_high_imbalance_V50_M4_seed163456187,c6,300,7.015696178736702,7.383573549912558,0.04982375657112713,0.280322076844128,False,0,10276.260601137144,1929.0,1.404585213,0
complex__round32_multi_m_high_imbalance_V50_M4_seed163456187__c6,complex_mandatory_v50_confirmation,round32_multi_m_high_imbalance_V50_M4_seed163456187,c6,1200,7.015696178736702,7.383573549912558,0.04982375657112713,0.10744833663937733,False,0,10276.260601137144,1929.0,1.404585213,0
complex__round32_multi_m_high_imbalance_V50_M4_seed163456187__c6,complex_mandatory_v50_confirmation,round32_multi_m_high_imbalance_V50_M4_seed163456187,c6,3600,7.015696178736702,7.255895718498152,0.03310405070308363,0.06893963451094388,False,0,10276.260601137144,1929.0,1.404585213,0
complex__round32_multi_m_high_imbalance_V50_M4_seed163456187__gamma-veto,complex_mandatory_v50_confirmation,round32_multi_m_high_imbalance_V50_M4_seed163456187,gamma-veto,300,7.015696178736702,7.383573549912558,0.04982375657112713,0.2897575528486859,False,0,9603.42261657601,1350.0,1.444888816,0
complex__round32_multi_m_high_imbalance_V50_M4_seed163456187__gamma-veto,complex_mandatory_v50_confirmation,round32_multi_m_high_imbalance_V50_M4_seed163456187,gamma-veto,1200,7.015696178736702,7.383573549912558,0.04982375657112713,0.10980720564051677,False,0,9603.42261657601,1350.0,1.444888816,0
complex__round32_multi_m_high_imbalance_V50_M4_seed163456187__gamma-veto,complex_mandatory_v50_confirmation,round32_multi_m_high_imbalance_V50_M4_seed163456187,gamma-veto,3600,7.015696178736702,7.255830940545673,0.033095418536710226,0.06972698935130867,False,0,9603.42261657601,1350.0,1.444888816,0
complex__round32_multi_m_high_imbalance_V50_M4_seed163456187__no-adaptive,complex_mandatory_v50_confirmation,round32_multi_m_high_imbalance_V50_M4_seed163456187,no-adaptive,300,0.735,7.383573549912558,0.9004547059724617,0.9215020517212568,False,0,9579.951272781564,1351.0,1.309246461,0
complex__round32_multi_m_high_imbalance_V50_M4_seed163456187__no-adaptive,complex_mandatory_v50_confirmation,round32_multi_m_high_imbalance_V50_M4_seed163456187,no-adaptive,1200,0.735,7.383573549912558,0.9004547059724617,0.9057165424096609,False,0,9579.951272781564,1351.0,1.309246461,0
complex__round32_multi_m_high_imbalance_V50_M4_seed163456187__no-adaptive,complex_mandatory_v50_confirmation,round32_multi_m_high_imbalance_V50_M4_seed163456187,no-adaptive,3600,0.735,7.255830940545673,0.8987021602318749,0.9021990917920824,False,0,9579.951272781564,1351.0,1.309246461,0
complex__round32_multi_m_moderate_V50_M4_seed721910669__pgrb,complex_mandatory_v50_confirmation,round32_multi_m_moderate_V50_M4_seed721910669,pgrb,300,0.2662231226373939,0.4339110734939358,0.3864569518963555,0.41942648605471583,False,0,697.8666156974787,581.0,0.0,0
complex__round32_multi_m_moderate_V50_M4_seed721910669__pgrb,complex_mandatory_v50_confirmation,round32_multi_m_moderate_V50_M4_seed721910669,pgrb,1200,0.269266114293247,0.4031803333886174,0.33214472037824627,0.3825369941191091,False,0,2730.0649482042654,1710.0,0.0,0
complex__round32_multi_m_moderate_V50_M4_seed721910669__pgrb,complex_mandatory_v50_confirmation,round32_multi_m_moderate_V50_M4_seed721910669,pgrb,3600,0.2705817687907723,0.40289682988361897,0.3284092881323174,0.3479495087749133,False,0,8259.382298455423,6110.0,0.0,0
complex__round32_multi_m_moderate_V50_M4_seed721910669__c6,complex_mandatory_v50_confirmation,round32_multi_m_moderate_V50_M4_seed721910669,c6,300,0.0,0.40669239072992647,1.0,1.0,False,0,10711.137760674304,342.0,0.80411507,0
complex__round32_multi_m_moderate_V50_M4_seed721910669__c6,complex_mandatory_v50_confirmation,round32_multi_m_moderate_V50_M4_seed721910669,c6,1200,0.32699425865670556,0.40669239072992647,0.19596661725138179,0.4163124776446896,False,0,10711.137760674304,342.0,0.80411507,0
complex__round32_multi_m_moderate_V50_M4_seed721910669__c6,complex_mandatory_v50_confirmation,round32_multi_m_moderate_V50_M4_seed721910669,c6,3600,0.3275331908372898,0.40669239072992647,0.1946414580085029,0.26859905270146184,False,0,10711.137760674304,342.0,0.80411507,0
complex__round32_multi_m_moderate_V50_M4_seed721910669__gamma-veto,complex_mandatory_v50_confirmation,round32_multi_m_moderate_V50_M4_seed721910669,gamma-veto,300,0.0,0.40669239072992647,1.0,1.0,False,0,10249.894412142852,234.0,0.787617861,0
complex__round32_multi_m_moderate_V50_M4_seed721910669__gamma-veto,complex_mandatory_v50_confirmation,round32_multi_m_moderate_V50_M4_seed721910669,gamma-veto,1200,0.32634984148865903,0.40669239072992647,0.19755114940082755,0.42702092796820257,False,0,10249.894412142852,234.0,0.787617861,0
complex__round32_multi_m_moderate_V50_M4_seed721910669__gamma-veto,complex_mandatory_v50_confirmation,round32_multi_m_moderate_V50_M4_seed721910669,gamma-veto,3600,0.32899418744669884,0.40669239072992647,0.19104907063487434,0.27057536989056297,False,0,10249.894412142852,234.0,0.787617861,0
complex__round32_multi_m_moderate_V50_M4_seed721910669__no-adaptive,complex_mandatory_v50_confirmation,round32_multi_m_moderate_V50_M4_seed721910669,no-adaptive,300,0.0,0.40669239072992647,1.0,1.0,False,0,10321.00722300454,109.0,0.759331204,0
complex__round32_multi_m_moderate_V50_M4_seed721910669__no-adaptive,complex_mandatory_v50_confirmation,round32_multi_m_moderate_V50_M4_seed721910669,no-adaptive,1200,0.20334619536496323,0.40669239072992647,0.5,0.6321057507083334,False,0,10321.00722300454,109.0,0.759331204,0
complex__round32_multi_m_moderate_V50_M4_seed721910669__no-adaptive,complex_mandatory_v50_confirmation,round32_multi_m_moderate_V50_M4_seed721910669,no-adaptive,3600,0.20334619536496323,0.40669239072992647,0.5,0.5440352502361112,False,0,10321.00722300454,109.0,0.759331204,0
