row_id,stage,instance,arm,complete,terminal_strict,terminal_local_parent_exact,terminal_honest_cap,process_seconds,executable_sha256,artifact_aliases,failure_reasons
cf__moderate_seed3301__k4__L2__pmm,true_counterfactual_development,moderate_seed3301,pmm-split,True,False,True,False,384.9921543,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__moderate_seed3301__k4__L2__fpmm,true_counterfactual_development,moderate_seed3301,fpmm-split,True,False,True,False,384.8698747,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round32_multi_m_tight_T_V50_M2_seed104207248__k4__L1__retain,true_counterfactual_development,round32_multi_m_tight_T_V50_M2_seed104207248,retain,True,False,True,False,1071.9836258,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round32_multi_m_tight_T_V50_M2_seed104207248__k4__L1__midpoint,true_counterfactual_development,round32_multi_m_tight_T_V50_M2_seed104207248,midpoint-split,True,False,True,False,899.9825117,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round32_multi_m_tight_T_V50_M2_seed104207248__k4__L1__pmm,true_counterfactual_development,round32_multi_m_tight_T_V50_M2_seed104207248,pmm-split,True,False,True,False,1066.7264222,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round32_multi_m_tight_T_V50_M2_seed104207248__k4__L1__fpmm,true_counterfactual_development,round32_multi_m_tight_T_V50_M2_seed104207248,fpmm-split,True,False,True,False,1067.388311,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k1__K1ROOT__retain,true_counterfactual_development,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,retain,True,False,True,False,9.8436307,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k1__K1ROOT__midpoint,true_counterfactual_development,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,midpoint-split,True,False,True,False,21.3262893,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k1__K1ROOT__pmm,true_counterfactual_development,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,pmm-split,True,False,True,False,13.7779486,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k1__K1ROOT__fpmm,true_counterfactual_development,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,fpmm-split,True,False,True,False,18.9872822,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k1__K1ROOT__retain,true_counterfactual_development,round39_small_hard_V12_M3_Q20_slot07_seed621538683,retain,True,False,True,False,121.076854,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k1__K1ROOT__midpoint,true_counterfactual_development,round39_small_hard_V12_M3_Q20_slot07_seed621538683,midpoint-split,True,False,True,False,96.4891615,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k1__K1ROOT__pmm,true_counterfactual_development,round39_small_hard_V12_M3_Q20_slot07_seed621538683,pmm-split,True,False,True,False,150.9875521,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k1__K1ROOT__fpmm,true_counterfactual_development,round39_small_hard_V12_M3_Q20_slot07_seed621538683,fpmm-split,True,False,True,False,167.1496643,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k1__K1ROOT__retain,true_counterfactual_development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,retain,True,False,True,False,217.9820332,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k1__K1ROOT__midpoint,true_counterfactual_development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,midpoint-split,True,False,True,False,91.9110533,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k1__K1ROOT__pmm,true_counterfactual_development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,pmm-split,True,False,True,False,229.9085499,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k1__K1ROOT__fpmm,true_counterfactual_development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,fpmm-split,True,False,True,False,261.3662456,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k1__K1ROOT__retain,true_counterfactual_development,round39_small_medium_V10_M2_Q20_slot05_seed968549317,retain,True,False,True,False,39.448328,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k1__K1ROOT__midpoint,true_counterfactual_development,round39_small_medium_V10_M2_Q20_slot05_seed968549317,midpoint-split,True,False,True,False,66.2025194,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k1__K1ROOT__pmm,true_counterfactual_development,round39_small_medium_V10_M2_Q20_slot05_seed968549317,pmm-split,True,False,True,False,279.7660394,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k1__K1ROOT__fpmm,true_counterfactual_development,round39_small_medium_V10_M2_Q20_slot05_seed968549317,fpmm-split,True,False,True,False,279.9263531,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k1__K1ROOT__retain,true_counterfactual_development,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,retain,True,False,True,False,689.6980381,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k1__K1ROOT__midpoint,true_counterfactual_development,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,midpoint-split,True,False,True,False,1349.5383531,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k1__K1ROOT__pmm,true_counterfactual_development,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,pmm-split,True,False,True,False,1228.8922964,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k1__K1ROOT__fpmm,true_counterfactual_development,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,fpmm-split,True,False,True,False,1230.0758283,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_hard_V10_M2_Q20_slot03_seed490008310__k4__L0__retain,post_selection_counterfactual,round39_small_hard_V10_M2_Q20_slot03_seed490008310,retain,True,False,True,False,2.2203052,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_hard_V10_M2_Q20_slot03_seed490008310__k4__L0__midpoint,post_selection_counterfactual,round39_small_hard_V10_M2_Q20_slot03_seed490008310,midpoint-split,True,False,True,False,3.1483054,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_hard_V10_M2_Q20_slot03_seed490008310__k4__L0__pmm,post_selection_counterfactual,round39_small_hard_V10_M2_Q20_slot03_seed490008310,pmm-split,True,False,True,False,8.1243788,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_hard_V10_M2_Q20_slot03_seed490008310__k4__L0__fpmm,post_selection_counterfactual,round39_small_hard_V10_M2_Q20_slot03_seed490008310,fpmm-split,True,False,True,False,8.1192111,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_medium_V12_M1_Q30_slot07_seed907224013__k4__L0__retain,post_selection_counterfactual,round39_small_medium_V12_M1_Q30_slot07_seed907224013,retain,True,False,True,False,2.8981964,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_medium_V12_M1_Q30_slot07_seed907224013__k4__L0__midpoint,post_selection_counterfactual,round39_small_medium_V12_M1_Q30_slot07_seed907224013,midpoint-split,True,False,True,False,4.1227328,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_medium_V12_M1_Q30_slot07_seed907224013__k4__L0__pmm,post_selection_counterfactual,round39_small_medium_V12_M1_Q30_slot07_seed907224013,pmm-split,True,False,True,False,10.6723447,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
cf__round39_small_medium_V12_M1_Q30_slot07_seed907224013__k4__L0__fpmm,post_selection_counterfactual,round39_small_medium_V12_M1_Q30_slot07_seed907224013,fpmm-split,True,False,True,False,10.6154589,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
sentinel__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__pgrb,small_sentinel,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,pgrb,True,True,False,False,1024.3829488,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,global_bound_trace.csv=normalized_global_bound_trace.csv,none
sentinel__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__c6,small_sentinel,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,c6,True,True,False,False,1946.1967484,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
sentinel__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__gamma-veto,small_sentinel,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,gamma-veto,True,True,False,False,614.1651172,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
sentinel__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__no-adaptive,small_sentinel,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,no-adaptive,True,True,False,False,613.0802861,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
sentinel__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__pgrb,small_sentinel,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,pgrb,True,True,False,False,1735.1979678,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,global_bound_trace.csv=normalized_global_bound_trace.csv,none
sentinel__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6,small_sentinel,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,c6,True,True,False,False,76.7421056,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
sentinel__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__gamma-veto,small_sentinel,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,gamma-veto,True,True,False,False,98.4707758,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
sentinel__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__no-adaptive,small_sentinel,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,no-adaptive,True,True,False,False,95.8703216,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
sentinel__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__pgrb,small_sentinel,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,pgrb,True,True,False,False,159.37677,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,global_bound_trace.csv=normalized_global_bound_trace.csv,none
sentinel__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__c6,small_sentinel,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,c6,True,True,False,False,9.029112,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
sentinel__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__gamma-veto,small_sentinel,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,gamma-veto,True,True,False,False,10.7062126,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
sentinel__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__d-r43,small_sentinel,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,d-r43,True,True,False,False,26.7741282,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
sentinel__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__no-adaptive,small_sentinel,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,no-adaptive,True,True,False,False,9.9806634,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
kcompare__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k1_gamma_veto,k1_k4_completion,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K1-gamma-veto,True,True,False,False,9.8023658,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
kcompare__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k4_gamma_veto,k1_k4_completion,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-gamma-veto,True,True,False,False,10.7055632,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
kcompare__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k1_gamma_veto,k1_k4_completion,round39_small_hard_V12_M3_Q20_slot07_seed621538683,K1-gamma-veto,True,True,False,False,120.8704933,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
kcompare__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k4_gamma_veto,k1_k4_completion,round39_small_hard_V12_M3_Q20_slot07_seed621538683,K4-gamma-veto,True,True,False,False,85.7522984,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
kcompare__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k1_gamma_veto,k1_k4_completion,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K1-gamma-veto,True,True,False,False,217.2187455,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
kcompare__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4_gamma_veto,k1_k4_completion,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K4-gamma-veto,True,True,False,False,98.5089821,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
kcompare__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k1_gamma_veto,k1_k4_completion,round39_small_medium_V10_M2_Q20_slot05_seed968549317,K1-gamma-veto,True,True,False,False,65.9956333,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
kcompare__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4_gamma_veto,k1_k4_completion,round39_small_medium_V10_M2_Q20_slot05_seed968549317,K4-gamma-veto,True,True,False,False,58.8682837,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
kcompare__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k1_gamma_veto,k1_k4_completion,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,K1-gamma-veto,True,True,False,False,1376.8173108,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
kcompare__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4_gamma_veto,k1_k4_completion,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,K4-gamma-veto,True,True,False,False,619.0878791,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
kcompare__round39_small_hard_V10_M2_Q20_slot03_seed490008310__k1_gamma_veto,k1_k4_completion,round39_small_hard_V10_M2_Q20_slot03_seed490008310,K1-gamma-veto,True,True,False,False,14.7014508,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
kcompare__round39_small_hard_V10_M2_Q20_slot03_seed490008310__k4_gamma_veto,k1_k4_completion,round39_small_hard_V10_M2_Q20_slot03_seed490008310,K4-gamma-veto,True,True,False,False,18.2496871,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
kcompare__round39_small_medium_V8_M2_Q20_slot02_seed890603285__k1_gamma_veto,k1_k4_completion,round39_small_medium_V8_M2_Q20_slot02_seed890603285,K1-gamma-veto,True,True,False,False,8.1480221,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
kcompare__round39_small_medium_V8_M2_Q20_slot02_seed890603285__k4_gamma_veto,k1_k4_completion,round39_small_medium_V8_M2_Q20_slot02_seed890603285,K4-gamma-veto,True,True,False,False,19.3635949,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
kcompare__high_imbalance_seed3201__k1_gamma_veto,k1_k4_completion,high_imbalance_seed3201,K1-gamma-veto,True,False,False,True,3580.111859,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
kcompare__high_imbalance_seed3201__k4_gamma_veto,k1_k4_completion,high_imbalance_seed3201,K4-gamma-veto,True,True,False,False,602.4983902,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
kcompare__round32_multi_m_tight_T_V50_M2_seed104207248__k1_gamma_veto,k1_k4_completion,round32_multi_m_tight_T_V50_M2_seed104207248,K1-gamma-veto,True,True,False,False,3311.7845348,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
kcompare__round32_multi_m_tight_T_V50_M2_seed104207248__k4_gamma_veto,k1_k4_completion,round32_multi_m_tight_T_V50_M2_seed104207248,K4-gamma-veto,True,True,False,False,3580.2250569,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__tight_T_seed3101__pgrb,complex_mandatory_v20_development,tight_T_seed3101,pgrb,True,False,False,True,3580.2308708,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,global_bound_trace.csv=normalized_global_bound_trace.csv,none
complex__tight_T_seed3101__c6,complex_mandatory_v20_development,tight_T_seed3101,c6,True,True,False,False,3290.2091302,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__tight_T_seed3101__gamma-veto,complex_mandatory_v20_development,tight_T_seed3101,gamma-veto,True,False,False,True,3580.0712887,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__tight_T_seed3101__no-adaptive,complex_mandatory_v20_development,tight_T_seed3101,no-adaptive,True,True,False,False,3534.0113381,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__tight_T_seed3101__d-r43,complex_secondary_v20_development,tight_T_seed3101,d-r43,True,False,False,True,3580.3914706,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__high_imbalance_seed3201__pgrb,complex_mandatory_v20_development,high_imbalance_seed3201,pgrb,True,False,False,True,3580.1759153,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,global_bound_trace.csv=normalized_global_bound_trace.csv,none
complex__high_imbalance_seed3201__c6,complex_mandatory_v20_development,high_imbalance_seed3201,c6,True,True,False,False,380.1072198,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__high_imbalance_seed3201__gamma-veto,complex_mandatory_v20_development,high_imbalance_seed3201,gamma-veto,True,True,False,False,589.9931994,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__high_imbalance_seed3201__no-adaptive,complex_mandatory_v20_development,high_imbalance_seed3201,no-adaptive,True,True,False,False,668.2827082,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__high_imbalance_seed3201__d-r43,complex_secondary_v20_development,high_imbalance_seed3201,d-r43,True,True,False,False,672.361163,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__moderate_seed3301__pgrb,complex_mandatory_v20_development,moderate_seed3301,pgrb,True,False,False,True,3580.2082933,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,global_bound_trace.csv=normalized_global_bound_trace.csv,none
complex__moderate_seed3301__c6,complex_mandatory_v20_development,moderate_seed3301,c6,True,False,False,True,3580.062827,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__moderate_seed3301__gamma-veto,complex_mandatory_v20_development,moderate_seed3301,gamma-veto,True,False,False,True,3580.0764596,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__moderate_seed3301__no-adaptive,complex_mandatory_v20_development,moderate_seed3301,no-adaptive,True,False,False,True,3580.0647935,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__moderate_seed3301__d-r43,complex_secondary_v20_development,moderate_seed3301,d-r43,True,False,False,True,3580.0716673,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__tight_T_seed3102__pgrb,complex_mandatory_v20_confirmation,tight_T_seed3102,pgrb,True,False,False,True,3580.2311365,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,global_bound_trace.csv=normalized_global_bound_trace.csv,none
complex__tight_T_seed3102__c6,complex_mandatory_v20_confirmation,tight_T_seed3102,c6,True,True,False,False,663.2245297,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__tight_T_seed3102__gamma-veto,complex_mandatory_v20_confirmation,tight_T_seed3102,gamma-veto,True,True,False,False,820.591057,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__tight_T_seed3102__no-adaptive,complex_mandatory_v20_confirmation,tight_T_seed3102,no-adaptive,True,True,False,False,939.9122159,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__high_imbalance_seed3202__pgrb,complex_mandatory_v20_confirmation,high_imbalance_seed3202,pgrb,True,False,False,True,3580.1526867,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,global_bound_trace.csv=normalized_global_bound_trace.csv,none
complex__high_imbalance_seed3202__c6,complex_mandatory_v20_confirmation,high_imbalance_seed3202,c6,True,True,False,False,225.3826993,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__high_imbalance_seed3202__gamma-veto,complex_mandatory_v20_confirmation,high_imbalance_seed3202,gamma-veto,True,True,False,False,257.2305027,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__high_imbalance_seed3202__no-adaptive,complex_mandatory_v20_confirmation,high_imbalance_seed3202,no-adaptive,True,True,False,False,258.3751807,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__moderate_seed3302__pgrb,complex_mandatory_v20_confirmation,moderate_seed3302,pgrb,True,False,False,True,3580.146943,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,global_bound_trace.csv=normalized_global_bound_trace.csv,none
complex__moderate_seed3302__c6,complex_mandatory_v20_confirmation,moderate_seed3302,c6,True,False,False,True,3580.0866316,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__moderate_seed3302__gamma-veto,complex_mandatory_v20_confirmation,moderate_seed3302,gamma-veto,True,False,False,True,3580.0903663,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__moderate_seed3302__no-adaptive,complex_mandatory_v20_confirmation,moderate_seed3302,no-adaptive,True,False,False,True,3580.1042093,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__round32_multi_m_tight_T_V50_M2_seed104207248__pgrb,complex_mandatory_v50_development,round32_multi_m_tight_T_V50_M2_seed104207248,pgrb,True,False,False,True,3581.2615444,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,global_bound_trace.csv=normalized_global_bound_trace.csv,none
complex__round32_multi_m_tight_T_V50_M2_seed104207248__c6,complex_mandatory_v50_development,round32_multi_m_tight_T_V50_M2_seed104207248,c6,True,True,False,False,1669.0009637,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__round32_multi_m_tight_T_V50_M2_seed104207248__gamma-veto,complex_mandatory_v50_development,round32_multi_m_tight_T_V50_M2_seed104207248,gamma-veto,True,True,False,False,3580.2440885,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__round32_multi_m_tight_T_V50_M2_seed104207248__no-adaptive,complex_mandatory_v50_development,round32_multi_m_tight_T_V50_M2_seed104207248,no-adaptive,True,True,False,False,1941.943016,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__round32_multi_m_tight_T_V50_M2_seed104207248__d-r43,complex_secondary_v50_development,round32_multi_m_tight_T_V50_M2_seed104207248,d-r43,True,True,False,False,3580.2258944,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
