stage,instance,candidate_work,candidate_seconds,pgrb_work,pgrb_seconds,work_ratio_over_pgrb,time_ratio_over_pgrb,severe_pgrb_regression,candidate_terminal_valid
small_panel_rerun_material,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,1353.2173542119708,618.7428876,1607.9153648352515,1007.279985,0.8415973774531489,0.614271003905632,False,True
small_panel_rerun_material,round39_small_medium_V10_M2_Q20_slot05_seed968549317,97.91171911686969,58.9704294,517.2770571210964,308.3447969,0.18928293410459188,0.1912483362549647,False,True
small_panel_rerun_material,round39_small_hard_V12_M3_Q20_slot07_seed621538683,145.12030221143516,85.95215,3562.7211838269295,2174.6334272,0.04073299445104286,0.03952489137935753,False,True
small_panel_rerun_material,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,168.80494107524342,98.4825417,10383.731286460352,6400.517589,0.01625667464019924,0.015386652771527912,False,True
small_panel_rerun_material,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,12.790784901266358,10.6884877,100.19984835374473,59.8026531,0.12765273711902114,0.17872932296376662,False,True
small_panel_rerun_validation,round39_small_easy_V10_M3_Q20_slot06_seed1178207568,5.747790958862511,8.5530049,1.1326278983876463,0.9917038,5.074738991547696,8.624555940997704,False,True
small_panel_rerun_validation,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,13.832675439361392,16.3277657,1.6278828690447789,1.331212,8.497340750000172,12.265338428439648,False,True
small_panel_rerun_validation,round39_small_easy_V8_M1_Q30_slot01_seed432322553,0.5590661534353052,3.5176492,0.323659897802514,0.3471442,1.7273259901244482,10.133106645595692,False,True
small_panel_rerun_validation,round39_small_hard_V10_M2_Q20_slot03_seed490008310,26.76030251129544,18.3306153,39.21814487589712,26.126958,0.6823449348758441,0.7015977635054186,False,True
small_panel_rerun_validation,round39_small_hard_V12_M1_Q20_slot05_seed180890838,2.8408225871291632,3.0169264,5.35335760224831,3.5549344,0.530661838457433,0.8486588106942283,False,True
small_panel_rerun_validation,round39_small_medium_V12_M1_Q30_slot07_seed907224013,15.547670331133233,13.9157493,13.58012742242556,9.8209297,1.1448839799145454,1.4169482650914402,False,True
small_panel_rerun_validation,round39_small_medium_V8_M2_Q20_slot02_seed890603285,26.141659404567488,19.3958755,22.411107831650927,17.7283335,1.1664599358916095,1.0940608433387153,False,True
small_panel_rerun_holdout,round39_small_easy_V10_M2_Q30_slot05_seed332426708,3.263496142667956,7.2390862,0.5619520501484777,0.5285874,5.807428128086164,13.69515467073184,False,True
small_panel_rerun_holdout,round39_small_easy_V8_M2_Q20_slot02_seed944712007,1.6897625728879695,3.9374053,0.44003376994004867,0.4219987,3.840074758621792,9.330373055651593,False,True
small_panel_rerun_holdout,round39_small_easy_V8_M2_Q30_slot03_seed1019524729,0.2386284415218241,2.5123436,0.39108441274280636,0.4413744,0.6101711900206983,5.6920917932712,False,True
small_panel_rerun_holdout,round39_small_hard_V12_M2_Q20_slot06_seed258908503,15.494046739077783,14.3073536,100.07762408103112,63.6869199,0.15482028956375424,0.22465136675576614,False,True
small_panel_rerun_holdout,round39_small_medium_V10_M1_Q20_slot04_seed1035775879,4.207718001101599,5.2288999,4.563115229340248,3.3414204,0.9221152194550138,1.564873399348373,False,True
small_panel_rerun_holdout,round39_small_medium_V10_M3_Q30_slot06_seed2147082032,164.99155769262032,96.4305151,166.4271116864188,115.8002932,0.9913742780292711,0.8327311825839142,False,True
small_panel_rerun_holdout,round39_small_medium_V8_M1_Q20_slot01_seed244478273,0.856138319685244,1.9756971,0.8131309355727125,0.7410775,1.05289109321888,2.6659790642679075,False,True
