stage,selection_use,instance,K0,parent_id,matched_parent_identity,retain_work,midpoint_work,retain_seconds,midpoint_seconds,pmm_seconds,fpmm_seconds,retain_exact,midpoint_exact,midpoint_honest_cap,relative_split_gain,label,pmm_work,fpmm_work,pmm_exact,fpmm_exact,pmm_honest_cap,fpmm_honest_cap,midpoint_run_directory,pmm_run_directory,fpmm_run_directory
true_counterfactual_development,true,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,4,L0,True,6.495836516560086,11.290487624718345,7.4454285,11.5878867,29.9945677,30.0491211,True,True,False,-0.738111418896561,harmful,29.118394704883034,29.118394704883034,True,True,False,False,completion/runs/cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4__L0__midpoint,completion/runs/cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4__L0__pmm,completion/runs/cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4__L0__fpmm
true_counterfactual_development,true,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,4,L1,True,143.4530684163412,204.4992245640746,82.6562565,119.372911,82.7366225,82.879965,True,True,False,-0.42554792882199116,harmful,136.8041600402994,136.8041600402994,True,True,False,False,completion/runs/cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4__L1__midpoint,completion/runs/cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4__L1__pmm,completion/runs/cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4__L1__fpmm
true_counterfactual_development,true,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,4,L2,True,13.429178521203568,20.68274976106527,10.8047349,16.0814463,24.775108,24.9225772,True,True,False,-0.5401351414316901,harmful,34.42608606742879,34.42608606742879,True,True,False,False,completion/runs/cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4__L2__midpoint,completion/runs/cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4__L2__pmm,completion/runs/cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4__L2__fpmm
true_counterfactual_development,true,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,4,L3,True,4.941132218428701,8.929783745780009,5.7933742,9.1603891,10.7874424,10.7805506,True,True,False,-0.8072343242455701,harmful,10.911959565171394,10.911959565171394,True,True,False,False,completion/runs/cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4__L3__midpoint,completion/runs/cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4__L3__pmm,completion/runs/cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4__L3__fpmm
true_counterfactual_development,true,round39_small_medium_V10_M2_Q20_slot05_seed968549317,1,K1ROOT,True,67.34000691823582,116.09538537957047,39.448328,66.2025194,279.7660394,279.9263531,True,True,False,-0.7240180197862677,harmful,495.54954533816954,495.54954533816954,True,True,False,False,completion/runs/cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k1__K1ROOT__midpoint,completion/runs/cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k1__K1ROOT__pmm,completion/runs/cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k1__K1ROOT__fpmm
true_counterfactual_development,true,round39_small_medium_V10_M2_Q20_slot05_seed968549317,4,L0,True,40.19290494856615,119.45076251092522,24.00388,68.1813752,63.3588057,63.2146381,True,True,False,-1.9719365311808974,harmful,108.27652807560267,108.27652807560267,True,True,False,False,completion/runs/cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L0__midpoint,completion/runs/cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L0__pmm,completion/runs/cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L0__fpmm
true_counterfactual_development,true,round39_small_medium_V10_M2_Q20_slot05_seed968549317,4,L1,True,35.51500372283184,67.34083035218549,23.2108632,38.5636814,66.5519343,66.550933,True,True,False,-0.8961234208992495,harmful,115.3826105225363,115.3826105225363,True,True,False,False,completion/runs/cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L1__midpoint,completion/runs/cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L1__pmm,completion/runs/cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L1__fpmm
true_counterfactual_development,true,round39_small_medium_V10_M2_Q20_slot05_seed968549317,4,L2,True,10.429560160803224,24.774693177055777,7.6976929,16.9270006,27.6094984,27.6171762,True,True,False,-1.3754302957247408,harmful,43.1669149061871,43.1669149061871,True,True,False,False,completion/runs/cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L2__midpoint,completion/runs/cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L2__pmm,completion/runs/cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L2__fpmm
true_counterfactual_development,true,round39_small_medium_V10_M2_Q20_slot05_seed968549317,4,L3,True,3.381861768962981,4.644028831641852,4.0062547,5.0537745,8.3927071,8.3944575,True,True,False,-0.37321663299854607,harmful,9.39372956979708,9.39372956979708,True,True,False,False,completion/runs/cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L3__midpoint,completion/runs/cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L3__pmm,completion/runs/cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L3__fpmm
true_counterfactual_development,true,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,1,K1ROOT,True,1547.2490689407362,3013.559933179583,689.6980381,1349.5383531,1228.8922964,1230.0758283,True,True,False,-0.9476889620897943,harmful,2779.6525699936724,2779.6525699936724,True,True,False,False,completion/runs/cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k1__K1ROOT__midpoint,completion/runs/cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k1__K1ROOT__pmm,completion/runs/cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k1__K1ROOT__fpmm
true_counterfactual_development,true,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,4,L0,True,26.101266349887155,24.962199491788475,17.4050477,18.8622591,33.2747405,33.3963874,True,True,False,0.04364029096632717,neutral,37.21258446702227,37.21258446702227,True,True,False,False,completion/runs/cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L0__midpoint,completion/runs/cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L0__pmm,completion/runs/cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L0__fpmm
true_counterfactual_development,true,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,4,L1,True,880.0379659539757,5282.801840539229,393.782187,2367.8229568,927.9262007,928.5126814,True,True,False,-5.002924924736155,harmful,2098.6004590836683,2098.6004590836683,True,True,False,False,completion/runs/cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L1__midpoint,completion/runs/cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L1__pmm,completion/runs/cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L1__fpmm
true_counterfactual_development,true,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,4,L2,True,443.7657025733107,2585.4157339414787,208.0518902,1144.1261557,665.3098822,665.3970163,True,True,False,-4.82608281565961,harmful,1435.7700664531303,1435.7700664531303,True,True,False,False,completion/runs/cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L2__midpoint,completion/runs/cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L2__pmm,completion/runs/cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L2__fpmm
true_counterfactual_development,true,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,4,L3,True,91.61099247087152,89.70834840268492,45.0973575,45.1548601,150.1685508,150.2021912,True,True,False,0.020768731097325084,neutral,313.4063321979167,313.4063321979167,True,True,False,False,completion/runs/cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L3__midpoint,completion/runs/cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L3__pmm,completion/runs/cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L3__fpmm
