stage,selection_use,instance,K0,parent_id,matched_parent_identity,retain_work,midpoint_work,retain_seconds,midpoint_seconds,pmm_seconds,fpmm_seconds,retain_exact,midpoint_exact,midpoint_honest_cap,relative_split_gain,label,pmm_work,fpmm_work,pmm_exact,fpmm_exact,pmm_honest_cap,fpmm_honest_cap,midpoint_run_directory,pmm_run_directory,fpmm_run_directory
post_selection_counterfactual,false,round39_small_hard_V10_M2_Q20_slot03_seed490008310,4,L0,True,1.2934563573814588,2.418497756845478,2.2203052,3.1483054,8.1243788,8.1192111,True,True,False,-0.8697946343869015,harmful,8.440391659006107,8.440391659006107,True,True,False,False,completion/runs/cf__round39_small_hard_V10_M2_Q20_slot03_seed490008310__k4__L0__midpoint,completion/runs/cf__round39_small_hard_V10_M2_Q20_slot03_seed490008310__k4__L0__pmm,completion/runs/cf__round39_small_hard_V10_M2_Q20_slot03_seed490008310__k4__L0__fpmm
post_selection_counterfactual,false,round39_small_medium_V12_M1_Q30_slot07_seed907224013,4,L0,True,1.9144244374628512,3.1140443624912844,2.8981964,4.1227328,10.6723447,10.6154589,True,True,False,-0.6266217154113775,harmful,10.002562311936883,10.002562311936883,True,True,False,False,completion/runs/cf__round39_small_medium_V12_M1_Q30_slot07_seed907224013__k4__L0__midpoint,completion/runs/cf__round39_small_medium_V12_M1_Q30_slot07_seed907224013__k4__L0__pmm,completion/runs/cf__round39_small_medium_V12_M1_Q30_slot07_seed907224013__k4__L0__fpmm
true_counterfactual_development,true,high_imbalance_seed3201,4,L1,True,361.56396014840664,89.34707544420317,194.9131478,56.4959368,136.9202329,137.2014641,True,True,False,0.7528872197120255,beneficial,242.1378399571695,242.1378399571695,True,True,False,False,completion/runs/cf__high_imbalance_seed3201__k4__L1__midpoint,completion/runs/cf__high_imbalance_seed3201__k4__L1__pmm,completion/runs/cf__high_imbalance_seed3201__k4__L1__fpmm
true_counterfactual_development,true,moderate_seed3301,4,L0,True,18.792858636389788,16.65508647554648,56.6451861,54.0015825,68.3411341,68.4606804,True,True,False,0.11375449590749363,neutral,37.44230105500461,37.44230105500461,True,True,False,False,completion/runs/cf__moderate_seed3301__k4__L0__midpoint,completion/runs/cf__moderate_seed3301__k4__L0__pmm,completion/runs/cf__moderate_seed3301__k4__L0__fpmm
true_counterfactual_development,true,moderate_seed3301,4,L1,True,6462.621486302355,6381.0423977105165,3580.0682973,3580.0724815,3580.0600945,3580.065959,False,False,True,,inconclusive,6138.207536830032,6140.469232206338,False,False,True,True,completion/runs/cf__moderate_seed3301__k4__L1__midpoint,completion/runs/cf__moderate_seed3301__k4__L1__pmm,completion/runs/cf__moderate_seed3301__k4__L1__fpmm
true_counterfactual_development,true,moderate_seed3301,4,L2,True,1062.7089073661325,6337.611663567285,633.6737121,3580.0534352,384.9921543,384.8698747,True,False,True,,inconclusive,626.2685290960176,626.2685290960176,True,True,False,False,completion/runs/cf__moderate_seed3301__k4__L2__midpoint,completion/runs/cf__moderate_seed3301__k4__L2__pmm,completion/runs/cf__moderate_seed3301__k4__L2__fpmm
true_counterfactual_development,true,round32_multi_m_tight_T_V50_M2_seed104207248,4,L1,True,2715.6365853772545,2395.6434773318406,1071.9836258,899.9825117,1066.7264222,1067.388311,True,True,False,0.11783355319650059,neutral,2681.6748217914587,2681.6748217914587,True,True,False,False,completion/runs/cf__round32_multi_m_tight_T_V50_M2_seed104207248__k4__L1__midpoint,completion/runs/cf__round32_multi_m_tight_T_V50_M2_seed104207248__k4__L1__pmm,completion/runs/cf__round32_multi_m_tight_T_V50_M2_seed104207248__k4__L1__fpmm
true_counterfactual_development,true,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,1,K1ROOT,True,13.648273818869889,29.37084815985139,9.8436307,21.3262893,13.7779486,18.9872822,True,True,False,-1.1519826279601542,harmful,15.851730980185915,21.81494165685599,True,True,False,False,completion/runs/cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k1__K1ROOT__midpoint,completion/runs/cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k1__K1ROOT__pmm,completion/runs/cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k1__K1ROOT__fpmm
true_counterfactual_development,true,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,L0,True,1.4522346323609776,2.3507266509701727,2.1392028,2.9183354,8.7588035,8.8038329,True,True,False,-0.6186961793828504,harmful,8.57969708674682,8.57969708674682,True,True,False,False,completion/runs/cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k4__L0__midpoint,completion/runs/cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k4__L0__pmm,completion/runs/cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k4__L0__fpmm
true_counterfactual_development,true,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,L1,True,6.597659394288199,13.302471067975773,5.6518959,10.437759,8.6576603,8.6881879,True,True,False,-1.016240953495135,harmful,10.1605357058319,10.1605357058319,True,True,False,False,completion/runs/cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k4__L1__midpoint,completion/runs/cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k4__L1__pmm,completion/runs/cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k4__L1__fpmm
true_counterfactual_development,true,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,L2,True,3.9917576716040806,5.618481120404358,4.1615062,5.6877491,7.9800099,7.9842357,True,True,False,-0.4075205918365734,harmful,8.491424958484892,8.491424958484892,True,True,False,False,completion/runs/cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k4__L2__midpoint,completion/runs/cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k4__L2__pmm,completion/runs/cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k4__L2__fpmm
true_counterfactual_development,true,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,L3,True,0.7660561532069514,1.30525049708426,1.8068564,2.5628732,3.138054,3.206598,True,True,False,-0.703857467393313,harmful,1.918078978419412,1.918078978419412,True,True,False,False,completion/runs/cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k4__L3__midpoint,completion/runs/cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k4__L3__pmm,completion/runs/cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k4__L3__fpmm
true_counterfactual_development,true,round39_small_hard_V12_M3_Q20_slot07_seed621538683,1,K1ROOT,True,228.04165134810466,178.31210455545138,121.076854,96.4891615,150.9875521,167.1496643,True,True,False,0.2180722096102581,beneficial,272.76133754053996,290.3062007524023,True,True,False,False,completion/runs/cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k1__K1ROOT__midpoint,completion/runs/cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k1__K1ROOT__pmm,completion/runs/cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k1__K1ROOT__fpmm
true_counterfactual_development,true,round39_small_hard_V12_M3_Q20_slot07_seed621538683,4,L0,True,15.312268974301753,27.602399321496797,13.0757697,22.9254995,36.3719335,35.9360717,True,True,False,-0.8026328670049684,harmful,42.903119588445925,42.903119588445925,True,True,False,False,completion/runs/cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k4__L0__midpoint,completion/runs/cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k4__L0__pmm,completion/runs/cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k4__L0__fpmm
true_counterfactual_development,true,round39_small_hard_V12_M3_Q20_slot07_seed621538683,4,L1,True,96.41283943098938,250.45661173944535,54.4092529,138.5534697,71.0460673,71.3214298,True,True,False,-1.597751639901839,harmful,121.84359232757183,121.84359232757183,True,True,False,False,completion/runs/cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k4__L1__midpoint,completion/runs/cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k4__L1__pmm,completion/runs/cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k4__L1__fpmm
true_counterfactual_development,true,round39_small_hard_V12_M3_Q20_slot07_seed621538683,4,L2,True,25.415093498250062,50.14777656182846,18.4173958,34.7945248,39.596879,39.9142575,True,True,False,-0.9731494029436227,harmful,56.81240277526903,56.81240277526903,True,True,False,False,completion/runs/cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k4__L2__midpoint,completion/runs/cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k4__L2__pmm,completion/runs/cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k4__L2__fpmm
true_counterfactual_development,true,round39_small_hard_V12_M3_Q20_slot07_seed621538683,4,L3,True,4.942862316730748,7.872707411479952,6.848216,9.7438421,16.5426338,16.7013634,True,True,False,-0.5927426068155239,harmful,15.623357144669521,15.623357144669521,True,True,False,False,completion/runs/cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k4__L3__midpoint,completion/runs/cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k4__L3__pmm,completion/runs/cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k4__L3__fpmm
true_counterfactual_development,true,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,1,K1ROOT,True,393.9540930127379,159.31444513834077,217.9820332,91.9110533,229.9085499,261.3662456,True,True,False,0.5956014978293688,beneficial,389.20097104081134,428.25843270509904,True,True,False,False,completion/runs/cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k1__K1ROOT__midpoint,completion/runs/cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k1__K1ROOT__pmm,completion/runs/cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k1__K1ROOT__fpmm
