interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,depth,parent_id,time_limit_used,budget_policy,model_type,bound_valid,bound_scope,can_merge_bound,gap_to_cutoff,bound_used_for_merge,closed_by_bound,gini_spread_cuts_added,required_movement_lb,required_movement_cuts_added,global_handling_capacity_lb,global_handling_capacity_cuts_added,transfer_subset_capacity_cuts_added,low_gini_ratio_band_domains_tightened,direct_gini_cap_rows,tight_mccormick_rows,inventory_conservation_rows,movement_reachability_domains,visit_inventory_linking_rows,objective_estimator_cutoff_rows,penalty_lb,support_duration_pair_cuts,support_duration_triple_cuts,transfer_compatibility_cuts,receiver_source_cover_cuts,variable_s_centering_rows,s_range_rows,sp_product_mccormick_rows,sp_product_estimator_rows,oracle_strengthening_families_enabled,json_path,lp_path,log_path
1,0.0122881381662,0.0245762763324,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,"time limit exceeded, no integer solution",false,false,true,0.044445069196,0,20.627789,0,root,20,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.00470747346879,0.044445069196,false,190,24,3,2760,1,0,11,1,452,2,5,40,1,0,570,3420,60,0,0,0,0,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\fullpreset_moderate_seed3301_tailored_callback_120s_auto_oracle\interval_1.json,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\fullpreset_moderate_seed3301_tailored_callback_120s_auto_oracle\interval_1.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_12288138_24576276_1202567738\interval_cutoff.cplex.log
2,0.0245762763324,0.0368644144986,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,"time limit exceeded, no integer solution",false,false,true,0.0485724414863,0,20.70962,0,root,20,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.000580101178489,0.0485724414863,false,190,31,5,3360,1,0,13,1,452,2,4,40,1,0,570,3420,60,0,0,0,0,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\fullpreset_moderate_seed3301_tailored_callback_120s_auto_oracle\interval_2.json,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\fullpreset_moderate_seed3301_tailored_callback_120s_auto_oracle\interval_2.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_24576276_36864414_1202588370\interval_cutoff.cplex.log
3,0.0368644144986,0.0491525526647,interval_closed,interval_exact_cutoff_mip_infeasible,integer infeasible,true,false,false,1e+75,0,0.7296468,0,root,3.6520315,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,-1e+75,0.0491525526647,true,190,50,9,4200,1,0,18,1,452,2,3,40,1,0,570,3420,60,0,0,0,0,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure|dynamic_root,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\fullpreset_moderate_seed3301_tailored_callback_120s_auto_oracle\interval_3.json,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\fullpreset_moderate_seed3301_tailored_callback_120s_auto_oracle\interval_3.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_36864414_49152553_1202609081\interval_cutoff.cplex.log
5,0.00614406908309,0.0122881381662,interval_closed,interval_exact_cutoff_mip_infeasible,integer infeasible,true,false,false,1e+75,0,5.7183261,0,root,2.9206156,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,-1e+75,0.0491525526647,true,190,23,3,2640,1,0,10,1,452,2,5,40,1,0,570,3420,60,0,0,0,0,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\fullpreset_moderate_seed3301_tailored_callback_120s_auto_oracle\interval_5.json,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\fullpreset_moderate_seed3301_tailored_callback_120s_auto_oracle\interval_5.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_6144069_12288138_1202609812\interval_cutoff.cplex.log
