interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,depth,parent_id,time_limit_used,budget_policy,model_type,bound_valid,bound_scope,can_merge_bound,gap_to_cutoff,bound_used_for_merge,closed_by_bound,gini_spread_cuts_added,required_movement_lb,required_movement_cuts_added,global_handling_capacity_lb,global_handling_capacity_cuts_added,transfer_subset_capacity_cuts_added,low_gini_ratio_band_domains_tightened,direct_gini_cap_rows,tight_mccormick_rows,inventory_conservation_rows,movement_reachability_domains,visit_inventory_linking_rows,objective_estimator_cutoff_rows,penalty_lb,support_duration_pair_cuts,support_duration_triple_cuts,transfer_compatibility_cuts,receiver_source_cover_cuts,variable_s_centering_rows,s_range_rows,sp_product_mccormick_rows,sp_product_estimator_rows,oracle_strengthening_families_enabled,json_path,lp_path,log_path
0,0,0.0206402171405,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,"time limit exceeded, no integer solution",false,false,true,0.0124732043479,0,2.6503335,0,root,2,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.0700876542141,0.0124732043479,false,190,22,3,2640,1,0,13,1,452,2,4,40,1,0,570,3420,60,0,0,0,0,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\generated_diag_V20_M3_dense_duration_seed7105_tailored_20s_auto_oracle\interval_0.json,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\generated_diag_V20_M3_dense_duration_seed7105_tailored_20s_auto_oracle\interval_0.lp,results\interval_cutoff_work\diag_V20_M3_dense_duration_seed7105_interval_cutoff_0_20640217_1182549351\interval_cutoff.cplex.log
1,0.0206402171405,0.041280434281,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,"time limit exceeded, no integer solution",false,false,true,0.0265355011495,0,2.5589827,0,root,2,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.0560253574125,0.0265355011495,false,190,28,5,3240,1,0,13,1,452,2,4,40,1,0,570,3420,60,0,0,0,0,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\generated_diag_V20_M3_dense_duration_seed7105_tailored_20s_auto_oracle\interval_1.json,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\generated_diag_V20_M3_dense_duration_seed7105_tailored_20s_auto_oracle\interval_1.lp,results\interval_cutoff_work\diag_V20_M3_dense_duration_seed7105_interval_cutoff_20640217_41280434_1182552004\interval_cutoff.cplex.log
2,0.041280434281,0.0619206514215,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,"time limit exceeded, no integer solution",false,false,true,0.0474288117378,0,2.5614482,0,root,2,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.0351320468242,0.0474288117378,false,190,44,8,4440,1,0,13,1,452,2,3,40,1,0,570,3420,60,0,0,0,0,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\generated_diag_V20_M3_dense_duration_seed7105_tailored_20s_auto_oracle\interval_2.json,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\generated_diag_V20_M3_dense_duration_seed7105_tailored_20s_auto_oracle\interval_2.lp,results\interval_cutoff_work\diag_V20_M3_dense_duration_seed7105_interval_cutoff_41280434_61920651_1182554564\interval_cutoff.cplex.log
3,0.0619206514215,0.082560868562,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,"time limit exceeded, no integer solution",false,false,true,0.0680906082971,0,2.5442299,0,root,0.2155615,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.0144702502649,0.0680906082971,false,190,75,11,6600,1,0,16,1,452,2,2,40,1,0,570,3420,60,0,0,0,0,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\generated_diag_V20_M3_dense_duration_seed7105_tailored_20s_auto_oracle\interval_3.json,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\generated_diag_V20_M3_dense_duration_seed7105_tailored_20s_auto_oracle\interval_3.lp,results\interval_cutoff_work\diag_V20_M3_dense_duration_seed7105_interval_cutoff_61920651_82560869_1182557128\interval_cutoff.cplex.log
