interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,depth,parent_id,time_limit_used,budget_policy,model_type,bound_valid,bound_scope,can_merge_bound,gap_to_cutoff,bound_used_for_merge,closed_by_bound,gini_spread_cuts_added,required_movement_lb,required_movement_cuts_added,global_handling_capacity_lb,global_handling_capacity_cuts_added,transfer_subset_capacity_cuts_added,low_gini_ratio_band_domains_tightened,direct_gini_cap_rows,tight_mccormick_rows,inventory_conservation_rows,movement_reachability_domains,visit_inventory_linking_rows,objective_estimator_cutoff_rows,penalty_lb,support_duration_pair_cuts,support_duration_triple_cuts,transfer_compatibility_cuts,receiver_source_cover_cuts,variable_s_centering_rows,s_range_rows,sp_product_mccormick_rows,sp_product_estimator_rows,oracle_strengthening_families_enabled,json_path,lp_path,log_path
0,0,0.0489090516373,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,"time limit exceeded, no integer solution",false,false,true,0.116666038807,0,20.9319422,0,root,20,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.0789701577417,0.116666038807,false,190,8,2,960,1,0,10,1,440,2,8,40,1,0,570,3420,60,0,0,0,0,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\fullpreset_moderate_seed3302_tailored_callback_120s_auto_oracle\interval_0.json,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\fullpreset_moderate_seed3302_tailored_callback_120s_auto_oracle\interval_0.lp,results\interval_cutoff_work\moderate_seed3302_interval_cutoff_0_48909052_1203073056\interval_cutoff.cplex.log
1,0.0489090516373,0.0978181032745,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,"time limit exceeded, no integer solution",false,false,true,0.138518582066,0,20.8431108,0,root,20,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.0571176144834,0.138518582066,false,190,13,2,1560,1,0,10,1,440,2,8,40,1,0,570,3420,60,0,0,0,0,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\fullpreset_moderate_seed3302_tailored_callback_120s_auto_oracle\interval_1.json,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\fullpreset_moderate_seed3302_tailored_callback_120s_auto_oracle\interval_1.lp,results\interval_cutoff_work\moderate_seed3302_interval_cutoff_48909052_97818103_1203093991\interval_cutoff.cplex.log
2,0.0978181032745,0.146727154912,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,"time limit exceeded, no integer solution",false,false,true,0.167783850049,0,20.8042037,0,root,3.2152744,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.0278523464996,0.167783850049,false,190,16,2,1920,1,0,11,1,440,2,8,40,1,0,570,3420,60,0,0,0,0,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\fullpreset_moderate_seed3302_tailored_callback_120s_auto_oracle\interval_2.json,E:\codes\ExactEBRP\results\gf_tailored_bc_callback_round\raw\fullpreset_moderate_seed3302_tailored_callback_120s_auto_oracle\interval_2.lp,results\interval_cutoff_work\moderate_seed3302_interval_cutoff_97818103_146727155_1203114838\interval_cutoff.cplex.log
